Temperature,Reaction rate Au [mol / (m2 s)],Reaction rate Pt [mol / (m2 s)],Reaction rate Rh [mol / (m2 s)],Fractional coverage, CO on Au,Fractional coverage, CO on Pt,Fractional coverage, CO on Rh,Fractional coverage, O on Au,Fractional coverage, O on Pt,Fractional coverage, O on Rh
100.0,1.1194680711233757e-08,1.6771252208124735e+40,3.1865754433455757e+56,0.0037592730268230278,0.9999999999999998,3.5278071791149695e-13,1.211605113508604e-21,2.140587579769459e-16,0.9999999999996472
101.0,1.1154839097905084e-08,8.87062553120807e+39,9.306377354674678e+55,0.0031504302566028805,0.9999999999999997,4.1905928047677846e-13,1.7307529033876954e-21,3.4213511231198094e-16,0.999999999999581
102.0,1.1108135493938441e-08,4.751607124458001e+39,2.783842013865412e+55,0.0026482045176873226,0.9999999999999996,4.9602803484442e-13,2.4544666256214952e-21,5.41929310535028e-16,0.9999999999995041
103.0,1.1055291620228079e-08,2.576697805607827e+39,8.523413755773967e+54,0.002232643262036344,0.9999999999999992,5.851169597614595e-13,3.45642550787833e-21,8.509056961895235e-16,0.9999999999994148
104.0,1.0996931325279015e-08,1.414062143706245e+39,2.669296521516827e+54,0.0018877458265973955,0.9999999999999987,6.879052976135461e-13,4.834370496710794e-21,1.3247170197533284e-15,0.9999999999993121
105.0,1.0933598692067055e-08,7.850671675161922e+38,8.54504986909138e+53,0.0016006422461914776,0.9999999999999979,8.061321544608639e-13,6.717152976888614e-21,2.045373626440636e-15,0.9999999999991939
106.0,1.0865772395290958e-08,4.407936567771081e+38,2.794458896687287e+53,0.001360949552542007,0.9999999999999969,9.417073802638023e-13,9.273608539684676e-21,3.132788281957718e-15,0.9999999999990583
107.0,1.0793877104052691e-08,2.5021671174043315e+38,9.330116276809594e+52,0.0011602660332429699,0.9999999999999952,1.0967227004260488e-12,1.272366457932449e-20,4.7609710634558824e-15,0.9999999999989033
108.0,1.0718292558471115e-08,1.4355459901535343e+38,3.1785792243027143e+52,0.000991772890478787,0.9999999999999927,1.2734630677588406e-12,1.7352167048637206e-20,7.18058445664328e-15,0.9999999999987266
109.0,1.0639360815197994e-08,8.321660146482086e+37,1.1043208544058645e+52,0.0008499196669198945,0.9999999999999892,1.474418202131325e-12,2.3525999516383052e-20,1.075013783505184e-14,0.9999999999985255
110.0,1.0557392050759942e-08,4.872723959868918e+37,3.91058816480699e+51,0.0007301751476535214,0.999999999999984,1.7022942834341444e-12,3.171516785706731e-20,1.5978838769784778e-14,0.9999999999982977
111.0,1.047266922792973e-08,2.881270020678284e+37,1.4107502249630778e+51,0.0006288295618468782,0.9999999999999765,1.9600257620508006e-12,4.251863761741481e-20,2.3585070356204025e-14,0.99999999999804
112.0,1.0385451864541705e-08,1.720014171555662e+37,5.1820791676449795e+50,0.0005428370778532262,0.9999999999999654,2.2507872498179738e-12,5.669583951089388e-20,3.457568307612139e-14,0.9999999999977492
113.0,1.0295979092573149e-08,1.0363481084680935e+37,1.9372963997262254e+50,0.0004696900293345905,0.9999999999999496,2.5780054534593885e-12,7.520490277052621e-20,5.0352842485403925e-14,0.999999999997422
114.0,1.02044721549353e-08,6.300839239507688e+36,7.36759485422399e+49,0.00040731819632231517,0.9999999999999272,2.9453711117087127e-12,9.92488374149906e-20,7.285713985816219e-14,0.9999999999970547
115.0,1.0111136455820796e-08,3.8646262053459737e+36,2.849046418122789e+49,0.00035400792348928015,0.9999999999998952,3.356850896788643e-12,1.3033106601038237e-19,1.0475814758420297e-13,0.9999999999966431
116.0,1.0016163255735533e-08,2.3907476973261004e+36,1.119774545092825e+49,0.00030833698750874934,0.9999999999998503,3.8166992405900875e-12,1.7032190436470623e-19,1.4970669911203503e-13,0.9999999999961834
117.0,9.919731082995194e-09,1.4913561016028275e+36,4.4713479254072475e+48,0.00026912200218234513,0.9999999999997874,4.3294700457941305e-12,2.215378098512278e-19,2.1266703074680314e-13,0.9999999999956705
118.0,9.822006918311753e-09,9.379026844745028e+35,1.8132128454167725e+48,0.00023537583215375654,0.9999999999996997,4.900028242286969e-12,2.8683545673387454e-19,3.003517007858262e-13,0.9999999999951
119.0,9.723147197207289e-09,5.945297510328847e+35,7.464368162897389e+47,0.0002062730179776639,0.9999999999995781,5.5335611495461605e-12,3.6972296089651206e-19,4.217880899756652e-13,0.9999999999944664
120.0,9.62329866566093e-09,3.797889800738233e+35,3.1182315514298636e+47,0.0001811216311769742,0.9999999999994109,6.2355896061918914e-12,4.744908625953471e-19,5.890525082549063e-13,0.9999999999937644
121.0,9.522599117058504e-09,2.444446342982019e+35,1.3214088056791673e+47,0.0001593403038541745,0.9999999999991818,7.011978828622023e-12,6.063657859845405e-19,8.182167451360717e-13,0.999999999992988
122.0,9.421178032734855e-09,1.5849195298348243e+35,5.678415852153632e+46,0.00014043943352882326,0.9999999999988695,7.86894896153575e-12,7.716900288044609e-19,1.1305626052451162e-12,0.9999999999921311
123.0,9.3191571438447e-09,1.035009403161409e+35,2.4736083634656375e+46,0.0001240057656336432,0.9999999999984458,8.813085284236189e-12,9.781306952213156e-19,1.5541329133090584e-12,0.9999999999911869
124.0,9.216650928697778e-09,6.806378315938331e+34,1.0919575847533127e+46,0.00010968971546137362,0.9999999999978743,9.851348037815965e-12,1.2349223696573143e-18,2.1257030529301285e-12,0.9999999999901487
125.0,9.113767056849766e-09,4.5066035321173965e+34,4.883301884667561e+45,9.719491755067702e-05,0.9999999999971066,1.0991081839721972e-11,1.5531477396710243e-18,2.89327577706068e-12,0.9999999999890089
