Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0005        -320.1526    -320.3521       0.1995    21.4
0.0010        -320.1688    -320.8462       0.6774    72.8
0.0015        -320.1775    -321.3652       1.1877   127.6
0.0020        -320.1752    -321.7192       1.5439   165.9
0.0025        -320.1653    -321.8514       1.6861   181.2
0.0030        -320.1512    -321.8051       1.6539   177.7
0.0035        -320.1359    -321.6772       1.5413   165.6
0.0040        -320.1213    -321.5772       1.4559   156.4
0.0045        -320.1086    -321.5946       1.4860   159.7
0.0050        -320.0978    -321.7739       1.6760   180.1
0.0055        -320.0870    -322.1033       2.0163   216.6
0.0060        -320.0736    -322.5239       2.4503   263.3
0.0065        -320.0568    -322.9505       2.8937   310.9
0.0070        -320.0353    -323.2906       3.2553   349.8
0.0075        -320.0089    -323.4695       3.4606   371.8
0.0080        -319.9771    -323.4562       3.4791   373.8
0.0085        -319.9387    -323.2976       3.3589   360.9
0.0090        -319.8981    -323.1468       3.2487   349.1
0.0095        -319.8652    -323.1953       3.3301   357.8
0.0100        -319.8446    -323.5113       3.6666   394.0
0.0105        -319.8243    -323.9661       4.1417   445.0
0.0110        -319.7956    -324.3724       4.5767   491.8
0.0115        -319.7609    -324.6240       4.8631   522.5
0.0120        -319.7241    -324.7106       4.9865   535.8
0.0125        -319.6879    -324.6843       4.9964   536.9
0.0130        -319.6565    -324.6263       4.9698   534.0
0.0135        -319.6291    -324.6091       4.9800   535.1
0.0140        -319.6074    -324.6886       5.0813   546.0
0.0145        -319.5914    -324.8843       5.2929   568.7
0.0150        -319.5811    -325.1713       5.5902   600.7
0.0155        -319.5759    -325.4947       5.9188   636.0
0.0160        -319.5763    -325.7866       6.2102   667.3
0.0165        -319.5837    -325.9828       6.3991   687.6
0.0170        -319.5969    -326.0350       6.4381   691.8
0.0175        -319.6133    -325.9320       6.3187   678.9
0.0180        -319.6328    -325.7245       6.0917   654.5
0.0185        -319.6559    -325.5248       5.8689   630.6
0.0190        -319.6886    -325.4697       5.7810   621.2
0.0195        -319.7373    -325.6142       5.8769   631.5
0.0200        -319.7962    -325.8676       6.0715   652.4
0.0205        -319.8600    -326.0864       6.2264   669.0
0.0210        -319.9254    -326.1857       6.2603   672.7
0.0215        -319.9943    -326.1713       6.1769   663.7
0.0220        -320.0688    -326.0988       6.0300   647.9
0.0225        -320.1488    -326.0329       5.8841   632.2
0.0230        -320.2355    -326.0236       5.7881   621.9
0.0235        -320.3283    -326.0909       5.7625   619.2
0.0240        -320.4283    -326.2278       5.7995   623.2
0.0245        -320.5354    -326.4041       5.8688   630.6
0.0250        -320.6494    -326.5817       5.9324   637.4
0.0255        -320.7704    -326.7282       5.9578   640.2
0.0260        -320.8961    -326.8200       5.9239   636.5
0.0265        -321.0254    -326.8537       5.8283   626.2
0.0270        -321.1585    -326.8421       5.6836   610.7
0.0275        -321.2938    -326.7962       5.5024   591.2
0.0280        -321.4282    -326.7169       5.2887   568.3
0.0285        -321.5600    -326.6134       5.0534   543.0
0.0290        -321.6881    -326.5156       4.8275   518.7
0.0295        -321.8149    -326.4709       4.6560   500.3
0.0300        -321.9455    -326.5000       4.5545   489.4
0.0305        -322.0767    -326.5572       4.4805   481.4
0.0310        -322.2045    -326.5824       4.3779   470.4
0.0315        -322.3279    -326.5598       4.2319   454.7
0.0320        -322.4475    -326.5169       4.0694   437.3
0.0325        -322.5649    -326.4952       3.9303   422.3
0.0330        -322.6815    -326.5232       3.8417   412.8
0.0335        -322.7990    -326.6045       3.8055   408.9
0.0340        -322.9170    -326.7185       3.8016   408.5
0.0345        -323.0358    -326.8387       3.8029   408.6
0.0350        -323.1546    -326.9421       3.7875   407.0
0.0355        -323.2723    -327.0173       3.7449   402.4
0.0360        -323.3883    -327.0693       3.6809   395.5
0.0365        -323.5035    -327.1134       3.6100   387.9
0.0370        -323.6182    -327.1599       3.5417   380.5
0.0375        -323.7315    -327.2006       3.4691   372.8
0.0380        -323.8425    -327.2158       3.3733   362.5
0.0385        -323.9489    -327.1917       3.2428   348.4
0.0390        -324.0485    -327.1380       3.0894   332.0
0.0395        -324.1434    -327.0903       2.9469   316.6
0.0400        -324.2358    -327.0822       2.8465   305.8
0.0405        -324.3271    -327.1182       2.7911   299.9
0.0410        -324.4165    -327.1761       2.7597   296.5
0.0415        -324.5032    -327.2342       2.7311   293.5
0.0420        -324.5879    -327.2862       2.6982   289.9
0.0425        -324.6710    -327.3352       2.6642   286.3
0.0430        -324.7527    -327.3869       2.6342   283.0
0.0435        -324.8333    -327.4430       2.6098   280.4
0.0440        -324.9129    -327.5016       2.5887   278.2
0.0445        -324.9905    -327.5589       2.5683   276.0
0.0450        -325.0671    -327.6162       2.5491   273.9
0.0455        -325.1426    -327.6765       2.5339   272.3
0.0460        -325.2167    -327.7444       2.5277   271.6
0.0465        -325.2909    -327.8244       2.5336   272.2
0.0470        -325.3650    -327.9132       2.5481   273.8
0.0475        -325.4392    -328.0016       2.5623   275.3
0.0480        -325.5134    -328.0764       2.5629   275.4
0.0485        -325.5864    -328.1224       2.5360   272.5
0.0490        -325.6565    -328.1292       2.4726   265.7
0.0495        -325.7228    -328.0979       2.3751   255.2
0.0500        -325.7844    -328.0440       2.2597   242.8
0.0505        -325.8421    -327.9953       2.1532   231.4
0.0510        -325.8975    -327.9787       2.0812   223.6
0.0515        -325.9524    -328.0046       2.0522   220.5
0.0520        -326.0065    -328.0591       2.0525   220.5
0.0525        -326.0595    -328.1184       2.0589   221.2
0.0530        -326.1108    -328.1644       2.0536   220.7
0.0535        -326.1602    -328.1918       2.0316   218.3
0.0540        -326.2076    -328.2053       1.9978   214.7
0.0545        -326.2531    -328.2142       1.9611   210.7
0.0550        -326.2970    -328.2286       1.9316   207.5
0.0555        -326.3399    -328.2568       1.9170   206.0
0.0560        -326.3821    -328.3026       1.9206   206.4
0.0565        -326.4238    -328.3644       1.9406   208.5
0.0570        -326.4654    -328.4363       1.9709   211.8
0.0575        -326.5066    -328.5092       2.0026   215.2
0.0580        -326.5477    -328.5738       2.0261   217.7
0.0585        -326.5880    -328.6204       2.0325   218.4
0.0590        -326.6270    -328.6420       2.0151   216.5
0.0595        -326.6639    -328.6359       1.9719   211.9
0.0600        -326.6984    -328.6076       1.9092   205.1
0.0605        -326.7302    -328.5726       1.8423   198.0
0.0610        -326.7605    -328.5520       1.7916   192.5
0.0615        -326.7902    -328.5601       1.7699   190.2
0.0620        -326.8195    -328.5945       1.7750   190.7
0.0625        -326.8479    -328.6407       1.7928   192.6
0.0630        -326.8752    -328.6838       1.8086   194.3
0.0635        -326.9009    -328.7165       1.8156   195.1
0.0640        -326.9258    -328.7408       1.8150   195.0
0.0645        -326.9495    -328.7615       1.8120   194.7
0.0650        -326.9723    -328.7845       1.8121   194.7
0.0655        -326.9942    -328.8126       1.8183   195.4
0.0660        -327.0156    -328.8478       1.8322   196.9
0.0665        -327.0361    -328.8904       1.8543   199.2
0.0670        -327.0561    -328.9409       1.8847   202.5
0.0675        -327.0757    -328.9986       1.9229   206.6
0.0680        -327.0947    -329.0610       1.9663   211.3
0.0685        -327.1136    -329.1243       2.0107   216.0
0.0690        -327.1322    -329.1805       2.0482   220.1
0.0695        -327.1498    -329.2187       2.0689   222.3
0.0700        -327.1659    -329.2315       2.0657   222.0
0.0705        -327.1806    -329.2208       2.0403   219.2
0.0710        -327.1934    -329.1975       2.0042   215.3
0.0715        -327.2053    -329.1792       1.9739   212.1
0.0720        -327.2171    -329.1796       1.9625   210.9
0.0725        -327.2286    -329.1999       1.9713   211.8
0.0730        -327.2391    -329.2306       1.9915   214.0
0.0735        -327.2488    -329.2608       2.0120   216.2
0.0740        -327.2569    -329.2828       2.0259   217.7
0.0745        -327.2641    -329.2961       2.0320   218.3
0.0750        -327.2706    -329.3023       2.0317   218.3
0.0755        -327.2756    -329.3034       2.0278   217.9
0.0760        -327.2798    -329.3054       2.0255   217.6
0.0765        -327.2833    -329.3145       2.0311   218.2
0.0770        -327.2858    -329.3350       2.0492   220.2
0.0775        -327.2878    -329.3707       2.0829   223.8
0.0780        -327.2891    -329.4205       2.1314   229.0
0.0785        -327.2901    -329.4778       2.1877   235.1
0.0790        -327.2903    -329.5306       2.2403   240.7
0.0795        -327.2893    -329.5644       2.2751   244.5
0.0800        -327.2870    -329.5691       2.2821   245.2
0.0805        -327.2830    -329.5443       2.2614   243.0
0.0810        -327.2780    -329.5020       2.2241   239.0
0.0815        -327.2721    -329.4612       2.1891   235.2
0.0820        -327.2662    -329.4394       2.1732   233.5
0.0825        -327.2601    -329.4407       2.1806   234.3
0.0830        -327.2536    -329.4584       2.2048   236.9
0.0835        -327.2460    -329.4793       2.2333   240.0
0.0840        -327.2369    -329.4921       2.2552   242.3
0.0845        -327.2266    -329.4926       2.2661   243.5
0.0850        -327.2150    -329.4834       2.2684   243.7
0.0855        -327.2026    -329.4718       2.2692   243.8
0.0860        -327.1893    -329.4666       2.2773   244.7
0.0865        -327.1754    -329.4761       2.3007   247.2
0.0870        -327.1609    -329.5035       2.3426   251.7
0.0875        -327.1455    -329.5482       2.4027   258.2
0.0880        -327.1290    -329.6044       2.4754   266.0
0.0885        -327.1117    -329.6639       2.5522   274.2
0.0890        -327.0931    -329.7155       2.6224   281.8
0.0895        -327.0733    -329.7477       2.6744   287.4
0.0900        -327.0522    -329.7526       2.7004   290.2
0.0905        -327.0300    -329.7290       2.6989   290.0
0.0910        -327.0070    -329.6829       2.6759   287.5
0.0915        -326.9835    -329.6277       2.6442   284.1
0.0920        -326.9599    -329.5792       2.6193   281.4
0.0925        -326.9366    -329.5487       2.6121   280.7
0.0930        -326.9133    -329.5342       2.6209   281.6
0.0935        -326.8896    -329.5237       2.6341   283.0
0.0940        -326.8646    -329.5029       2.6383   283.5
0.0945        -326.8386    -329.4644       2.6258   282.1
0.0950        -326.8116    -329.4098       2.5982   279.2
0.0955        -326.7843    -329.3501       2.5658   275.7
0.0960        -326.7564    -329.2995       2.5431   273.3
0.0965        -326.7288    -329.2692       2.5403   273.0
0.0970        -326.7006    -329.2623       2.5617   275.3
0.0975        -326.6720    -329.2768       2.6049   279.9
0.0980        -326.6422    -329.3041       2.6619   286.0
0.0985        -326.6112    -329.3336       2.7224   292.5
0.0990        -326.5783    -329.3564       2.7781   298.5
0.0995        -326.5444    -329.3686       2.8242   303.5
0.1000        -326.5093    -329.3689       2.8597   307.3
0.1005        -326.4735    -329.3590       2.8856   310.1
0.1010        -326.4368    -329.3397       2.9030   311.9
0.1015        -326.3994    -329.3137       2.9143   313.1
0.1020        -326.3617    -329.2851       2.9234   314.1
0.1025        -326.3235    -329.2587       2.9352   315.4
0.1030        -326.2851    -329.2370       2.9519   317.2
0.1035        -326.2462    -329.2180       2.9718   319.3
0.1040        -326.2069    -329.1978       2.9909   321.4
0.1045        -326.1667    -329.1739       3.0072   323.1
0.1050        -326.1262    -329.1467       3.0205   324.6
0.1055        -326.0852    -329.1181       3.0329   325.9
0.1060        -326.0440    -329.0931       3.0490   327.6
0.1065        -326.0026    -329.0752       3.0726   330.2
0.1070        -325.9610    -329.0639       3.1030   333.4
0.1075        -325.9184    -329.0542       3.1358   336.9
0.1080        -325.8752    -329.0444       3.1692   340.5
0.1085        -325.8313    -329.0357       3.2043   344.3
0.1090        -325.7867    -329.0327       3.2461   348.8
0.1095        -325.7415    -329.0426       3.3011   354.7
0.1100        -325.6961    -329.0696       3.3736   362.5
0.1105        -325.6504    -329.1110       3.4606   371.8
0.1110        -325.6043    -329.1546       3.5503   381.5
0.1115        -325.5575    -329.1814       3.6239   389.4
0.1120        -325.5100    -329.1736       3.6636   393.7
0.1125        -325.4623    -329.1218       3.6595   393.2
0.1130        -325.4140    -329.0297       3.6156   388.5
0.1135        -325.3669    -328.9168       3.5499   381.4
0.1140        -325.3205    -328.8094       3.4888   374.9
0.1145        -325.2766    -328.7351       3.4585   371.6
0.1150        -325.2344    -328.7048       3.4704   372.9
0.1155        -325.1931    -328.7080       3.5149   377.7
0.1160        -325.1515    -328.7207       3.5692   383.5
0.1165        -325.1090    -328.7192       3.6101   387.9
0.1170        -325.0662    -328.6901       3.6239   389.4
0.1175        -325.0230    -328.6338       3.6108   388.0
0.1180        -324.9801    -328.5622       3.5822   384.9
0.1185        -324.9380    -328.4950       3.5569   382.2
0.1190        -324.8971    -328.4524       3.5553   382.0
0.1195        -324.8572    -328.4474       3.5902   385.8
0.1200        -324.8180    -328.4805       3.6625   393.5
0.1205        -324.7787    -328.5404       3.7617   404.2
0.1210        -324.7391    -328.6103       3.8713   416.0
0.1215        -324.6990    -328.6738       3.9748   427.1
0.1220        -324.6587    -328.7196       4.0609   436.3
0.1225        -324.6185    -328.7431       4.1246   443.2
0.1230        -324.5790    -328.7460       4.1670   447.7
0.1235        -324.5404    -328.7361       4.1957   450.8
0.1240        -324.5035    -328.7249       4.2214   453.6
0.1245        -324.4681    -328.7205       4.2524   456.9
0.1250        -324.4348    -328.7273       4.2925   461.2
0.1255        -324.4031    -328.7414       4.3383   466.1
0.1260        -324.3735    -328.7525       4.3790   470.5
0.1265        -324.3449    -328.7466       4.4017   473.0
0.1270        -324.3183    -328.7158       4.3976   472.5
0.1275        -324.2930    -328.6591       4.3661   469.1
0.1280        -324.2697    -328.5864       4.3167   463.8
0.1285        -324.2486    -328.5113       4.2627   458.0
0.1290        -324.2294    -328.4450       4.2156   453.0
0.1295        -324.2124    -328.3973       4.1848   449.7
0.1300        -324.1980    -328.3713       4.1732   448.4
0.1305        -324.1856    -328.3589       4.1733   448.4
0.1310        -324.1741    -328.3470       4.1729   448.4
0.1315        -324.1645    -328.3248       4.1603   447.0
0.1320        -324.1555    -328.2812       4.1257   443.3
0.1325        -324.1478    -328.2172       4.0695   437.3
0.1330        -324.1409    -328.1408       3.9999   429.8
0.1335        -324.1353    -328.0665       3.9312   422.4
0.1340        -324.1311    -328.0099       3.8788   416.8
0.1345        -324.1286    -327.9809       3.8523   413.9
0.1350        -324.1280    -327.9792       3.8512   413.8
0.1355        -324.1284    -327.9922       3.8638   415.2
0.1360        -324.1294    -328.0046       3.8752   416.4
0.1365        -324.1309    -328.0067       3.8758   416.4
0.1370        -324.1327    -327.9976       3.8650   415.3
0.1375        -324.1353    -327.9870       3.8517   413.9
0.1380        -324.1393    -327.9863       3.8470   413.4
0.1385        -324.1450    -328.0009       3.8559   414.3
0.1390        -324.1514    -328.0290       3.8775   416.6
0.1395        -324.1590    -328.0689       3.9099   420.1
0.1400        -324.1675    -328.1196       3.9521   424.7
0.1405        -324.1774    -328.1808       4.0034   430.2
0.1410        -324.1894    -328.2475       4.0581   436.0
0.1415        -324.2023    -328.3089       4.1066   441.3
0.1420        -324.2169    -328.3564       4.1395   444.8
0.1425        -324.2324    -328.3846       4.1522   446.2
0.1430        -324.2491    -328.3973       4.1482   445.7
0.1435        -324.2668    -328.4031       4.1362   444.4
0.1440        -324.2862    -328.4133       4.1271   443.5
0.1445        -324.3080    -328.4345       4.1265   443.4
0.1450        -324.3314    -328.4639       4.1325   444.0
0.1455        -324.3562    -328.4958       4.1396   444.8
0.1460        -324.3822    -328.5230       4.1408   444.9
0.1465        -324.4090    -328.5436       4.1345   444.3
0.1470        -324.4377    -328.5625       4.1248   443.2
0.1475        -324.4675    -328.5819       4.1144   442.1
0.1480        -324.4990    -328.6044       4.1054   441.1
0.1485        -324.5325    -328.6289       4.0964   440.2
0.1490        -324.5673    -328.6473       4.0800   438.4
0.1495        -324.6027    -328.6506       4.0479   434.9
0.1500        -324.6388    -328.6366       3.9979   429.6
0.1505        -324.6754    -328.6099       3.9345   422.8
0.1510        -324.7117    -328.5809       3.8692   415.7
0.1515        -324.7492    -328.5665       3.8173   410.2
0.1520        -324.7875    -328.5764       3.7890   407.1
0.1525        -324.8274    -328.6111       3.7838   406.6
0.1530        -324.8682    -328.6589       3.7907   407.3
0.1535        -324.9099    -328.7041       3.7942   407.7
0.1540        -324.9518    -328.7340       3.7822   406.4
0.1545        -324.9935    -328.7428       3.7493   402.9
0.1550        -325.0353    -328.7327       3.6974   397.3
0.1555        -325.0772    -328.7116       3.6344   390.5
0.1560        -325.1190    -328.6896       3.5706   383.7
0.1565        -325.1604    -328.6756       3.5151   377.7
0.1570        -325.2023    -328.6756       3.4733   373.2
0.1575        -325.2445    -328.6886       3.4441   370.1
0.1580        -325.2866    -328.7094       3.4228   367.8
0.1585        -325.3285    -328.7318       3.4034   365.7
0.1590        -325.3709    -328.7514       3.3805   363.2
0.1595        -325.4125    -328.7630       3.3505   360.0
0.1600        -325.4540    -328.7663       3.3123   355.9
0.1605        -325.4942    -328.7630       3.2689   351.2
0.1610        -325.5340    -328.7622       3.2282   346.9
0.1615        -325.5740    -328.7744       3.2003   343.9
0.1620        -325.6139    -328.8067       3.1928   343.1
0.1625        -325.6544    -328.8605       3.2060   344.5
0.1630        -325.6957    -328.9266       3.2310   347.2
0.1635        -325.7373    -328.9893       3.2520   349.4
0.1640        -325.7783    -329.0332       3.2549   349.7
0.1645        -325.8187    -329.0545       3.2358   347.7
0.1650        -325.8584    -329.0584       3.2000   343.8
0.1655        -325.8973    -329.0561       3.1588   339.4
0.1660        -325.9364    -329.0608       3.1244   335.7
0.1665        -325.9751    -329.0789       3.1037   333.5
0.1670        -326.0145    -329.1101       3.0956   332.6
0.1675        -326.0530    -329.1459       3.0928   332.3
0.1680        -326.0918    -329.1789       3.0871   331.7
0.1685        -326.1301    -329.2008       3.0707   329.9
0.1690        -326.1677    -329.2061       3.0383   326.5
0.1695        -326.2043    -329.1916       2.9873   321.0
0.1700        -326.2397    -329.1583       2.9186   313.6
0.1705        -326.2734    -329.1138       2.8404   305.2
0.1710        -326.3055    -329.0713       2.7658   297.2
0.1715        -326.3369    -329.0459       2.7090   291.1
0.1720        -326.3681    -329.0469       2.6788   287.8
0.1725        -326.3989    -329.0715       2.6726   287.2
0.1730        -326.4297    -329.1074       2.6778   287.7
0.1735        -326.4595    -329.1365       2.6770   287.6
0.1740        -326.4880    -329.1466       2.6586   285.7
0.1745        -326.5149    -329.1369       2.6219   281.7
0.1750        -326.5406    -329.1160       2.5754   276.7
0.1755        -326.5657    -329.0968       2.5310   272.0
0.1760        -326.5896    -329.0883       2.4987   268.5
0.1765        -326.6132    -329.0955       2.4823   266.7
0.1770        -326.6360    -329.1165       2.4805   266.5
0.1775        -326.6587    -329.1479       2.4892   267.5
0.1780        -326.6802    -329.1828       2.5026   268.9
0.1785        -326.7015    -329.2162       2.5147   270.2
0.1790        -326.7220    -329.2429       2.5208   270.9
0.1795        -326.7415    -329.2595       2.5180   270.6
0.1800        -326.7600    -329.2670       2.5070   269.4
0.1805        -326.7776    -329.2706       2.4930   267.9
0.1810        -326.7944    -329.2785       2.4840   266.9
0.1815        -326.8106    -329.2974       2.4868   267.2
0.1820        -326.8268    -329.3310       2.5042   269.1
0.1825        -326.8427    -329.3760       2.5334   272.2
0.1830        -326.8583    -329.4243       2.5660   275.7
0.1835        -326.8731    -329.4665       2.5935   278.7
0.1840        -326.8869    -329.4973       2.6104   280.5
0.1845        -326.8999    -329.5171       2.6173   281.2
0.1850        -326.9122    -329.5323       2.6201   281.5
0.1855        -326.9243    -329.5500       2.6257   282.1
0.1860        -326.9361    -329.5747       2.6386   283.5
0.1865        -326.9476    -329.6071       2.6595   285.8
0.1870        -326.9586    -329.6436       2.6850   288.5
0.1875        -326.9694    -329.6791       2.7097   291.2
0.1880        -326.9793    -329.7083       2.7291   293.2
0.1885        -326.9890    -329.7293       2.7403   294.4
0.1890        -326.9981    -329.7401       2.7421   294.6
0.1895        -327.0066    -329.7405       2.7339   293.8
0.1900        -327.0142    -329.7310       2.7169   291.9
0.1905        -327.0213    -329.7158       2.6945   289.5
0.1910        -327.0277    -329.7005       2.6728   287.2
0.1915        -327.0335    -329.6911       2.6575   285.6
0.1920        -327.0390    -329.6911       2.6521   285.0
0.1925        -327.0443    -329.6995       2.6552   285.3
0.1930        -327.0490    -329.7103       2.6613   286.0
0.1935        -327.0530    -329.7176       2.6647   286.3
0.1940        -327.0563    -329.7182       2.6618   286.0
0.1945        -327.0590    -329.7118       2.6528   285.0
0.1950        -327.0612    -329.7003       2.6391   283.6
0.1955        -327.0627    -329.6847       2.6220   281.7
0.1960        -327.0635    -329.6668       2.6033   279.7
0.1965        -327.0636    -329.6494       2.5858   277.8
0.1970        -327.0635    -329.6348       2.5713   276.3
0.1975        -327.0627    -329.6232       2.5604   275.1
0.1980        -327.0614    -329.6144       2.5530   274.3
0.1985        -327.0595    -329.6063       2.5468   273.6
0.1990        -327.0569    -329.5969       2.5400   272.9
0.1995        -327.0533    -329.5854       2.5321   272.1
0.2000        -327.0492    -329.5739       2.5247   271.3
0.2005        -327.0441    -329.5647       2.5206   270.8
0.2010        -327.0386    -329.5619       2.5233   271.1
0.2015        -327.0323    -329.5674       2.5351   272.4
0.2020        -327.0257    -329.5808       2.5551   274.5
0.2025        -327.0187    -329.5976       2.5788   277.1
0.2030        -327.0105    -329.6106       2.6001   279.4
0.2035        -327.0016    -329.6176       2.6160   281.1
0.2040        -326.9919    -329.6186       2.6267   282.2
0.2045        -326.9816    -329.6156       2.6340   283.0
0.2050        -326.9708    -329.6111       2.6403   283.7
0.2055        -326.9594    -329.6075       2.6480   284.5
0.2060        -326.9471    -329.6075       2.6604   285.9
0.2065        -326.9347    -329.6147       2.6800   288.0
0.2070        -326.9216    -329.6295       2.7080   291.0
0.2075        -326.9079    -329.6504       2.7425   294.7
0.2080        -326.8938    -329.6727       2.7789   298.6
0.2085        -326.8790    -329.6892       2.8102   302.0
0.2090        -326.8632    -329.6939       2.8307   304.2
0.2095        -326.8465    -329.6862       2.8397   305.1
0.2100        -326.8289    -329.6715       2.8426   305.4
0.2105        -326.8112    -329.6595       2.8483   306.1
0.2110        -326.7933    -329.6572       2.8639   307.7
0.2115        -326.7751    -329.6670       2.8919   310.7
0.2120        -326.7568    -329.6863       2.9296   314.8
0.2125        -326.7376    -329.7087       2.9711   319.2
0.2130        -326.7177    -329.7291       3.0115   323.6
0.2135        -326.6975    -329.7444       3.0468   327.4
0.2140        -326.6769    -329.7508       3.0739   330.3
0.2145        -326.6559    -329.7468       3.0910   332.1
0.2150        -326.6343    -329.7322       3.0979   332.9
0.2155        -326.6128    -329.7082       3.0954   332.6
0.2160        -326.5911    -329.6775       3.0865   331.6
0.2165        -326.5692    -329.6444       3.0752   330.4
0.2170        -326.5474    -329.6122       3.0649   329.3
0.2175        -326.5257    -329.5825       3.0568   328.5
0.2180        -326.5039    -329.5539       3.0501   327.7
0.2185        -326.4820    -329.5233       3.0413   326.8
0.2190        -326.4599    -329.4868       3.0269   325.2
0.2195        -326.4372    -329.4440       3.0068   323.1
0.2200        -326.4143    -329.4006       2.9863   320.9
0.2205        -326.3914    -329.3642       2.9729   319.4
0.2210        -326.3685    -329.3391       2.9706   319.2
0.2215        -326.3460    -329.3240       2.9780   320.0
0.2220        -326.3227    -329.3119       2.9892   321.2
0.2225        -326.2989    -329.2977       2.9988   322.2
0.2230        -326.2748    -329.2794       3.0047   322.8
0.2235        -326.2500    -329.2581       3.0081   323.2
0.2240        -326.2250    -329.2393       3.0143   323.9
0.2245        -326.1998    -329.2291       3.0293   325.5
0.2250        -326.1743    -329.2322       3.0579   328.6
0.2255        -326.1487    -329.2495       3.1007   333.2
0.2260        -326.1231    -329.2759       3.1529   338.8
0.2265        -326.0971    -329.3019       3.2048   344.4
0.2270        -326.0700    -329.3160       3.2460   348.8
0.2275        -326.0423    -329.3127       3.2703   351.4
0.2280        -326.0144    -329.2930       3.2786   352.3
0.2285        -325.9862    -329.2635       3.2773   352.1
0.2290        -325.9582    -329.2347       3.2765   352.1
0.2295        -325.9303    -329.2177       3.2873   353.2
0.2300        -325.9027    -329.2189       3.3162   356.3
0.2305        -325.8756    -329.2382       3.3626   361.3
0.2310        -325.8484    -329.2672       3.4188   367.3
0.2315        -325.8208    -329.2942       3.4734   373.2
0.2320        -325.7931    -329.3101       3.5170   377.9
0.2325        -325.7647    -329.3104       3.5457   381.0
0.2330        -325.7368    -329.2982       3.5613   382.7
0.2335        -325.7088    -329.2779       3.5692   383.5
0.2340        -325.6816    -329.2581       3.5765   384.3
0.2345        -325.6547    -329.2438       3.5890   385.6
0.2350        -325.6293    -329.2387       3.6094   387.8
0.2355        -325.6041    -329.2382       3.6341   390.5
0.2360        -325.5796    -329.2333       3.6537   392.6
0.2365        -325.5555    -329.2115       3.6559   392.8
0.2370        -325.5313    -329.1646       3.6333   390.4
0.2375        -325.5075    -329.0968       3.5892   385.7
0.2380        -325.4841    -329.0193       3.5353   379.9
0.2385        -325.4614    -328.9493       3.4880   374.8
0.2390        -325.4400    -328.9033       3.4634   372.1
0.2395        -325.4196    -328.8879       3.4683   372.7
0.2400        -325.4000    -328.8981       3.4981   375.9
0.2405        -325.3804    -328.9215       3.5411   380.5
0.2410        -325.3612    -328.9457       3.5844   385.1
0.2415        -325.3418    -328.9593       3.6174   388.7
0.2420        -325.3222    -328.9577       3.6355   390.6
0.2425        -325.3030    -328.9448       3.6418   391.3
0.2430        -325.2841    -328.9283       3.6442   391.6
0.2435        -325.2663    -328.9174       3.6511   392.3
0.2440        -325.2493    -328.9186       3.6693   394.3
0.2445        -325.2330    -328.9328       3.6998   397.5
0.2450        -325.2177    -328.9563       3.7386   401.7
0.2455        -325.2030    -328.9806       3.7776   405.9
0.2460        -325.1888    -328.9960       3.8072   409.1
0.2465        -325.1753    -328.9955       3.8202   410.5
0.2470        -325.1621    -328.9760       3.8138   409.8
0.2475        -325.1495    -328.9414       3.7918   407.4
0.2480        -325.1378    -328.8992       3.7614   404.2
0.2485        -325.1272    -328.8571       3.7299   400.8
0.2490        -325.1176    -328.8213       3.7036   398.0
0.2495        -325.1089    -328.7954       3.6865   396.1
0.2500        -325.1012    -328.7802       3.6789   395.3
0.2505        -325.0941    -328.7731       3.6790   395.3
0.2510        -325.0875    -328.7713       3.6838   395.8
0.2515        -325.0812    -328.7724       3.6911   396.6
0.2520        -325.0755    -328.7781       3.7027   397.8
0.2525        -325.0709    -328.7917       3.7209   399.8
0.2530        -325.0670    -328.8129       3.7458   402.5
0.2535        -325.0642    -328.8390       3.7748   405.6
0.2540        -325.0624    -328.8635       3.8011   408.4
0.2545        -325.0612    -328.8769       3.8157   410.0
0.2550        -325.0609    -328.8722       3.8113   409.5
0.2555        -325.0605    -328.8470       3.7865   406.9
0.2560        -325.0610    -328.8089       3.7479   402.7
0.2565        -325.0622    -328.7671       3.7049   398.1
0.2570        -325.0643    -328.7295       3.6652   393.8
0.2575        -325.0676    -328.7019       3.6344   390.5
0.2580        -325.0713    -328.6840       3.6126   388.2
0.2585        -325.0761    -328.6719       3.5958   386.4
0.2590        -325.0809    -328.6596       3.5787   384.5
0.2595        -325.0860    -328.6445       3.5585   382.4
0.2600        -325.0916    -328.6270       3.5354   379.9
0.2605        -325.0978    -328.6070       3.5092   377.1
0.2610        -325.1044    -328.5817       3.4773   373.6
0.2615        -325.1107    -328.5496       3.4388   369.5
0.2620        -325.1174    -328.5153       3.3980   365.1
0.2625        -325.1241    -328.4850       3.3610   361.1
0.2630        -325.1309    -328.4660       3.3351   358.4
0.2635        -325.1384    -328.4637       3.3253   357.3
0.2640        -325.1462    -328.4770       3.3308   357.9
0.2645        -325.1545    -328.5007       3.3462   359.5
0.2650        -325.1624    -328.5272       3.3648   361.6
0.2655        -325.1708    -328.5514       3.3806   363.2
0.2660        -325.1792    -328.5683       3.3891   364.2
0.2665        -325.1876    -328.5775       3.3899   364.2
0.2670        -325.1963    -328.5807       3.3844   363.7
0.2675        -325.2051    -328.5802       3.3752   362.7
0.2680        -325.2137    -328.5796       3.3659   361.7
0.2685        -325.2224    -328.5855       3.3631   361.4
