Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4260        -328.1947    -330.5656       2.3709   254.7
0.4265        -328.1853    -330.5750       2.3897   256.8
0.4270        -328.1749    -330.5913       2.4163   259.6
0.4275        -328.1636    -330.6066       2.4430   262.5
0.4280        -328.1513    -330.6152       2.4639   264.7
0.4285        -328.1378    -330.6153       2.4775   266.2
0.4290        -328.1231    -330.6107       2.4876   267.3
0.4295        -328.1080    -330.6095       2.5016   268.8
0.4300        -328.0922    -330.6187       2.5265   271.5
0.4305        -328.0757    -330.6420       2.5664   275.8
0.4310        -328.0583    -330.6803       2.6219   281.7
0.4315        -328.0403    -330.7314       2.6911   289.2
0.4320        -328.0215    -330.7894       2.7679   297.4
0.4325        -328.0014    -330.8443       2.8429   305.5
0.4330        -327.9800    -330.8882       2.9082   312.5
0.4335        -327.9575    -330.9198       2.9624   318.3
0.4340        -327.9340    -330.9433       3.0093   323.4
0.4345        -327.9100    -330.9670       3.0570   328.5
0.4350        -327.8856    -330.9987       3.1132   334.5
0.4355        -327.8610    -331.0414       3.1804   341.7
0.4360        -327.8361    -331.0926       3.2565   349.9
0.4365        -327.8109    -331.1462       3.3353   358.4
0.4370        -327.7850    -331.1926       3.4076   366.1
0.4375        -327.7586    -331.2236       3.4650   372.3
0.4380        -327.7318    -331.2347       3.5029   376.4
0.4385        -327.7052    -331.2257       3.5205   378.3
0.4390        -327.6788    -331.2002       3.5214   378.4
0.4395        -327.6529    -331.1634       3.5106   377.2
0.4400        -327.6271    -331.1211       3.4940   375.4
0.4405        -327.6021    -331.0815       3.4794   373.9
0.4410        -327.5776    -331.0501       3.4724   373.1
0.4415        -327.5541    -331.0295       3.4754   373.4
0.4420        -327.5310    -331.0184       3.4874   374.7
0.4425        -327.5084    -331.0112       3.5028   376.4
0.4430        -327.4854    -330.9996       3.5142   377.6
0.4435        -327.4626    -330.9813       3.5187   378.1
0.4440        -327.4397    -330.9583       3.5186   378.1
0.4445        -327.4173    -330.9385       3.5212   378.3
0.4450        -327.3958    -330.9289       3.5332   379.6
0.4455        -327.3745    -330.9313       3.5568   382.2
0.4460        -327.3545    -330.9424       3.5879   385.5
0.4465        -327.3344    -330.9527       3.6183   388.8
0.4470        -327.3145    -330.9531       3.6386   391.0
0.4475        -327.2950    -330.9379       3.6429   391.4
0.4480        -327.2758    -330.9075       3.6317   390.2
0.4485        -327.2574    -330.8662       3.6088   387.8
0.4490        -327.2394    -330.8180       3.5785   384.5
0.4495        -327.2224    -330.7684       3.5460   381.0
0.4500        -327.2056    -330.7205       3.5149   377.7
0.4505        -327.1897    -330.6790       3.4893   374.9
0.4510        -327.1743    -330.6472       3.4729   373.2
0.4515        -327.1595    -330.6253       3.4659   372.4
0.4520        -327.1453    -330.6102       3.4649   372.3
0.4525        -327.1314    -330.5956       3.4642   372.2
0.4530        -327.1176    -330.5763       3.4587   371.6
0.4535        -327.1040    -330.5496       3.4456   370.2
0.4540        -327.0907    -330.5177       3.4271   368.2
0.4545        -327.0772    -330.4869       3.4097   366.4
0.4550        -327.0645    -330.4663       3.4018   365.5
0.4555        -327.0527    -330.4607       3.4080   366.2
0.4560        -327.0407    -330.4670       3.4263   368.2
0.4565        -327.0293    -330.4814       3.4521   370.9
0.4570        -327.0183    -330.4974       3.4791   373.8
0.4575        -327.0076    -330.5077       3.5001   376.1
0.4580        -326.9969    -330.5061       3.5092   377.1
0.4585        -326.9863    -330.4900       3.5036   376.5
0.4590        -326.9760    -330.4589       3.4829   374.2
0.4595        -326.9659    -330.4151       3.4492   370.6
0.4600        -326.9560    -330.3659       3.4100   366.4
0.4605        -326.9466    -330.3222       3.3755   362.7
0.4610        -326.9379    -330.2907       3.3528   360.3
0.4615        -326.9298    -330.2731       3.3433   359.2
0.4620        -326.9221    -330.2659       3.3437   359.3
0.4625        -326.9147    -330.2615       3.3468   359.6
0.4630        -326.9072    -330.2516       3.3444   359.4
0.4635        -326.8989    -330.2322       3.3333   358.2
0.4640        -326.8911    -330.2094       3.3183   356.5
0.4645        -326.8831    -330.1913       3.3082   355.5
0.4650        -326.8755    -330.1858       3.3103   355.7
0.4655        -326.8688    -330.1964       3.3275   357.5
0.4660        -326.8623    -330.2186       3.3563   360.6
0.4665        -326.8559    -330.2459       3.3901   364.3
0.4670        -326.8493    -330.2735       3.4242   367.9
0.4675        -326.8429    -330.2998       3.4568   371.4
0.4680        -326.8370    -330.3238       3.4868   374.7
0.4685        -326.8314    -330.3441       3.5127   377.4
0.4690        -326.8257    -330.3587       3.5330   379.6
0.4695        -326.8203    -330.3692       3.5489   381.3
0.4700        -326.8154    -330.3790       3.5637   382.9
0.4705        -326.8111    -330.3924       3.5813   384.8
0.4710        -326.8072    -330.4109       3.6037   387.2
0.4715        -326.8044    -330.4337       3.6293   390.0
0.4720        -326.8023    -330.4538       3.6515   392.4
0.4725        -326.8007    -330.4623       3.6616   393.4
0.4730        -326.7991    -330.4543       3.6552   392.8
0.4735        -326.7983    -330.4310       3.6326   390.3
0.4740        -326.7970    -330.3971       3.6001   386.8
0.4745        -326.7968    -330.3674       3.5706   383.7
0.4750        -326.7976    -330.3529       3.5553   382.0
0.4755        -326.7991    -330.3557       3.5566   382.2
0.4760        -326.8013    -330.3705       3.5692   383.5
0.4765        -326.8043    -330.3883       3.5840   385.1
0.4770        -326.8070    -330.4000       3.5929   386.1
0.4775        -326.8103    -330.4047       3.5944   386.2
0.4780        -326.8140    -330.4048       3.5909   385.8
0.4785        -326.8181    -330.4032       3.5851   385.2
0.4790        -326.8233    -330.4013       3.5780   384.5
0.4795        -326.8289    -330.3962       3.5673   383.3
0.4800        -326.8346    -330.3850       3.5504   381.5
0.4805        -326.8405    -330.3665       3.5260   378.9
0.4810        -326.8477    -330.3409       3.4932   375.3
0.4815        -326.8545    -330.3061       3.4515   370.9
0.4820        -326.8616    -330.2644       3.4028   365.6
0.4825        -326.8687    -330.2187       3.3500   360.0
0.4830        -326.8759    -330.1729       3.2969   354.3
0.4835        -326.8832    -330.1314       3.2482   349.0
0.4840        -326.8908    -330.0967       3.2059   344.5
0.4845        -326.8985    -330.0648       3.1663   340.2
0.4850        -326.9056    -330.0287       3.1231   335.6
0.4855        -326.9126    -329.9848       3.0722   330.1
0.4860        -326.9190    -329.9333       3.0143   323.9
0.4865        -326.9245    -329.8792       2.9548   317.5
0.4870        -326.9301    -329.8317       2.9015   311.8
0.4875        -326.9353    -329.7965       2.8612   307.4
0.4880        -326.9400    -329.7779       2.8379   304.9
0.4885        -326.9445    -329.7778       2.8333   304.4
0.4890        -326.9487    -329.7948       2.8461   305.8
0.4895        -326.9527    -329.8259       2.8731   308.7
0.4900        -326.9564    -329.8654       2.9090   312.6
0.4905        -326.9602    -329.9067       2.9465   316.6
0.4910        -326.9630    -329.9428       2.9798   320.2
0.4915        -326.9653    -329.9715       3.0061   323.0
0.4920        -326.9674    -329.9943       3.0269   325.2
0.4925        -326.9691    -330.0168       3.0477   327.5
0.4930        -326.9712    -330.0449       3.0738   330.3
0.4935        -326.9732    -330.0794       3.1062   333.8
0.4940        -326.9752    -330.1168       3.1416   337.6
0.4945        -326.9773    -330.1507       3.1734   341.0
0.4950        -326.9789    -330.1754       3.1965   343.5
0.4955        -326.9801    -330.1915       3.2114   345.1
0.4960        -326.9811    -330.2066       3.2255   346.6
0.4965        -326.9821    -330.2293       3.2472   348.9
0.4970        -326.9835    -330.2653       3.2819   352.6
0.4975        -326.9855    -330.3167       3.3312   357.9
0.4980        -326.9877    -330.3796       3.3919   364.5
0.4985        -326.9901    -330.4484       3.4583   371.6
0.4990        -326.9926    -330.5188       3.5262   378.9
0.4995        -326.9958    -330.5890       3.5931   386.1
0.5000        -326.9997    -330.6558       3.6560   392.8
0.5005        -327.0047    -330.7138       3.7091   398.5
0.5010        -327.0096    -330.7556       3.7460   402.5
0.5015        -327.0155    -330.7790       3.7634   404.4
0.5020        -327.0217    -330.7844       3.7627   404.3
0.5025        -327.0284    -330.7760       3.7475   402.7
0.5030        -327.0371    -330.7595       3.7224   400.0
0.5035        -327.0462    -330.7348       3.6886   396.3
0.5040        -327.0560    -330.6988       3.6427   391.4
0.5045        -327.0664    -330.6468       3.5804   384.7
0.5050        -327.0768    -330.5775       3.5007   376.1
0.5055        -327.0865    -330.4924       3.4059   366.0
0.5060        -327.0962    -330.3995       3.3033   354.9
0.5065        -327.1059    -330.3089       3.2029   344.2
0.5070        -327.1155    -330.2285       3.1130   334.5
0.5075        -327.1249    -330.1651       3.0402   326.7
0.5080        -327.1338    -330.1218       2.9881   321.1
0.5085        -327.1424    -330.1011       2.9587   317.9
0.5090        -327.1511    -330.1032       2.9520   317.2
0.5095        -327.1596    -330.1232       2.9636   318.4
0.5100        -327.1682    -330.1536       2.9854   320.8
0.5105        -327.1764    -330.1852       3.0089   323.3
0.5110        -327.1840    -330.2116       3.0276   325.3
0.5115        -327.1912    -330.2316       3.0405   326.7
0.5120        -327.1977    -330.2496       3.0518   327.9
0.5125        -327.2047    -330.2721       3.0674   329.6
0.5130        -327.2121    -330.3010       3.0889   331.9
0.5135        -327.2195    -330.3315       3.1120   334.4
0.5140        -327.2265    -330.3562       3.1297   336.3
0.5145        -327.2334    -330.3695       3.1362   337.0
0.5150        -327.2398    -330.3665       3.1268   336.0
0.5155        -327.2459    -330.3462       3.1003   333.1
0.5160        -327.2516    -330.3133       3.0617   329.0
0.5165        -327.2568    -330.2770       3.0202   324.5
0.5170        -327.2618    -330.2478       2.9861   320.8
0.5175        -327.2666    -330.2348       2.9681   318.9
0.5180        -327.2720    -330.2423       2.9704   319.2
0.5185        -327.2772    -330.2668       2.9896   321.2
0.5190        -327.2823    -330.2995       3.0172   324.2
0.5195        -327.2872    -330.3302       3.0430   327.0
0.5200        -327.2914    -330.3506       3.0593   328.7
0.5205        -327.2948    -330.3603       3.0655   329.4
0.5210        -327.2979    -330.3666       3.0687   329.7
0.5215        -327.3008    -330.3806       3.0797   330.9
0.5220        -327.3048    -330.4109       3.1061   333.8
0.5225        -327.3093    -330.4546       3.1453   338.0
0.5230        -327.3138    -330.4997       3.1859   342.3
0.5235        -327.3183    -330.5329       3.2146   345.4
0.5240        -327.3219    -330.5426       3.2207   346.1
0.5245        -327.3251    -330.5270       3.2019   344.0
0.5250        -327.3279    -330.4931       3.1651   340.1
0.5255        -327.3307    -330.4517       3.1209   335.3
0.5260        -327.3334    -330.4117       3.0783   330.8
0.5265        -327.3368    -330.3784       3.0416   326.8
0.5270        -327.3396    -330.3498       3.0102   323.4
0.5275        -327.3421    -330.3235       2.9814   320.3
0.5280        -327.3440    -330.2999       2.9559   317.6
0.5285        -327.3454    -330.2841       2.9387   315.8
0.5290        -327.3466    -330.2836       2.9371   315.6
0.5295        -327.3479    -330.3045       2.9567   317.7
0.5300        -327.3493    -330.3467       2.9974   322.1
0.5305        -327.3504    -330.4031       3.0526   328.0
0.5310        -327.3515    -330.4645       3.1130   334.5
0.5315        -327.3524    -330.5221       3.1697   340.6
0.5320        -327.3530    -330.5698       3.2168   345.6
0.5325        -327.3537    -330.6036       3.2499   349.2
0.5330        -327.3539    -330.6207       3.2669   351.0
0.5335        -327.3541    -330.6230       3.2689   351.2
0.5340        -327.3544    -330.6144       3.2600   350.3
0.5345        -327.3551    -330.5995       3.2445   348.6
0.5350        -327.3557    -330.5801       3.2245   346.5
0.5355        -327.3565    -330.5572       3.2007   343.9
0.5360        -327.3569    -330.5311       3.1742   341.1
0.5365        -327.3573    -330.5042       3.1469   338.1
0.5370        -327.3576    -330.4799       3.1223   335.5
0.5375        -327.3581    -330.4613       3.1032   333.4
0.5380        -327.3590    -330.4489       3.0898   332.0
0.5385        -327.3596    -330.4378       3.0782   330.7
0.5390        -327.3601    -330.4227       3.0626   329.1
0.5395        -327.3598    -330.4007       3.0409   326.7
0.5400        -327.3586    -330.3770       3.0185   324.3
0.5405        -327.3569    -330.3665       3.0095   323.4
0.5410        -327.3558    -330.3861       3.0303   325.6
0.5415        -327.3559    -330.4405       3.0845   331.4
0.5420        -327.3565    -330.5132       3.1567   339.2
0.5425        -327.3563    -330.5783       3.2220   346.2
0.5430        -327.3551    -330.6168       3.2616   350.5
0.5435        -327.3538    -330.6228       3.2690   351.3
0.5440        -327.3521    -330.6003       3.2482   349.0
0.5445        -327.3505    -330.5573       3.2069   344.6
0.5450        -327.3492    -330.5024       3.1532   338.8
0.5455        -327.3475    -330.4427       3.0951   332.6
0.5460        -327.3455    -330.3862       3.0407   326.7
0.5465        -327.3436    -330.3420       2.9984   322.2
0.5470        -327.3417    -330.3157       2.9740   319.6
0.5475        -327.3397    -330.3100       2.9703   319.2
0.5480        -327.3377    -330.3241       2.9864   320.9
0.5485        -327.3357    -330.3532       3.0175   324.2
0.5490        -327.3332    -330.3899       3.0567   328.4
0.5495        -327.3302    -330.4307       3.1005   333.1
0.5500        -327.3273    -330.4750       3.1477   338.2
0.5505        -327.3245    -330.5202       3.1956   343.4
0.5510        -327.3211    -330.5622       3.2411   348.3
0.5515        -327.3173    -330.6036       3.2862   353.1
0.5520        -327.3134    -330.6518       3.3383   358.7
0.5525        -327.3097    -330.7159       3.4062   366.0
0.5530        -327.3070    -330.8029       3.4959   375.6
0.5535        -327.3054    -330.9065       3.6011   386.9
0.5540        -327.3045    -331.0060       3.7015   397.7
0.5545        -327.3038    -331.0793       3.7755   405.7
0.5550        -327.3031    -331.1103       3.8072   409.1
0.5555        -327.3024    -331.0949       3.7924   407.5
0.5560        -327.3022    -331.0417       3.7395   401.8
0.5565        -327.3027    -330.9649       3.6622   393.5
0.5570        -327.3039    -330.8795       3.5756   384.2
0.5575        -327.3060    -330.7996       3.4936   375.4
0.5580        -327.3084    -330.7329       3.4245   368.0
0.5585        -327.3113    -330.6856       3.3743   362.6
0.5590        -327.3149    -330.6625       3.3476   359.7
0.5595        -327.3190    -330.6611       3.3420   359.1
0.5600        -327.3235    -330.6724       3.3489   359.8
0.5605        -327.3282    -330.6851       3.3569   360.7
0.5610        -327.3331    -330.6878       3.3547   360.5
0.5615        -327.3369    -330.6742       3.3373   358.6
0.5620        -327.3403    -330.6524       3.3120   355.9
0.5625        -327.3437    -330.6394       3.2957   354.1
0.5630        -327.3484    -330.6509       3.3025   354.8
0.5635        -327.3545    -330.6849       3.3303   357.8
0.5640        -327.3605    -330.7223       3.3619   361.2
0.5645        -327.3665    -330.7442       3.3777   362.9
0.5650        -327.3721    -330.7376       3.3655   361.6
0.5655        -327.3770    -330.7003       3.3233   357.1
0.5660        -327.3815    -330.6409       3.2594   350.2
0.5665        -327.3865    -330.5719       3.1854   342.3
0.5670        -327.3910    -330.5024       3.1114   334.3
0.5675        -327.3958    -330.4415       3.0456   327.3
0.5680        -327.4007    -330.3926       2.9920   321.5
0.5685        -327.4051    -330.3558       2.9507   317.0
0.5690        -327.4090    -330.3316       2.9225   314.0
0.5695        -327.4125    -330.3228       2.9103   312.7
0.5700        -327.4157    -330.3335       2.9178   313.5
0.5705        -327.4189    -330.3664       2.9475   316.7
0.5710        -327.4222    -330.4202       2.9980   322.1
0.5715        -327.4261    -330.4870       3.0610   328.9
0.5720        -327.4297    -330.5532       3.1236   335.6
0.5725        -327.4331    -330.6038       3.1707   340.7
0.5730        -327.4352    -330.6291       3.1939   343.2
0.5735        -327.4366    -330.6364       3.1999   343.8
0.5740        -327.4376    -330.6438       3.2062   344.5
0.5745        -327.4401    -330.6693       3.2292   347.0
0.5750        -327.4434    -330.7140       3.2706   351.4
0.5755        -327.4474    -330.7645       3.3170   356.4
0.5760        -327.4508    -330.7992       3.3484   359.8
0.5765        -327.4535    -330.8048       3.3514   360.1
0.5770        -327.4562    -330.7818       3.3256   357.3
0.5775        -327.4593    -330.7359       3.2765   352.1
0.5780        -327.4624    -330.6719       3.2095   344.9
0.5785        -327.4648    -330.5981       3.1333   336.7
0.5790        -327.4675    -330.5272       3.0597   328.8
0.5795        -327.4694    -330.4691       2.9997   322.3
0.5800        -327.4713    -330.4369       2.9656   318.7
0.5805        -327.4733    -330.4409       2.9676   318.9
0.5810        -327.4760    -330.4825       3.0065   323.1
0.5815        -327.4785    -330.5530       3.0745   330.3
0.5820        -327.4814    -330.6374       3.1560   339.1
0.5825        -327.4843    -330.7153       3.2310   347.2
0.5830        -327.4869    -330.7669       3.2800   352.4
0.5835        -327.4887    -330.7791       3.2904   353.6
0.5840        -327.4892    -330.7561       3.2669   351.0
0.5845        -327.4891    -330.7211       3.2320   347.3
0.5850        -327.4900    -330.7024       3.2124   345.2
0.5855        -327.4923    -330.7140       3.2217   346.2
0.5860        -327.4958    -330.7475       3.2517   349.4
0.5865        -327.4993    -330.7792       3.2799   352.4
0.5870        -327.5020    -330.7859       3.2839   352.9
0.5875        -327.5039    -330.7591       3.2552   349.8
0.5880        -327.5052    -330.7028       3.1977   343.6
0.5885        -327.5064    -330.6293       3.1230   335.6
0.5890        -327.5074    -330.5533       3.0459   327.3
0.5895        -327.5081    -330.4902       2.9822   320.4
0.5900        -327.5092    -330.4538       2.9446   316.4
0.5905        -327.5108    -330.4502       2.9395   315.8
0.5910        -327.5119    -330.4788       2.9668   318.8
0.5915        -327.5129    -330.5345       3.0216   324.7
0.5920        -327.5143    -330.6088       3.0946   332.5
0.5925        -327.5154    -330.6875       3.1721   340.8
0.5930        -327.5166    -330.7555       3.2389   348.0
0.5935        -327.5172    -330.7989       3.2818   352.6
0.5940        -327.5178    -330.8115       3.2937   353.9
0.5945        -327.5172    -330.7945       3.2773   352.1
0.5950        -327.5163    -330.7639       3.2477   349.0
0.5955        -327.5158    -330.7411       3.2253   346.6
0.5960        -327.5167    -330.7395       3.2227   346.3
0.5965        -327.5188    -330.7519       3.2331   347.4
0.5970        -327.5207    -330.7572       3.2366   347.8
0.5975        -327.5214    -330.7377       3.2163   345.6
0.5980        -327.5213    -330.6891       3.1679   340.4
0.5985        -327.5209    -330.6200       3.0991   333.0
0.5990        -327.5202    -330.5441       3.0238   324.9
0.5995        -327.5196    -330.4757       2.9561   317.6
0.6000        -327.5191    -330.4254       2.9063   312.3
0.6005        -327.5185    -330.3984       2.8799   309.4
0.6010        -327.5174    -330.3967       2.8793   309.4
0.6015        -327.5161    -330.4210       2.9049   312.1
0.6020        -327.5148    -330.4706       2.9557   317.6
0.6025        -327.5131    -330.5411       3.0279   325.4
0.6030        -327.5121    -330.6253       3.1132   334.5
0.6035        -327.5110    -330.7083       3.1972   343.5
0.6040        -327.5094    -330.7704       3.2610   350.4
0.6045        -327.5067    -330.7984       3.2917   353.7
0.6050        -327.5034    -330.7957       3.2923   353.8
0.6055        -327.4993    -330.7802       3.2809   352.5
0.6060        -327.4965    -330.7764       3.2800   352.4
0.6065        -327.4952    -330.7946       3.2994   354.5
0.6070        -327.4948    -330.8235       3.3287   357.7
0.6075        -327.4936    -330.8416       3.3480   359.7
0.6080        -327.4914    -330.8376       3.3462   359.5
0.6085        -327.4897    -330.8144       3.3247   357.2
0.6090        -327.4873    -330.7793       3.2920   353.7
0.6095        -327.4855    -330.7451       3.2597   350.2
0.6100        -327.4837    -330.7214       3.2377   347.9
0.6105        -327.4826    -330.7135       3.2309   347.2
0.6110        -327.4815    -330.7228       3.2413   348.3
0.6115        -327.4807    -330.7486       3.2679   351.1
0.6120        -327.4801    -330.7873       3.3072   355.4
0.6125        -327.4794    -330.8348       3.3554   360.5
0.6130        -327.4790    -330.8882       3.4092   366.3
0.6135        -327.4795    -330.9423       3.4628   372.1
0.6140        -327.4795    -330.9869       3.5074   376.9
0.6145        -327.4807    -331.0128       3.5321   379.5
0.6150        -327.4823    -331.0057       3.5234   378.6
0.6155        -327.4829    -330.9558       3.4729   373.2
0.6160        -327.4827    -330.8737       3.3910   364.4
0.6165        -327.4820    -330.7888       3.3068   355.3
0.6170        -327.4830    -330.7348       3.2519   349.4
0.6175        -327.4860    -330.7236       3.2377   347.9
0.6180        -327.4897    -330.7371       3.2474   348.9
0.6185        -327.4924    -330.7465       3.2541   349.7
0.6190        -327.4943    -330.7361       3.2418   348.3
0.6195        -327.4954    -330.7046       3.2092   344.8
0.6200        -327.4964    -330.6631       3.1668   340.3
0.6205        -327.4973    -330.6259       3.1286   336.2
0.6210        -327.4989    -330.6043       3.1054   333.7
0.6215        -327.5001    -330.6025       3.1023   333.3
0.6220        -327.5017    -330.6239       3.1222   335.5
0.6225        -327.5033    -330.6685       3.1652   340.1
0.6230        -327.5049    -330.7337       3.2288   346.9
0.6235        -327.5069    -330.8141       3.3072   355.4
0.6240        -327.5095    -330.8999       3.3904   364.3
0.6245        -327.5126    -330.9757       3.4631   372.1
0.6250        -327.5160    -331.0233       3.5073   376.9
0.6255        -327.5186    -331.0284       3.5098   377.1
0.6260        -327.5207    -330.9914       3.4707   372.9
0.6265        -327.5220    -330.9286       3.4067   366.0
0.6270        -327.5236    -330.8700       3.3463   359.6
0.6275        -327.5270    -330.8407       3.3137   356.1
0.6280        -327.5318    -330.8441       3.3123   355.9
0.6285        -327.5370    -330.8637       3.3267   357.5
0.6290        -327.5415    -330.8781       3.3365   358.5
0.6295        -327.5458    -330.8758       3.3300   357.8
0.6300        -327.5496    -330.8542       3.3046   355.1
0.6305        -327.5534    -330.8186       3.2652   350.8
0.6310        -327.5569    -330.7787       3.2218   346.2
0.6315        -327.5610    -330.7445       3.1836   342.1
0.6320        -327.5647    -330.7224       3.1577   339.3
0.6325        -327.5690    -330.7175       3.1485   338.3
0.6330        -327.5733    -330.7291       3.1558   339.1
0.6335        -327.5776    -330.7533       3.1757   341.2
0.6340        -327.5821    -330.7839       3.2018   344.0
0.6345        -327.5869    -330.8104       3.2234   346.4
0.6350        -327.5920    -330.8195       3.2276   346.8
0.6355        -327.5973    -330.7983       3.2009   343.9
0.6360        -327.6013    -330.7346       3.1333   336.7
0.6365        -327.6033    -330.6311       3.0278   325.3
0.6370        -327.6047    -330.5127       2.9080   312.5
0.6375        -327.6061    -330.4126       2.8065   301.6
0.6380        -327.6087    -330.3542       2.7455   295.0
0.6385        -327.6122    -330.3359       2.7237   292.7
0.6390        -327.6149    -330.3356       2.7207   292.3
0.6395        -327.6163    -330.3331       2.7168   291.9
0.6400        -327.6159    -330.3213       2.7054   290.7
0.6405        -327.6151    -330.3072       2.6921   289.3
0.6410        -327.6140    -330.2992       2.6852   288.5
0.6415        -327.6131    -330.3024       2.6893   289.0
0.6420        -327.6111    -330.3173       2.7062   290.8
0.6425        -327.6088    -330.3451       2.7364   294.0
0.6430        -327.6058    -330.3869       2.7811   298.8
0.6435        -327.6022    -330.4455       2.8433   305.5
0.6440        -327.5988    -330.5213       2.9225   314.0
0.6445        -327.5952    -330.6071       3.0119   323.6
0.6450        -327.5915    -330.6917       3.1002   333.1
0.6455        -327.5871    -330.7615       3.1744   341.1
0.6460        -327.5814    -330.8087       3.2273   346.8
0.6465        -327.5754    -330.8390       3.2636   350.7
0.6470        -327.5695    -330.8642       3.2947   354.0
0.6475        -327.5643    -330.8969       3.3326   358.1
0.6480        -327.5601    -330.9383       3.3782   363.0
0.6485        -327.5557    -330.9777       3.4220   367.7
0.6490        -327.5513    -331.0066       3.4554   371.3
0.6495        -327.5464    -331.0231       3.4767   373.6
0.6500        -327.5417    -331.0334       3.4917   375.2
0.6505        -327.5379    -331.0469       3.5090   377.0
0.6510        -327.5348    -331.0665       3.5317   379.5
0.6515        -327.5323    -331.0879       3.5557   382.1
0.6520        -327.5301    -331.1055       3.5754   384.2
0.6525        -327.5281    -331.1158       3.5877   385.5
0.6530        -327.5263    -331.1186       3.5923   386.0
0.6535        -327.5250    -331.1181       3.5931   386.1
0.6540        -327.5246    -331.1170       3.5924   386.0
0.6545        -327.5249    -331.1126       3.5877   385.5
0.6550        -327.5261    -331.1006       3.5745   384.1
0.6555        -327.5278    -331.0741       3.5463   381.0
0.6560        -327.5292    -331.0263       3.4971   375.8
0.6565        -327.5300    -330.9597       3.4297   368.5
0.6570        -327.5314    -330.8889       3.3576   360.8
0.6575        -327.5332    -330.8270       3.2938   353.9
0.6580        -327.5363    -330.7803       3.2440   348.6
0.6585        -327.5388    -330.7439       3.2051   344.4
0.6590        -327.5410    -330.7125       3.1715   340.8
0.6595        -327.5432    -330.6856       3.1425   337.7
0.6600        -327.5451    -330.6650       3.1198   335.2
0.6605        -327.5470    -330.6528       3.1058   333.7
0.6610        -327.5490    -330.6506       3.1016   333.3
0.6615        -327.5511    -330.6570       3.1059   333.7
0.6620        -327.5530    -330.6692       3.1162   334.8
0.6625        -327.5550    -330.6849       3.1298   336.3
0.6630        -327.5565    -330.7021       3.1456   338.0
0.6635        -327.5582    -330.7214       3.1632   339.9
0.6640        -327.5598    -330.7409       3.1811   341.8
0.6645        -327.5610    -330.7595       3.1985   343.7
0.6650        -327.5627    -330.7773       3.2146   345.4
0.6655        -327.5646    -330.7899       3.2253   346.6
0.6660        -327.5662    -330.7905       3.2243   346.4
0.6665        -327.5673    -330.7737       3.2063   344.5
0.6670        -327.5681    -330.7403       3.1721   340.8
0.6675        -327.5689    -330.6975       3.1286   336.2
0.6680        -327.5690    -330.6562       3.0873   331.7
0.6685        -327.5701    -330.6296       3.0595   328.7
0.6690        -327.5710    -330.6208       3.0498   327.7
0.6695        -327.5722    -330.6277       3.0555   328.3
0.6700        -327.5729    -330.6435       3.0706   329.9
0.6705        -327.5735    -330.6625       3.0890   331.9
0.6710        -327.5735    -330.6812       3.1077   333.9
0.6715        -327.5733    -330.7017       3.1284   336.1
0.6720        -327.5731    -330.7277       3.1546   339.0
0.6725        -327.5728    -330.7604       3.1875   342.5
0.6730        -327.5731    -330.7987       3.2257   346.6
0.6735        -327.5732    -330.8383       3.2650   350.8
0.6740        -327.5733    -330.8743       3.3010   354.7
0.6745        -327.5734    -330.9034       3.3300   357.8
0.6750        -327.5735    -330.9245       3.3510   360.1
0.6755        -327.5732    -330.9392       3.3661   361.7
0.6760        -327.5741    -330.9524       3.3784   363.0
0.6765        -327.5749    -330.9626       3.3877   364.0
0.6770        -327.5758    -330.9675       3.3917   364.4
0.6775        -327.5766    -330.9677       3.3910   364.4
0.6780        -327.5779    -330.9658       3.3879   364.0
0.6785        -327.5794    -330.9635       3.3841   363.6
0.6790        -327.5814    -330.9628       3.3814   363.3
0.6795        -327.5837    -330.9633       3.3796   363.1
0.6800        -327.5865    -330.9642       3.3776   362.9
0.6805        -327.5887    -330.9643       3.3756   362.7
0.6810        -327.5912    -330.9677       3.3766   362.8
0.6815        -327.5942    -330.9788       3.3847   363.7
0.6820        -327.5980    -330.9973       3.3993   365.3
0.6825        -327.6019    -331.0177       3.4158   367.0
0.6830        -327.6062    -331.0325       3.4263   368.1
0.6835        -327.6103    -331.0340       3.4238   367.9
0.6840        -327.6146    -331.0211       3.4066   366.0
0.6845        -327.6186    -330.9959       3.3773   362.9
0.6850        -327.6229    -330.9637       3.3408   359.0
0.6855        -327.6275    -330.9298       3.3024   354.8
0.6860        -327.6324    -330.8969       3.2645   350.8
0.6865        -327.6376    -330.8648       3.2271   346.8
0.6870        -327.6428    -330.8315       3.1887   342.6
0.6875        -327.6480    -330.7930       3.1450   337.9
0.6880        -327.6527    -330.7436       3.0909   332.1
0.6885        -327.6568    -330.6815       3.0247   325.0
0.6890        -327.6601    -330.6116       2.9514   317.1
0.6895        -327.6632    -330.5444       2.8812   309.6
0.6900        -327.6659    -330.4912       2.8252   303.6
0.6905        -327.6687    -330.4610       2.7923   300.0
0.6910        -327.6712    -330.4560       2.7849   299.2
0.6915        -327.6738    -330.4717       2.7979   300.6
0.6920        -327.6759    -330.4975       2.8216   303.2
0.6925        -327.6775    -330.5230       2.8455   305.7
0.6930        -327.6783    -330.5400       2.8617   307.5
0.6935        -327.6781    -330.5460       2.8679   308.2
0.6940        -327.6774    -330.5461       2.8687   308.2
