Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0005        -331.5771    -334.5733       2.9962   317.5
0.0010        -331.5780    -334.6916       3.1136   330.0
0.0015        -331.5780    -334.7974       3.2194   341.2
0.0020        -331.5774    -334.8791       3.3017   349.9
0.0025        -331.5759    -334.9365       3.3606   356.1
0.0030        -331.5744    -334.9828       3.4084   361.2
0.0035        -331.5730    -335.0343       3.4613   366.8
0.0040        -331.5730    -335.1024       3.5294   374.0
0.0045        -331.5742    -335.1848       3.6106   382.6
0.0050        -331.5763    -335.2673       3.6911   391.2
0.0055        -331.5784    -335.3271       3.7488   397.3
0.0060        -331.5804    -335.3506       3.7702   399.6
0.0065        -331.5822    -335.3389       3.7567   398.1
0.0070        -331.5842    -335.3060       3.7218   394.4
0.0075        -331.5866    -335.2753       3.6887   390.9
0.0080        -331.5900    -335.2723       3.6824   390.2
0.0085        -331.5952    -335.3160       3.7208   394.3
0.0090        -331.6021    -335.4100       3.8079   403.6
0.0095        -331.6113    -335.5415       3.9302   416.5
0.0100        -331.6223    -335.6787       4.0564   429.9
0.0105        -331.6344    -335.7823       4.1479   439.6
0.0110        -331.6476    -335.8174       4.1698   441.9
0.0115        -331.6601    -335.7624       4.1023   434.8
0.0120        -331.6714    -335.6237       3.9522   418.8
0.0125        -331.6823    -335.4362       3.7539   397.8
0.0130        -331.6933    -335.2505       3.5572   377.0
0.0135        -331.7061    -335.1119       3.4058   360.9
0.0140        -331.7205    -335.0366       3.3161   351.4
0.0145        -331.7358    -335.0090       3.2731   346.9
0.0150        -331.7512    -334.9955       3.2444   343.8
0.0155        -331.7650    -334.9636       3.1986   339.0
0.0160        -331.7773    -334.8972       3.1199   330.6
0.0165        -331.7883    -334.8007       3.0125   319.3
0.0170        -331.7980    -334.6947       2.8967   307.0
0.0175        -331.8073    -334.6055       2.7983   296.6
0.0180        -331.8162    -334.5569       2.7408   290.5
0.0185        -331.8256    -334.5640       2.7383   290.2
0.0190        -331.8352    -334.6256       2.7904   295.7
0.0195        -331.8453    -334.7288       2.8834   305.6
0.0200        -331.8552    -334.8508       2.9955   317.5
0.0205        -331.8651    -334.9693       3.1042   329.0
0.0210        -331.8748    -335.0653       3.1905   338.1
0.0215        -331.8842    -335.1245       3.2403   343.4
0.0220        -331.8932    -335.1384       3.2452   343.9
0.0225        -331.9015    -335.1064       3.2049   339.6
0.0230        -331.9089    -335.0394       3.1306   331.8
0.0235        -331.9153    -334.9603       3.0450   322.7
0.0240        -331.9214    -334.8977       2.9763   315.4
0.0245        -331.9285    -334.8755       2.9470   312.3
0.0250        -331.9368    -334.8957       2.9589   313.6
0.0255        -331.9459    -334.9353       2.9894   316.8
0.0260        -331.9537    -334.9587       3.0051   318.5
0.0265        -331.9593    -334.9434       2.9841   316.2
0.0270        -331.9634    -334.8938       2.9304   310.6
0.0275        -331.9664    -334.8365       2.8702   304.2
0.0280        -331.9694    -334.8069       2.8375   300.7
0.0285        -331.9736    -334.8295       2.8559   302.7
0.0290        -331.9791    -334.9035       2.9244   309.9
0.0295        -331.9849    -335.0031       3.0183   319.9
0.0300        -331.9899    -335.0949       3.1050   329.1
0.0305        -331.9934    -335.1544       3.1611   335.0
0.0310        -331.9957    -335.1773       3.1815   337.2
0.0315        -331.9979    -335.1747       3.1767   336.7
0.0320        -332.0000    -335.1619       3.1618   335.1
0.0325        -332.0032    -335.1499       3.1467   333.5
0.0330        -332.0067    -335.1342       3.1275   331.4
0.0335        -332.0101    -335.1012       3.0911   327.6
0.0340        -332.0124    -335.0399       3.0275   320.8
0.0345        -332.0134    -334.9523       2.9390   311.5
0.0350        -332.0135    -334.8544       2.8409   301.1
0.0355        -332.0137    -334.7672       2.7534   291.8
0.0360        -332.0140    -334.7062       2.6922   285.3
0.0365        -332.0142    -334.6774       2.6632   282.2
0.0370        -332.0139    -334.6782       2.6642   282.3
0.0375        -332.0129    -334.7037       2.6908   285.2
0.0380        -332.0117    -334.7493       2.7376   290.1
0.0385        -332.0094    -334.8086       2.7993   296.7
0.0390        -332.0070    -334.8777       2.8707   304.2
0.0395        -332.0045    -334.9468       2.9422   311.8
0.0400        -332.0010    -335.0012       3.0002   318.0
0.0405        -331.9966    -335.0319       3.0353   321.7
0.0410        -331.9910    -335.0405       3.0494   323.2
0.0415        -331.9847    -335.0404       3.0557   323.8
0.0420        -331.9789    -335.0508       3.0719   325.5
0.0425        -331.9737    -335.0812       3.1075   329.3
0.0430        -331.9686    -335.1272       3.1586   334.7
0.0435        -331.9641    -335.1777       3.2136   340.6
0.0440        -331.9593    -335.2134       3.2541   344.9
0.0445        -331.9537    -335.2163       3.2626   345.8
0.0450        -331.9474    -335.1780       3.2306   342.4
0.0455        -331.9405    -335.1009       3.1604   334.9
0.0460        -331.9333    -334.9997       3.0663   325.0
0.0465        -331.9261    -334.8949       2.9689   314.6
0.0470        -331.9182    -334.8111       2.8929   306.6
0.0475        -331.9109    -334.7758       2.8649   303.6
0.0480        -331.9043    -334.8065       2.9022   307.6
0.0485        -331.8989    -334.9006       3.0017   318.1
0.0490        -331.8939    -335.0277       3.1338   332.1
0.0495        -331.8883    -335.1404       3.2521   344.6
0.0500        -331.8803    -335.1963       3.3160   351.4
0.0505        -331.8699    -335.1844       3.3146   351.3
0.0510        -331.8586    -335.1276       3.2690   346.4
0.0515        -331.8481    -335.0639       3.2158   340.8
0.0520        -331.8391    -335.0232       3.1841   337.4
0.0525        -331.8310    -335.0148       3.1839   337.4
0.0530        -331.8234    -335.0320       3.2086   340.0
0.0535        -331.8154    -335.0593       3.2438   343.8
0.0540        -331.8076    -335.0835       3.2759   347.2
0.0545        -331.7992    -335.0919       3.2926   348.9
0.0550        -331.7906    -335.0777       3.2872   348.4
0.0555        -331.7816    -335.0425       3.2609   345.6
0.0560        -331.7730    -334.9922       3.2192   341.2
0.0565        -331.7642    -334.9310       3.1668   335.6
0.0570        -331.7556    -334.8646       3.1090   329.5
0.0575        -331.7465    -334.7997       3.0532   323.6
0.0580        -331.7374    -334.7475       3.0100   319.0
0.0585        -331.7283    -334.7183       2.9900   316.9
0.0590        -331.7196    -334.7170       2.9974   317.7
0.0595        -331.7111    -334.7382       3.0271   320.8
0.0600        -331.7025    -334.7690       3.0666   325.0
0.0605        -331.6924    -334.7957       3.1034   328.9
0.0610        -331.6819    -334.8130       3.1311   331.8
0.0615        -331.6711    -334.8206       3.1495   333.8
0.0620        -331.6597    -334.8200       3.1603   334.9
0.0625        -331.6483    -334.8149       3.1666   335.6
0.0630        -331.6373    -334.8093       3.1720   336.2
0.0635        -331.6264    -334.8029       3.1765   336.6
0.0640        -331.6143    -334.7943       3.1800   337.0
0.0645        -331.6023    -334.7895       3.1872   337.8
0.0650        -331.5903    -334.7953       3.2050   339.7
0.0655        -331.5781    -334.8204       3.2423   343.6
0.0660        -331.5662    -334.8737       3.3076   350.5
0.0665        -331.5549    -334.9565       3.4016   360.5
0.0670        -331.5445    -335.0568       3.5123   372.2
0.0675        -331.5338    -335.1478       3.6140   383.0
0.0680        -331.5231    -335.2014       3.6783   389.8
0.0685        -331.5116    -335.1983       3.6867   390.7
0.0690        -331.4991    -335.1405       3.6414   385.9
0.0695        -331.4858    -335.0550       3.5692   378.3
0.0700        -331.4730    -334.9890       3.5160   372.6
0.0705        -331.4624    -334.9891       3.5267   373.8
0.0710        -331.4543    -335.0735       3.6192   383.6
0.0715        -331.4479    -335.2211       3.7732   399.9
0.0720        -331.4421    -335.3868       3.9447   418.0
0.0725        -331.4354    -335.5246       4.0891   433.4
0.0730        -331.4285    -335.6082       4.1797   443.0
0.0735        -331.4227    -335.6314       4.2086   446.0
0.0740        -331.4174    -335.6019       4.1845   443.5
0.0745        -331.4140    -335.5373       4.1233   437.0
0.0750        -331.4117    -335.4544       4.0428   428.4
0.0755        -331.4098    -335.3737       3.9638   420.1
0.0760        -331.4100    -335.3171       3.9071   414.1
0.0765        -331.4119    -335.2990       3.8870   411.9
0.0770        -331.4163    -335.3199       3.9036   413.7
0.0775        -331.4221    -335.3605       3.9384   417.4
0.0780        -331.4291    -335.3917       3.9626   420.0
0.0785        -331.4358    -335.3879       3.9521   418.8
0.0790        -331.4426    -335.3390       3.8964   412.9
0.0795        -331.4492    -335.2524       3.8032   403.1
0.0800        -331.4565    -335.1496       3.6931   391.4
0.0805        -331.4648    -335.0509       3.5861   380.0
0.0810        -331.4736    -334.9682       3.4946   370.4
0.0815        -331.4823    -334.9103       3.4280   363.3
0.0820        -331.4916    -334.8852       3.3936   359.6
0.0825        -331.5012    -334.8966       3.3955   359.8
0.0830        -331.5127    -334.9393       3.4265   363.1
0.0835        -331.5244    -334.9902       3.4658   367.3
0.0840        -331.5360    -335.0237       3.4877   369.6
0.0845        -331.5466    -335.0229       3.4763   368.4
0.0850        -331.5560    -334.9909       3.4349   364.0
0.0855        -331.5651    -334.9483       3.3832   358.5
0.0860        -331.5752    -334.9196       3.3443   354.4
0.0865        -331.5858    -334.9190       3.3331   353.2
0.0870        -331.5978    -334.9486       3.3508   355.1
0.0875        -331.6103    -334.9957       3.3853   358.8
0.0880        -331.6227    -335.0405       3.4178   362.2
0.0885        -331.6352    -335.0670       3.4317   363.7
0.0890        -331.6470    -335.0659       3.4189   362.3
0.0895        -331.6581    -335.0416       3.3834   358.6
0.0900        -331.6694    -335.0083       3.3388   353.8
0.0905        -331.6812    -334.9810       3.2999   349.7
0.0910        -331.6931    -334.9669       3.2737   346.9
0.0915        -331.7059    -334.9632       3.2573   345.2
0.0920        -331.7186    -334.9592       3.2405   343.4
0.0925        -331.7311    -334.9435       3.2124   340.4
0.0930        -331.7423    -334.9125       3.1702   336.0
0.0935        -331.7525    -334.8776       3.1252   331.2
0.0940        -331.7628    -334.8588       3.0960   328.1
0.0945        -331.7736    -334.8700       3.0964   328.1
0.0950        -331.7851    -334.9115       3.1263   331.3
0.0955        -331.7972    -334.9706       3.1733   336.3
0.0960        -331.8087    -335.0268       3.2180   341.0
0.0965        -331.8200    -335.0639       3.2438   343.8
0.0970        -331.8314    -335.0712       3.2398   343.3
0.0975        -331.8420    -335.0431       3.2011   339.2
0.0980        -331.8516    -334.9831       3.1315   331.9
0.0985        -331.8609    -334.9028       3.0419   322.4
0.0990        -331.8692    -334.8190       2.9499   312.6
0.0995        -331.8771    -334.7521       2.8750   304.7
0.1000        -331.8854    -334.7181       2.8327   300.2
0.1005        -331.8940    -334.7205       2.8265   299.5
0.1010        -331.9028    -334.7500       2.8471   301.7
0.1015        -331.9112    -334.7874       2.8762   304.8
0.1020        -331.9192    -334.8123       2.8931   306.6
0.1025        -331.9257    -334.8079       2.8822   305.4
0.1030        -331.9310    -334.7706       2.8396   300.9
0.1035        -331.9351    -334.7114       2.7764   294.2
0.1040        -331.9383    -334.6524       2.7141   287.6
0.1045        -331.9414    -334.6170       2.6755   283.5
0.1050        -331.9447    -334.6202       2.6755   283.5
0.1055        -331.9480    -334.6661       2.7181   288.1
0.1060        -331.9513    -334.7468       2.7954   296.3
0.1065        -331.9547    -334.8459       2.8912   306.4
0.1070        -331.9572    -334.9431       2.9860   316.4
0.1075        -331.9593    -335.0212       3.0619   324.5
0.1080        -331.9604    -335.0662       3.1058   329.1
0.1085        -331.9609    -335.0761       3.1152   330.1
0.1090        -331.9604    -335.0605       3.1001   328.5
0.1095        -331.9604    -335.0341       3.0737   325.7
0.1100        -331.9602    -335.0070       3.0468   322.9
0.1105        -331.9601    -334.9841       3.0240   320.5
0.1110        -331.9598    -334.9654       3.0055   318.5
0.1115        -331.9590    -334.9524       2.9935   317.2
0.1120        -331.9581    -334.9504       2.9923   317.1
0.1125        -331.9568    -334.9631       3.0064   318.6
0.1130        -331.9552    -334.9945       3.0393   322.1
0.1135        -331.9541    -335.0434       3.0892   327.4
0.1140        -331.9527    -335.1011       3.1484   333.7
0.1145        -331.9512    -335.1586       3.2073   339.9
0.1150        -331.9496    -335.2073       3.2577   345.2
0.1155        -331.9476    -335.2412       3.2936   349.1
0.1160        -331.9456    -335.2578       3.3122   351.0
0.1165        -331.9436    -335.2582       3.3146   351.3
0.1170        -331.9413    -335.2464       3.3051   350.3
0.1175        -331.9389    -335.2315       3.2926   348.9
0.1180        -331.9362    -335.2262       3.2900   348.7
0.1185        -331.9340    -335.2425       3.3085   350.6
0.1190        -331.9321    -335.2861       3.3539   355.4
0.1195        -331.9326    -335.3504       3.4179   362.2
0.1200        -331.9332    -335.4073       3.4741   368.2
0.1205        -331.9332    -335.4229       3.4897   369.8
0.1210        -331.9319    -335.3760       3.4441   365.0
0.1215        -331.9290    -335.2725       3.3435   354.3
0.1220        -331.9258    -335.1429       3.2170   340.9
0.1225        -331.9234    -335.0258       3.1024   328.8
0.1230        -331.9216    -334.9506       3.0290   321.0
0.1235        -331.9213    -334.9298       3.0085   318.8
0.1240        -331.9210    -334.9545       3.0335   321.5
0.1245        -331.9209    -335.0064       3.0855   327.0
0.1250        -331.9200    -335.0651       3.1452   333.3
0.1255        -331.9182    -335.1167       3.1984   339.0
0.1260        -331.9163    -335.1561       3.2398   343.3
0.1265        -331.9137    -335.1853       3.2716   346.7
0.1270        -331.9117    -335.2101       3.2984   349.6
0.1275        -331.9095    -335.2315       3.3220   352.1
0.1280        -331.9077    -335.2518       3.3441   354.4
0.1285        -331.9051    -335.2751       3.3700   357.1
0.1290        -331.9035    -335.3081       3.4046   360.8
0.1295        -331.9022    -335.3499       3.4477   365.4
0.1300        -331.9023    -335.3916       3.4893   369.8
0.1305        -331.9018    -335.4144       3.5126   372.3
0.1310        -331.9007    -335.4076       3.5069   371.7
0.1315        -331.8995    -335.3767       3.4773   368.5
0.1320        -331.8982    -335.3381       3.4399   364.6
0.1325        -331.8974    -335.3102       3.4129   361.7
0.1330        -331.8981    -335.3030       3.4049   360.8
0.1335        -331.8991    -335.3118       3.4127   361.7
0.1340        -331.9006    -335.3291       3.4284   363.3
0.1345        -331.9016    -335.3460       3.4443   365.0
0.1350        -331.9030    -335.3586       3.4556   366.2
0.1355        -331.9045    -335.3655       3.4610   366.8
0.1360        -331.9059    -335.3661       3.4602   366.7
0.1365        -331.9081    -335.3608       3.4527   365.9
0.1370        -331.9111    -335.3457       3.4347   364.0
0.1375        -331.9131    -335.3143       3.4011   360.4
0.1380        -331.9157    -335.2678       3.3521   355.2
0.1385        -331.9180    -335.2108       3.2928   349.0
0.1390        -331.9202    -335.1520       3.2318   342.5
0.1395        -331.9234    -335.0960       3.1727   336.2
0.1400        -331.9270    -335.0346       3.1076   329.3
0.1405        -331.9300    -334.9519       3.0218   320.2
0.1410        -331.9316    -334.8394       2.9078   308.2
0.1415        -331.9317    -334.7039       2.7722   293.8
0.1420        -331.9311    -334.5650       2.6340   279.1
0.1425        -331.9301    -334.4461       2.5161   266.6
0.1430        -331.9289    -334.3647       2.4358   258.1
0.1435        -331.9277    -334.3296       2.4019   254.5
0.1440        -331.9264    -334.3383       2.4119   255.6
0.1445        -331.9243    -334.3784       2.4541   260.1
0.1450        -331.9215    -334.4369       2.5154   266.6
0.1455        -331.9172    -334.5024       2.5853   274.0
0.1460        -331.9117    -334.5699       2.6582   281.7
0.1465        -331.9057    -334.6388       2.7331   289.6
0.1470        -331.8992    -334.7076       2.8083   297.6
0.1475        -331.8919    -334.7733       2.8813   305.4
0.1480        -331.8840    -334.8333       2.9493   312.6
0.1485        -331.8746    -334.8882       3.0135   319.4
0.1490        -331.8651    -334.9479       3.0828   326.7
0.1495        -331.8554    -335.0212       3.1658   335.5
0.1500        -331.8468    -335.1084       3.2616   345.7
0.1505        -331.8379    -335.1915       3.3536   355.4
0.1510        -331.8293    -335.2453       3.4160   362.0
0.1515        -331.8193    -335.2478       3.4285   363.3
0.1520        -331.8084    -335.1954       3.3870   358.9
0.1525        -331.7972    -335.1023       3.3050   350.3
0.1530        -331.7863    -334.9908       3.2045   339.6
0.1535        -331.7762    -334.8838       3.1076   329.3
0.1540        -331.7667    -334.7990       3.0324   321.4
0.1545        -331.7573    -334.7471       2.9898   316.9
0.1550        -331.7479    -334.7322       2.9842   316.3
0.1555        -331.7389    -334.7511       3.0121   319.2
0.1560        -331.7302    -334.7940       3.0639   324.7
0.1565        -331.7212    -334.8429       3.1218   330.8
0.1570        -331.7116    -334.8749       3.1633   335.2
0.1575        -331.7013    -334.8714       3.1701   336.0
0.1580        -331.6893    -334.8252       3.1359   332.3
0.1585        -331.6766    -334.7490       3.0724   325.6
0.1590        -331.6634    -334.6699       3.0066   318.6
0.1595        -331.6507    -334.6203       2.9695   314.7
0.1600        -331.6394    -334.6203       2.9809   315.9
0.1605        -331.6291    -334.6664       3.0373   321.9
0.1610        -331.6185    -334.7329       3.1144   330.1
0.1615        -331.6070    -334.7878       3.1808   337.1
0.1620        -331.5945    -334.8067       3.2123   340.4
0.1625        -331.5806    -334.7801       3.1995   339.1
0.1630        -331.5663    -334.7142       3.1479   333.6
0.1635        -331.5523    -334.6252       3.0730   325.7
0.1640        -331.5383    -334.5312       2.9929   317.2
0.1645        -331.5242    -334.4519       2.9277   310.3
0.1650        -331.5107    -334.4071       2.8965   307.0
0.1655        -331.4974    -334.4064       2.9090   308.3
0.1660        -331.4842    -334.4476       2.9634   314.1
0.1665        -331.4707    -334.5189       3.0482   323.0
0.1670        -331.4563    -334.6032       3.1469   333.5
0.1675        -331.4412    -334.6850       3.2438   343.8
0.1680        -331.4243    -334.7547       3.3304   352.9
0.1685        -331.4068    -334.8175       3.4106   361.4
0.1690        -331.3889    -334.8869       3.4981   370.7
0.1695        -331.3724    -334.9752       3.6028   381.8
0.1700        -331.3566    -335.0729       3.7162   393.8
0.1705        -331.3412    -335.1558       3.8145   404.3
0.1710        -331.3260    -335.1970       3.8709   410.2
0.1715        -331.3099    -335.1773       3.8673   409.9
0.1720        -331.2938    -335.0977       3.8039   403.1
0.1725        -331.2781    -334.9788       3.7007   392.2
0.1730        -331.2627    -334.8555       3.5928   380.8
0.1735        -331.2487    -334.7653       3.5166   372.7
0.1740        -331.2374    -334.7327       3.4953   370.4
0.1745        -331.2272    -334.7578       3.5306   374.2
0.1750        -331.2185    -334.8226       3.6041   382.0
0.1755        -331.2101    -334.8916       3.6815   390.2
0.1760        -331.2020    -334.9259       3.7239   394.6
0.1765        -331.1930    -334.8946       3.7016   392.3
0.1770        -331.1829    -334.7908       3.6080   382.4
0.1775        -331.1720    -334.6390       3.4671   367.4
0.1780        -331.1615    -334.4848       3.3233   352.2
0.1785        -331.1522    -334.3798       3.2276   342.1
0.1790        -331.1449    -334.3613       3.2164   340.9
0.1795        -331.1399    -334.4321       3.2921   348.9
0.1800        -331.1355    -334.5606       3.4251   363.0
0.1805        -331.1309    -334.7004       3.5694   378.3
0.1810        -331.1248    -334.8081       3.6832   390.3
0.1815        -331.1185    -334.8622       3.7437   396.7
0.1820        -331.1115    -334.8598       3.7482   397.2
0.1825        -331.1050    -334.8134       3.7083   393.0
0.1830        -331.0989    -334.7444       3.6455   386.3
0.1835        -331.0937    -334.6778       3.5841   379.8
0.1840        -331.0890    -334.6365       3.5474   375.9
0.1845        -331.0852    -334.6409       3.5557   376.8
0.1850        -331.0836    -334.6997       3.6162   383.2
0.1855        -331.0831    -334.8010       3.7179   394.0
0.1860        -331.0834    -334.9200       3.8366   406.6
0.1865        -331.0838    -335.0277       3.9439   418.0
0.1870        -331.0846    -335.1032       4.0186   425.9
0.1875        -331.0848    -335.1401       4.0553   429.8
0.1880        -331.0855    -335.1535       4.0680   431.1
0.1885        -331.0875    -335.1678       4.0803   432.4
0.1890        -331.0923    -335.2029       4.1106   435.6
0.1895        -331.0992    -335.2615       4.1624   441.1
0.1900        -331.1082    -335.3312       4.2230   447.5
0.1905        -331.1188    -335.3927       4.2739   452.9
0.1910        -331.1310    -335.4299       4.2989   455.6
0.1915        -331.1443    -335.4293       4.2850   454.1
0.1920        -331.1589    -335.3850       4.2261   447.9
0.1925        -331.1738    -335.2986       4.1248   437.1
0.1930        -331.1889    -335.1848       3.9960   423.5
0.1935        -331.2040    -335.0707       3.8668   409.8
0.1940        -331.2201    -334.9885       3.7685   399.4
0.1945        -331.2381    -334.9604       3.7224   394.5
0.1950        -331.2581    -334.9850       3.7269   395.0
0.1955        -331.2801    -335.0391       3.7590   398.4
0.1960        -331.3029    -335.0838       3.7809   400.7
0.1965        -331.3250    -335.0843       3.7594   398.4
0.1970        -331.3457    -335.0286       3.6829   390.3
0.1975        -331.3656    -334.9307       3.5650   377.8
0.1980        -331.3851    -334.8193       3.4342   363.9
0.1985        -331.4051    -334.7241       3.3191   351.7
0.1990        -331.4248    -334.6637       3.2390   343.3
0.1995        -331.4447    -334.6462       3.2015   339.3
0.2000        -331.4647    -334.6696       3.2049   339.6
0.2005        -331.4858    -334.7238       3.2380   343.2
0.2010        -331.5066    -334.7879       3.2813   347.7
0.2015        -331.5277    -334.8424       3.3147   351.3
0.2020        -331.5484    -334.8723       3.3239   352.3
0.2025        -331.5685    -334.8717       3.3032   350.1
0.2030        -331.5877    -334.8446       3.2569   345.2
0.2035        -331.6064    -334.8037       3.1973   338.8
0.2040        -331.6246    -334.7649       3.1403   332.8
0.2045        -331.6433    -334.7432       3.0999   328.5
0.2050        -331.6623    -334.7432       3.0809   326.5
0.2055        -331.6815    -334.7581       3.0766   326.1
0.2060        -331.7003    -334.7745       3.0742   325.8
0.2065        -331.7182    -334.7822       3.0640   324.7
0.2070        -331.7350    -334.7817       3.0467   322.9
0.2075        -331.7521    -334.7824       3.0303   321.1
0.2080        -331.7694    -334.7884       3.0191   320.0
0.2085        -331.7865    -334.7963       3.0098   319.0
0.2090        -331.8025    -334.8019       2.9994   317.9
0.2095        -331.8175    -334.8105       2.9930   317.2
0.2100        -331.8323    -334.8378       3.0055   318.5
0.2105        -331.8482    -334.8989       3.0507   323.3
0.2110        -331.8653    -334.9920       3.1267   331.4
0.2115        -331.8837    -335.0943       3.2106   340.3
0.2120        -331.9018    -335.1697       3.2679   346.3
0.2125        -331.9182    -335.1913       3.2731   346.9
0.2130        -331.9328    -335.1584       3.2256   341.8
0.2135        -331.9465    -335.0945       3.1481   333.6
0.2140        -331.9601    -335.0333       3.0732   325.7
0.2145        -331.9747    -334.9990       3.0244   320.5
0.2150        -331.9897    -334.9960       3.0063   318.6
0.2155        -332.0047    -335.0141       3.0094   318.9
0.2160        -332.0185    -335.0407       3.0222   320.3
0.2165        -332.0321    -335.0733       3.0412   322.3
0.2170        -332.0456    -335.1126       3.0670   325.0
0.2175        -332.0596    -335.1560       3.0965   328.2
0.2180        -332.0740    -335.1923       3.1183   330.5
0.2185        -332.0878    -335.2054       3.1176   330.4
0.2190        -332.1008    -335.1873       3.0865   327.1
0.2195        -332.1121    -335.1401       3.0279   320.9
0.2200        -332.1226    -335.0803       2.9577   313.5
0.2205        -332.1324    -335.0311       2.8987   307.2
0.2210        -332.1424    -335.0133       2.8709   304.3
0.2215        -332.1533    -335.0362       2.8830   305.5
0.2220        -332.1647    -335.0917       2.9270   310.2
0.2225        -332.1760    -335.1592       2.9832   316.2
0.2230        -332.1869    -335.2164       3.0294   321.1
0.2235        -332.1970    -335.2473       3.0503   323.3
0.2240        -332.2057    -335.2479       3.0422   322.4
0.2245        -332.2138    -335.2272       3.0134   319.4
0.2250        -332.2210    -335.2023       2.9813   316.0
0.2255        -332.2279    -335.1970       2.9691   314.7
0.2260        -332.2358    -335.2317       2.9958   317.5
0.2265        -332.2448    -335.3106       3.0658   324.9
0.2270        -332.2549    -335.4176       3.1627   335.2
0.2275        -332.2657    -335.5209       3.2552   345.0
0.2280        -332.2753    -335.5873       3.3120   351.0
0.2285        -332.2841    -335.6001       3.3160   351.4
0.2290        -332.2914    -335.5623       3.2709   346.6
0.2295        -332.2983    -335.4936       3.1953   338.6
0.2300        -332.3044    -335.4219       3.1176   330.4
0.2305        -332.3104    -335.3805       3.0701   325.4
0.2310        -332.3176    -335.3938       3.0762   326.0
0.2315        -332.3259    -335.4659       3.1401   332.8
0.2320        -332.3350    -335.5816       3.2465   344.1
0.2325        -332.3453    -335.7102       3.3649   356.6
0.2330        -332.3548    -335.8138       3.4590   366.6
0.2335        -332.3639    -335.8654       3.5015   371.1
0.2340        -332.3725    -335.8540       3.4815   369.0
0.2345        -332.3800    -335.7860       3.4060   361.0
0.2350        -332.3868    -335.6842       3.2974   349.4
0.2355        -332.3935    -335.5815       3.1880   337.9
0.2360        -332.4003    -335.5102       3.1099   329.6
0.2365        -332.4085    -335.4910       3.0825   326.7
0.2370        -332.4172    -335.5234       3.1062   329.2
0.2375        -332.4267    -335.5923       3.1656   335.5
0.2380        -332.4359    -335.6735       3.2377   343.1
0.2385        -332.4452    -335.7436       3.2984   349.6
0.2390        -332.4544    -335.7821       3.3277   352.7
0.2395        -332.4631    -335.7757       3.3127   351.1
0.2400        -332.4709    -335.7222       3.2514   344.6
0.2405        -332.4775    -335.6331       3.1556   334.4
0.2410        -332.4830    -335.5333       3.0503   323.3
0.2415        -332.4886    -335.4554       2.9668   314.4
0.2420        -332.4952    -335.4232       2.9280   310.3
0.2425        -332.5021    -335.4408       2.9387   311.4
0.2430        -332.5095    -335.4937       2.9842   316.3
0.2435        -332.5164    -335.5572       3.0409   322.3
0.2440        -332.5220    -335.6123       3.0903   327.5
0.2445        -332.5264    -335.6552       3.1288   331.6
0.2450        -332.5310    -335.6974       3.1664   335.6
0.2455        -332.5360    -335.7500       3.2140   340.6
0.2460        -332.5420    -335.8148       3.2728   346.8
0.2465        -332.5482    -335.8818       3.3336   353.3
0.2470        -332.5541    -335.9377       3.3836   358.6
0.2475        -332.5599    -335.9751       3.4153   361.9
0.2480        -332.5654    -335.9945       3.4291   363.4
0.2485        -332.5711    -336.0048       3.4337   363.9
0.2490        -332.5778    -336.0138       3.4360   364.1
0.2495        -332.5853    -336.0199       3.4346   364.0
0.2500        -332.5931    -336.0133       3.4201   362.5
0.2505        -332.5997    -335.9860       3.3863   358.9
0.2510        -332.6055    -335.9475       3.3420   354.2
0.2515        -332.6116    -335.9173       3.3057   350.3
0.2520        -332.6190    -335.9098       3.2907   348.7
0.2525        -332.6275    -335.9219       3.2945   349.1
0.2530        -332.6355    -335.9363       3.3008   349.8
0.2535        -332.6429    -335.9380       3.2951   349.2
0.2540        -332.6494    -335.9254       3.2759   347.2
0.2545        -332.6561    -335.9103       3.2542   344.9
0.2550        -332.6633    -335.9035       3.2401   343.4
0.2555        -332.6716    -335.9049       3.2333   342.7
0.2560        -332.6797    -335.9033       3.2236   341.6
0.2565        -332.6869    -335.8888       3.2020   339.3
0.2570        -332.6935    -335.8622       3.1686   335.8
0.2575        -332.6998    -335.8323       3.1324   332.0
0.2580        -332.7059    -335.8108       3.1049   329.1
0.2585        -332.7126    -335.8056       3.0930   327.8
0.2590        -332.7200    -335.8122       3.0922   327.7
0.2595        -332.7274    -335.8144       3.0870   327.2
0.2600        -332.7337    -335.7952       3.0616   324.5
0.2605        -332.7390    -335.7494       3.0104   319.0
0.2610        -332.7432    -335.6839       2.9407   311.6
0.2615        -332.7473    -335.6143       2.8670   303.8
0.2620        -332.7516    -335.5509       2.7993   296.7
0.2625        -332.7554    -335.4939       2.7386   290.2
0.2630        -332.7582    -335.4417       2.6835   284.4
0.2635        -332.7598    -335.3983       2.6385   279.6
0.2640        -332.7607    -335.3766       2.6160   277.2
0.2645        -332.7615    -335.3891       2.6276   278.5
0.2650        -332.7628    -335.4364       2.6736   283.3
0.2655        -332.7640    -335.5044       2.7404   290.4
0.2660        -332.7641    -335.5731       2.8090   297.7
0.2665        -332.7632    -335.6283       2.8651   303.6
0.2670        -332.7615    -335.6629       2.9015   307.5
0.2675        -332.7590    -335.6762       2.9172   309.2
0.2680        -332.7557    -335.6749       2.9192   309.4
0.2685        -332.7520    -335.6716       2.9196   309.4
