 id|age|user  |formula|calculator  |energy|natoms| fmax|pbc|  volume|charge|   mass| smax|magmom|gaid|raw_score|mutation|simulation_cell|extinct|origin                    |generation|relaxed|pairing|description
 90|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  90|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 73 46     
 92|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  92|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 73 60     
 93|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  92|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
 95|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  95|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 73 60     
 97|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  97|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 60     
 99|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  99|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 73     
100|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      |  99|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
102|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 102|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 99 46     
104|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 104|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 99 77     
106|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 106|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 99     
108|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 108|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 18 73     
110|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 110|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 99 73     
111|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 110|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
113|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 113|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 110    
114|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 113|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
116|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 116|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 18 110    
118|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 118|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 73     
120|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 120|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 77    
121|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 120|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
123|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 123|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 73 60     
125|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 125|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 46    
127|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 127|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 73 110    
129|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 129|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 73    
131|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 131|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 18 46     
133|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 133|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 46    
134|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 133|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
136|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 136|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 129    
138|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 138|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 46     
140|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 140|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 77    
142|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 142|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 129   
144|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 144|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 46    
146|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 146|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 129   
148|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 148|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 77    
150|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 150|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 60    
151|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 150|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
153|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 153|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 18    
155|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 155|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 46    
157|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 157|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 129    
159|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 159|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 129   
161|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 161|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 60     
163|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 163|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 60     
164|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 163|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
166|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 166|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 60 77     
168|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 168|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 18     
169|14h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 168|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
171|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 171|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 77 46     
173|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 173|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 129 60    
175|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 175|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 46    
177|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 177|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 173 46    
178|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 177|         |       1|               |      0|RattleMutation            |          |      0|       | rattle    
180|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 180|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 173 177   
182|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 182|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 177 60    
184|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 184|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 60 177    
186|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 186|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 46 173    
188|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 188|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 173 110   
189|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 188|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
191|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 191|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 177 173   
193|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 193|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 177 46    
194|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 193|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
196|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 196|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 18 177    
197|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 196|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
199|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 199|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 173 193   
201|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 201|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 110 77    
203|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 203|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 193 77    
204|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 203|         |       1|               |      0|MirrorMutation            |          |      0|       | mirror    
206|13h|liljav|Na6    |            |      |     6|     |FFF|4096.000| 0.000|137.939|     |      | 206|         |        |               |      0|CutAndSplicePairing       |         0|      0|      1| 203 18    
Rows: 207
Keys: description, extinct, gaid, generation, mutation, origin, pairing, raw_score, relaxed, simulation_cell
