 id|age|user  |formula|calculator  |energy|natoms| fmax|pbc|  volume|charge|   mass| smax|magmom|mutation|extinct|generation|origin                    |gaid|description|relaxed|pairing|raw_score|simulation_cell
121|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 120| rattle    |      0|       |         |               
123|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 123| 112 91    |      0|      1|         |               
125|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 125| 112 106   |      0|      1|         |               
127|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 127| 91 106    |      0|      1|         |               
129|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 129| 9 125     |      0|      1|         |               
131|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 131| 125 106   |      0|      1|         |               
133|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 133| 91 9      |      0|      1|         |               
135|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 135| 125 106   |      0|      1|         |               
137|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 137| 9 11      |      0|      1|         |               
139|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 139| 135 9     |      0|      1|         |               
141|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 141| 9 135     |      0|      1|         |               
143|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 143| 135 11    |      0|      1|         |               
145|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 145| 143 135   |      0|      1|         |               
147|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 147| 11 135    |      0|      1|         |               
149|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 149| 143 11    |      0|      1|         |               
151|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 151| 143 135   |      0|      1|         |               
153|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 153| 135 143   |      0|      1|         |               
155|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 155| 9 135     |      0|      1|         |               
157|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 157| 9 125     |      0|      1|         |               
159|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 159| 125 143   |      0|      1|         |               
161|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 161| 9 135     |      0|      1|         |               
163|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 163| 143 135   |      0|      1|         |               
165|14h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 165| 125 9     |      0|      1|         |               
167|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 167| 11 125    |      0|      1|         |               
169|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 169| 125 135   |      0|      1|         |               
170|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 169| rattle    |      0|       |         |               
172|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 172| 11 9      |      0|      1|         |               
174|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 174| 135 172   |      0|      1|         |               
175|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 174| rattle    |      0|       |         |               
177|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 177| 125 172   |      0|      1|         |               
179|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 179| 125 135   |      0|      1|         |               
180|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 179| rattle    |      0|       |         |               
182|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 182| 179 172   |      0|      1|         |               
184|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 184| 135 172   |      0|      1|         |               
186|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 186| 11 135    |      0|      1|         |               
188|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 188| 172 179   |      0|      1|         |               
190|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 190| 9 143     |      0|      1|         |               
192|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 192| 11 135    |      0|      1|         |               
194|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 194| 11 172    |      0|      1|         |               
195|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 194| rattle    |      0|       |         |               
197|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 197| 172 135   |      0|      1|         |               
198|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |       1|      0|          |RattleMutation            | 197| rattle    |      0|       |         |               
200|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 200| 143 172   |      0|      1|         |               
202|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 202| 135 9     |      0|      1|         |               
204|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 204| 11 9      |      0|      1|         |               
206|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 206| 179 143   |      0|      1|         |               
208|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 208| 172 9     |      0|      1|         |               
210|13h|liljav|Na7    |            |      |     7|     |FFF|4096.000| 0.000|160.928|     |      |        |      0|         0|CutAndSplicePairing       | 210| 208 172   |      0|      1|         |               
Rows: 211
Keys: description, extinct, gaid, generation, mutation, origin, pairing, raw_score, relaxed, simulation_cell
