Radial distance r (atomic units), theoretical hydrogen ground state wavefunction (atomic units), calculated hydrogen ground state wavefunction (atomic units) with 10000 points
0.138, 0.4914648081250573, 0.4914684522105249
0.139, 0.4909735889674459, 0.4909772294566935
0.14, 0.49048286078346454, 0.4904864976797638
0.14100000000000001, 0.4899926230823847, 0.48999625638900274
0.14200000000000002, 0.48950287537396886, 0.48950650509417254
0.14300000000000002, 0.48901361716846914, 0.48901724330552204
0.14400000000000002, 0.4885248479766274, 0.4885284705337876
0.145, 0.4880365673096743, 0.4880401862902009
0.146, 0.4875487746793292, 0.4875523900864707
0.147, 0.4870614695977994, 0.48706508143481325
0.148, 0.4865746515777798, 0.48657825984791025
0.149, 0.48608832013245223, 0.4860919248389463
0.15, 0.4856024747754854, 0.48560607592158456
0.151, 0.4851171150210338, 0.48512071260997736
0.152, 0.4846322403837376, 0.48463583441876323
0.153, 0.4841478503787222, 0.48415144086306316
0.154, 0.48366394452159756, 0.4836675314584836
0.155, 0.4831805223284577, 0.48318410572111914
0.156, 0.4826975833158804, 0.4827011631675406
0.157, 0.4822151270009267, 0.4822187033148115
0.158, 0.4817331529011402, 0.4817367256804642
0.159, 0.4812516605345467, 0.48125522978252866
0.16, 0.4807706494196539, 0.480774215139504
0.161, 0.4802901190754505, 0.4802936812703807
0.162, 0.47981006902140627, 0.47981362769462205
0.163, 0.479330498777471, 0.4793340539321791
0.164, 0.4788514078640745, 0.47885495950347534
0.165, 0.47837279580212577, 0.47837634392941575
0.166, 0.4778946621130126, 0.4778982067313902
0.167, 0.47741700631860146, 0.4774205474312588
0.168, 0.4769398279412364, 0.4769433655513634
0.169, 0.47646312650373907, 0.47646666061451864
0.17, 0.4759869015294079, 0.4759904321440273
0.171, 0.4755111525420179, 0.4755146796636563
0.17200000000000001, 0.4750358790658201, 0.4750394026976566
0.17300000000000001, 0.47456108062554103, 0.4745646007707537
0.17400000000000002, 0.474086756746382, 0.47409027340813936
0.17500000000000002, 0.4736129069540193, 0.4736164201354928
0.176, 0.473139530774603, 0.47314304047895783
0.177, 0.4726666277347569, 0.47267013396515567
0.178, 0.47219419736157797, 0.47219770012118384
0.179, 0.47172223918263567, 0.47172573847460586
0.18, 0.4712507527259719, 0.4712542485534653
0.181, 0.47077973752010016, 0.4707832298862675
0.182, 0.4703091930940051, 0.4703126820019928
0.183, 0.46983911897714237, 0.4698426044301022
0.184, 0.46936951469943783, 0.4693729967005089
0.185, 0.468900379791287, 0.4689038583436147
0.186, 0.468431713783555, 0.46843518889027597
0.187, 0.467963516207576, 0.4679669878718224
0.188, 0.46749578659515206, 0.46749925482006066
0.189, 0.46702852447855375, 0.46703198926725203
0.19, 0.46656172939051876, 0.4665651907461357
0.191, 0.4660954008642521, 0.46609885878991153
0.192, 0.46562953843342514, 0.4656329929322456
0.193, 0.4651641416321754, 0.4651675927072786
0.194, 0.4646992099951061, 0.46470265764960667
0.195, 0.46423474305728546, 0.4642381872942945
0.196, 0.46377074035424654, 0.4637741811768757
0.197, 0.4633072014219867, 0.4633106388333418
0.198, 0.4628441257969669, 0.46284755980015396
0.199, 0.46238151301611136, 0.46238494361423405
0.2, 0.46191936261680744, 0.46192278981296286
0.201, 0.46145767413690464, 0.4614610979341861
0.202, 0.4609964471147144, 0.46099986751621747
0.203, 0.4605356810890097, 0.4605390980978203
0.20400000000000001, 0.4600753755990245, 0.4600787892182377
0.20500000000000002, 0.4596155301844532, 0.4596189404171492
0.20600000000000002, 0.4591561443854504, 0.4591595512347118
0.20700000000000002, 0.4586972177426303, 0.45870062121153404
0.20800000000000002, 0.458238749797066, 0.4582421498886891
0.209, 0.45778074009028985, 0.4577841368077064
0.21, 0.4573231881642919, 0.45732658151057237
0.211, 0.4568660935615202, 0.45686948353973256
0.212, 0.45640945582488013, 0.4564128424380891
0.213, 0.455953274497734, 0.45595665774900207
0.214, 0.4554975491239002, 0.45550092901628736
0.215, 0.4550422792476536, 0.4550456557842152
0.216, 0.45458746441372416, 0.45459083759751534
0.217, 0.454133104167297, 0.4541364740013696
0.218, 0.45367919805401186, 0.45368256454141287
0.219, 0.4532257456199626, 0.4532291087637388
0.22, 0.4527727464116967, 0.45277610621489256
0.221, 0.4523201999762149, 0.4523235564418695
0.222, 0.4518681058609708, 0.45187145899212267
0.223, 0.4514164636138703, 0.45141981341355386
0.224, 0.4509652727832709, 0.45096861925451803
0.225, 0.450514532917982, 0.45051787606382504
0.226, 0.45006424356726343, 0.4500675833907257
0.227, 0.44961440428082605, 0.449617740784933
0.228, 0.44916501460883035, 0.44916834779660375
0.229, 0.4487160741018867, 0.4487194039763478
0.23, 0.44826758231105457, 0.4482709088752179
0.231, 0.44781953878784203, 0.4478228620447219
0.232, 0.4473719430842057, 0.44737526303681346
0.233, 0.44692479475254965, 0.4469281114038921
0.234, 0.44647809334572564, 0.4464814066988088
0.23500000000000001, 0.4460318384170322, 0.4460351484748615
0.23600000000000002, 0.44558602952021426, 0.44558933628578773
0.23700000000000002, 0.445140666209463, 0.4451439696857756
0.23800000000000002, 0.4446957480394151, 0.4446990482294605
0.23900000000000002, 0.4442512745651523, 0.44425457147192343
0.24, 0.44380724534220106, 0.443810538968684
0.241, 0.44336365992653215, 0.44336695027571604
0.242, 0.4429205178745601, 0.4429238049494253
0.243, 0.44247781874314285, 0.44248110254667117
0.244, 0.44203556208958117, 0.4420388426247466
0.245, 0.44159374747161845, 0.441597024741398
0.246, 0.44115237444744004, 0.44115564845480587
0.247, 0.4407114425756728, 0.4407147133235931
0.248, 0.44027095141538486, 0.4402742189068271
0.249, 0.43983090052608503, 0.4398341647640083
0.25, 0.4393912894677224, 0.43939455045509185
0.251, 0.43895211780068577, 0.4389553755404582
0.252, 0.4385133850858036, 0.43851663958093673
0.253, 0.4380750908843431, 0.43807834213778707
0.254, 0.4376372347580099, 0.4376404827727153
0.255, 0.437199816268948, 0.4372030610478595
0.256, 0.4367628349797388, 0.4367660765258053
0.257, 0.4363262904534009, 0.4363295287695652
0.258, 0.4358901822533898, 0.4358934173425903
0.259, 0.43545450994359736, 0.4354577418087749
0.26, 0.4350192730883511, 0.4350225017324382
0.261, 0.43458447125241423, 0.43458769667834274
0.262, 0.4341501040009848, 0.4341533262116838
0.263, 0.43371617089969555, 0.43371938989809183
0.264, 0.4332826715146133, 0.43328588730363327
0.265, 0.43284960541223877, 0.43285281799480463
0.266, 0.4324169721595057, 0.4324201815385361
0.267, 0.4319847713237807, 0.4319879775021892
0.268, 0.43155300247286316, 0.431556205453565
0.269, 0.431121665174984, 0.4311248649608884
0.27, 0.43069075899880593, 0.4306939555928241
0.271, 0.43026028351342277, 0.4302634769184595
0.272, 0.42983023828835903, 0.429833428507318
0.273, 0.42940062289356934, 0.42940380992935195
0.274, 0.42897143689943834, 0.42897462075494025
0.275, 0.42854267987677996, 0.42854586055489846
0.276, 0.4281143513968372, 0.4281175289004638
0.277, 0.4276864510312815, 0.4276896253633094
0.278, 0.4272589783522125, 0.4272621495155231
0.279, 0.42683193293215743, 0.4268351009296397
0.28, 0.42640531434407086, 0.4264084791786029
0.281, 0.42597912216133416, 0.42598228383579795
0.28200000000000003, 0.4255533559577552, 0.4255565144750266
0.28300000000000003, 0.4251280153075675, 0.4251311706705195
0.28400000000000003, 0.4247030997854307, 0.4247062519969338
0.28500000000000003, 0.42427860896642894, 0.42428175802935164
0.28600000000000003, 0.4238545424260716, 0.4238576883432811
0.28700000000000003, 0.42343089974029197, 0.4234340425146503
0.28800000000000003, 0.42300768048544735, 0.42301082011981594
0.289, 0.42258488423831847, 0.42258802073555446
0.29, 0.42216251057610915, 0.4221656439390674
0.291, 0.4217405590764455, 0.42174368930798
0.292, 0.421319029317376, 0.42132215642033816
0.293, 0.42089792087737105, 0.42090104485460716
0.294, 0.420477233335322, 0.42048035418967683
0.295, 0.4200569662705413, 0.4200600840048569
0.296, 0.41963711926276187, 0.41964023387988053
0.297, 0.4192176918921367, 0.4192208033948967
0.298, 0.41879868373923834, 0.41880179213047397
0.299, 0.4183800943850587, 0.4183831996676026
0.3, 0.41796192341100824, 0.41796502558769105
0.301, 0.417544170398916, 0.4175472694725635
0.302, 0.41712683493102903, 0.4171299309044687
0.303, 0.41670991659001166, 0.41671300946606527
0.304, 0.4162934149589456, 0.4162965047404337
0.305, 0.41587732962132934, 0.4158804163110677
0.306, 0.41546166016107716, 0.41546474376187864
0.307, 0.4150464061625199, 0.415049486677199
0.308, 0.41463156721040334, 0.4146346446417701
0.309, 0.41421714288988853, 0.4142202172407484
0.31, 0.4138031327865512, 0.4138062040597091
0.311, 0.41338953648638105, 0.4133926046846359
0.312, 0.41297635357578194, 0.41297941870193666
0.313, 0.41256358364157075, 0.4125666456984215
0.314, 0.4121512262709776, 0.4121542852613186
0.315, 0.41173928105164503, 0.41174233697826873
0.316, 0.4113277475716278, 0.41133080043732234
0.317, 0.4109166254193925, 0.41091967522694606
0.318, 0.4105059141838168, 0.41050896093601363
0.319, 0.41009561345418954, 0.4100986571538099
0.32, 0.40968572282020993, 0.4096887634700354
0.321, 0.4092762418719872, 0.40927927947479287
0.322, 0.40886717020004054, 0.4088702047586001
0.323, 0.4084585073952981, 0.408461538912385
0.324, 0.40805025304909703, 0.40805328152748005
0.325, 0.40764240675318314, 0.40764543219562915
0.326, 0.40723496809970994, 0.40723799050898374
0.327, 0.40682793668123873, 0.4068309560601016
0.328, 0.4064213120907381, 0.40642432844194837
0.329, 0.40601509392158347, 0.4060181072478978
0.33, 0.40560928176755656, 0.4056122920717311
0.331, 0.40520387522284523, 0.40520688250763087
0.332, 0.4047988738820429, 0.40480187815018887
0.333, 0.4043942773401482, 0.40439727859440217
0.334, 0.4039900851925645, 0.40399308343566853
0.335, 0.4035862970350997, 0.4035892922697974
0.336, 0.40318291246396554, 0.40318590469299426
0.337, 0.4027799310757774, 0.4027829203018766
0.338, 0.402377352467554, 0.40238033869345696
0.339, 0.4019751762367166, 0.40197815946515286
0.34, 0.4015734019810888, 0.40157638221478853
0.341, 0.40117202929889656, 0.40117500654058785
0.342, 0.40077105778876704, 0.40077403204117473
0.343, 0.4003704870497287, 0.4003734583155714
0.34400000000000003, 0.3999703166812107, 0.39997328496320916
0.34500000000000003, 0.39957054628304284, 0.3995735115839133
0.34600000000000003, 0.3991711754554545, 0.39917413777791105
0.34700000000000003, 0.39877220379907485, 0.39877516314583267
0.34800000000000003, 0.3983736309149322, 0.3983765872886976
0.34900000000000003, 0.3979754564044537, 0.3979784098079335
0.35000000000000003, 0.39757767986946485, 0.39758063030536334
0.35100000000000003, 0.39718030091218887, 0.3971832483832068
0.352, 0.396783319135247, 0.3967862636440846
0.353, 0.39638673414165737, 0.39638967569101285
0.354, 0.39599054553483476, 0.39599348412740215
0.355, 0.3955947529185908, 0.39559768855706173
0.356, 0.3951993558971327, 0.3952022885841996
0.357, 0.3948043540750634, 0.39480728381341046
0.358, 0.39440974705738113, 0.394412673849695
0.359, 0.39401553444947873, 0.3940184582984409
0.36, 0.3936217158571436, 0.3936246367654346
0.361, 0.3932282908865572, 0.39323120885685503
0.362, 0.3928352591442944, 0.39283817417927663
0.363, 0.3924426202373235, 0.39244553233965895
0.364, 0.39205037377300556, 0.3920532829453678
0.365, 0.39165851935909407, 0.3916614256041517
0.366, 0.39126705660373456, 0.391269959924153
0.367, 0.3908759851154642, 0.3908788855139076
0.368, 0.39048530450321156, 0.39048820198234097
0.369, 0.390095014376296, 0.3900979089387685
0.37, 0.38970511434442734, 0.3897080059928997
0.371, 0.38931560401770543, 0.38931849275483216
0.372, 0.38892648300662, 0.3889293688350514
0.373, 0.38853775092205, 0.3885406338444358
0.374, 0.3881494073752634, 0.3881522873942477
0.375, 0.3877614519779164, 0.38776432909614367
0.376, 0.38737388434205366, 0.3873767585621659
0.377, 0.38698670408010766, 0.38698957540474177
0.378, 0.3865999108048979, 0.38660277923669345
0.379, 0.3862135041296312, 0.38621636967122297
0.38, 0.38582748366790076, 0.3858303463219162
0.381, 0.3854418490336862, 0.385444708802756
0.382, 0.38505659984135276, 0.3850594567281049
0.383, 0.3846717357056513, 0.3846745897127086
0.384, 0.38428725624171756, 0.38429010737170466
0.385, 0.3839031610650721, 0.38390600932060615
0.386, 0.38351944979161967, 0.383522295175319
0.387, 0.383136122037649, 0.3831389645521266
0.388, 0.38275317741983234, 0.38275601706770107
0.389, 0.382370615555225, 0.38237345233909686
0.39, 0.381988436061265, 0.3819912699837458
0.391, 0.3816066385557729, 0.38160946961947123
0.392, 0.38122522265695125, 0.3812280508644668
0.393, 0.380844187983384, 0.38084701333731835
0.394, 0.38046353415403644, 0.38046635665698997
0.395, 0.3800832607882548, 0.3800860804428203
0.396, 0.37970336750576544, 0.37970618431453856
0.397, 0.3793238539266754, 0.3793266678922459
0.398, 0.37894471967147086, 0.3789475307964281
0.399, 0.3785659643610175, 0.3785687726479494
0.4, 0.3781875876165602, 0.3781903930680494
0.401, 0.3778095890597219, 0.3778123916783489
0.402, 0.37743196831250414, 0.37743476810085025
0.403, 0.3770547249972862, 0.3770575219579284
0.404, 0.3766778587368247, 0.3766806528723364
0.405, 0.3763013691542533, 0.37630416046720616
0.406, 0.3759252558730824, 0.37592804436605026
0.40700000000000003, 0.3755495185171987, 0.37555230419274965
0.40800000000000003, 0.37517415671086485, 0.37517693957156206
0.40900000000000003, 0.3747991700787189, 0.374801950127126
0.41000000000000003, 0.3744245582457743, 0.3744273354844525
0.41100000000000003, 0.3740503208374192, 0.37405309526892583
0.41200000000000003, 0.37367645747941597, 0.3736792291063094
0.41300000000000003, 0.3733029677979015, 0.373305736622733
0.41400000000000003, 0.37292985141938584, 0.37293261744470857
0.41500000000000004, 0.37255710797075275, 0.37255987119911443
0.41600000000000004, 0.3721847370792587, 0.3721874975132064
0.417, 0.3718127383725327, 0.3718154960146113
0.418, 0.37144111147857606, 0.3714438663313259
0.419, 0.3710698560257618, 0.3710726080917234
0.42, 0.37069897164283455, 0.37070172092454556
0.421, 0.3703284579589098, 0.37033120445890705
0.422, 0.36995831460347395, 0.3699610583242893
0.423, 0.3695885412063834, 0.36959128215054665
0.424, 0.36921913739786494, 0.36922187556790265
0.425, 0.36885010280851466, 0.3688528382069528
0.426, 0.36848143706929787, 0.3684841696986628
0.427, 0.36811313981154886, 0.36811586967436
0.428, 0.3677452106669704, 0.3677479377657478
0.429, 0.36737764926763317, 0.3673803736048932
0.43, 0.3670104552459759, 0.36701317682423334
0.431, 0.36664362823480445, 0.36664634705657057
0.432, 0.36627716786729175, 0.3662798839350772
0.433, 0.36591107377697746, 0.36591378709329014
0.434, 0.3655453455977674, 0.36554805616511243
0.435, 0.3651799829639335, 0.3651826907848135
0.436, 0.3648149855101129, 0.36481769058702856
0.437, 0.3644503528713083, 0.3644530552067582
0.438, 0.36408608468288683, 0.36408878427936825
0.439, 0.3637221805805804, 0.3637248774405867
0.44, 0.363358640200485, 0.36336133432650713
0.441, 0.3629954631790599, 0.3629981545735861
0.442, 0.3626326491531283, 0.3626353378186445
0.443, 0.36227019775987607, 0.3622728836988705
0.444, 0.3619081086368518, 0.3619107918518059
0.445, 0.3615463814219663, 0.3615490619153606
0.446, 0.36118501575349243, 0.3611876935278034
0.447, 0.36082401127006436, 0.3608266863277665
0.448, 0.36046336761067765, 0.36046603995424625
0.449, 0.3601030844146885, 0.36010575404659406
0.45, 0.3597431613218139, 0.3597458282445258
0.451, 0.3593835979721305, 0.3593862621881156
0.452, 0.3590243940060751, 0.3590270555177969
0.453, 0.35866554906444353, 0.358668207874365
0.454, 0.358307062788391, 0.3583097188989736
0.455, 0.35794893481943113, 0.35795158823313245
0.456, 0.3575911647994358, 0.3575938155187113
0.457, 0.35723375237063515, 0.3572364003979359
0.458, 0.35687669717561665, 0.35687934251339853
0.459, 0.356519998857325, 0.3565226415080324
0.46, 0.35616365705906194, 0.3561662970251432
0.461, 0.35580767142448566, 0.3558103087083869
0.462, 0.3554520415976104, 0.355454676201771
0.463, 0.3550967672228064, 0.3550993991496682
0.464, 0.35474184794479924, 0.35474447719679986
0.465, 0.35438728340866954, 0.35438990998824316
0.466, 0.3540330732598527, 0.3540356971694331
0.467, 0.3536792171441388, 0.35368183838615924
0.468, 0.35332571470767143, 0.35332833328455804
0.46900000000000003, 0.35297256559694823, 0.3529751815111309
0.47000000000000003, 0.35261976945882, 0.35262238271272134
0.47100000000000003, 0.3522673259404906, 0.3522699365365314
0.47200000000000003, 0.3519152346895165, 0.3519178426301189
0.47300000000000003, 0.3515634953538065, 0.3515661006413871
0.47400000000000003, 0.3512121075816211, 0.35121471021859496
0.47500000000000003, 0.35086107102157255, 0.3508636710103522
0.47600000000000003, 0.35051038532262424, 0.3505129826656235
0.47700000000000004, 0.3501600501340905, 0.3501626448337168
0.47800000000000004, 0.34981006510563606, 0.34981265716429755
0.47900000000000004, 0.3494604298872759, 0.34946301930737506
0.48, 0.3491111441293747, 0.3491137309133128
0.481, 0.34876220748264675, 0.34876479163282686
0.482, 0.3484136195981553, 0.3484162011169754
0.483, 0.34806538012731253, 0.34806795901716747
0.484, 0.3477174887218789, 0.34772006498516506
0.485, 0.347369945033963, 0.3473725186730692
0.486, 0.347022748716021, 0.3470253197333369
0.487, 0.3466758994208567, 0.3466784678187672
0.488, 0.34632939680162067, 0.3463319625825135
0.489, 0.3459832405118103, 0.3459858036780681
0.49, 0.3456374302052693, 0.34563999075926977
0.491, 0.3452919655361873, 0.34529452348031
0.492, 0.3449468461590996, 0.3449494014957229
0.493, 0.3446020717288868, 0.3446046244603834
0.494, 0.34425764190077446, 0.34426019202951513
0.495, 0.34391355633033266, 0.3439161038586889
0.496, 0.3435698146734759, 0.34357235960381366
0.497, 0.34322641658646247, 0.3432289589211452
0.498, 0.3428833617258942, 0.3428859014672883
0.499, 0.34254064974871623, 0.3425431868991804
0.5, 0.34219828031221655, 0.3422008148741109
0.501, 0.3418562530740257, 0.3418587850497058
0.502, 0.3415145676921164, 0.3415170970839345
0.503, 0.34117322382480325, 0.3411757506351127
0.504, 0.34083222113074235, 0.340834745361894
0.505, 0.340491559268931, 0.34049408092327216
0.506, 0.3401512378987073, 0.34015375697858374
0.507, 0.3398112566797498, 0.33981377318750505
0.508, 0.33947161527207736, 0.33947412921005465
0.509, 0.3391323133360485, 0.33913482470658496
0.51, 0.33879335053236115, 0.3387958593377951
0.511, 0.33845472652205266, 0.33845723276471945
0.512, 0.3381164409664988, 0.33811894464873044
0.513, 0.3377784935274142, 0.3377809946515422
0.514, 0.3374408838668511, 0.33744338243520405
0.515, 0.33710361164720015, 0.3371061076621043
0.516, 0.33676667653118886, 0.3367691699949687
0.517, 0.3364300781818822, 0.3364325690968599
0.518, 0.33609381626268175, 0.3360963046311775
0.519, 0.3357578904373256, 0.3357603762616557
0.52, 0.33542230036988785, 0.3354247836523705
0.521, 0.3350870457247783, 0.3350895264677261
0.522, 0.33475212616674255, 0.33475460437246646
0.523, 0.3344175413608608, 0.3344200170316726
0.524, 0.3340832909725483, 0.3340857641107531
0.525, 0.33374937466755467, 0.3337518452754608
0.526, 0.3334157921119634, 0.3334182601918742
0.527, 0.3330825429721921, 0.33308500852640804
0.528, 0.3327496269149915, 0.33275208994581235
0.529, 0.3324170436074455, 0.33241950411716753
0.53, 0.33208479271697094, 0.33208725070789086
0.531, 0.3317528739113167, 0.3317553293857257
0.532, 0.331421286858564, 0.3314237398187538
0.533, 0.33109003122712577, 0.33109248167538374
0.534, 0.33075910668574643, 0.33076155462435963
0.535, 0.3304285129035012, 0.3304309583347546
0.536, 0.3300982495497965, 0.33010069247597107
0.537, 0.32976831629436887, 0.3297707567177467
0.538, 0.32943871280728504, 0.32944115073014235
0.539, 0.3291094387589414, 0.3291118741835572
0.54, 0.32878049382006397, 0.3287829267487082
0.541, 0.3284518776617078, 0.328454308096654
0.542, 0.32812358995525664, 0.32812601789877405
0.543, 0.32779563037242276, 0.32779805582678034
0.544, 0.32746799858524656, 0.3274704215527107
0.545, 0.32714069426609627, 0.32714311474893043
0.546, 0.32681371708766743, 0.3268161350881304
0.547, 0.326487066722983, 0.3264894822433389
0.548, 0.3261607428453924, 0.32616315588789585
0.549, 0.32583474512857197, 0.3258371556954784
0.55, 0.32550907324652373, 0.3255114813400874
0.551, 0.3251837268735759, 0.3251861324960476
0.552, 0.32485870568438197, 0.32486110883801195
0.553, 0.32453400935392085, 0.3245364100409555
0.554, 0.32420963755749616, 0.3242120357801805
0.555, 0.32388558997073597, 0.3238879857313133
0.556, 0.32356186626959277, 0.3235642595703049
0.557, 0.32323846613034285, 0.32324085697342786
0.558, 0.32291538922958596, 0.3229177776172798
0.559, 0.3225926352442452, 0.3225950211787848
0.56, 0.3222702038515666, 0.3222725873351831
0.561, 0.3219480947291187, 0.3219504757640417
0.562, 0.32162630755479227, 0.32162868614325313
0.5630000000000001, 0.32130484200680026, 0.3213072181510233
