Radial distance r (a.u.), Calculated helium wavefunction
0.005, 1.3279392025927106
0.01, 1.314746306999111
0.015, 1.3016978704178874
0.02, 1.2887923078466348
0.025, 1.276028045583262
0.03, 1.2634035214802266
0.035, 1.25091718517907
0.04, 1.238567498326141
0.045, 1.2263529347703497
0.05, 1.2142719807436921
0.055, 1.202323135025479
0.06, 1.1905049090908868
0.065, 1.1788158272446034
0.07, 1.1672544267402893
0.075, 1.1558192578864905
0.08, 1.1445088841396351
0.085, 1.133321882184816
0.09, 1.122256842004788
0.095, 1.1113123669379419
0.1, 1.1004870737256467
0.105, 1.0897795925496
0.11, 1.07918856705957
0.115, 1.068712654392136
0.12, 1.0583505251807963
0.125, 1.0481008635579576
0.13, 1.037962367149157
0.135, 1.0279337470600047
0.14, 1.0180137278561834
0.145, 1.0082010475368957
0.15, 0.9984944575021143
0.155, 0.9888927225140367
0.16, 0.9793946206529366
0.165, 0.9699989432679019
0.17, 0.9607044949226259
0.17500000000000002, 0.9515100933365943
0.18, 0.9424145693219763
0.185, 0.9334167667164021
0.19, 0.9245155423119813
0.195, 0.9157097657807144
0.2, 0.9069983195965814
0.20500000000000002, 0.8983800989545323
0.21, 0.889854011686544
0.215, 0.8814189781750243
0.22, 0.8730739312636552
0.225, 0.8648178161659779
0.23, 0.8566495903717697
0.23500000000000001, 0.8485682235515121
0.24, 0.8405726974589839
0.245, 0.8326620058322391
0.25, 0.8248351542930429
0.255, 0.817091160244955
0.26, 0.809429052770145
0.265, 0.8018478725251138
0.27, 0.7943466716354136
0.275, 0.7869245135894815
0.28, 0.7795804731317079
0.28500000000000003, 0.7723136361548428
0.29, 0.7651230995918159
0.295, 0.7580079713071087
0.3, 0.750967369987712
0.305, 0.7440004250338071
0.31, 0.7371062764492122
0.315, 0.7302840747316925
0.32, 0.723532980763179
0.325, 0.7168521657000225
0.33, 0.710240810863263
0.335, 0.703698107629057
0.34, 0.6972232573192598
0.34500000000000003, 0.6908154710922652
0.35000000000000003, 0.6844739698341066
0.355, 0.6781979840499214
0.36, 0.6719867537557643
0.365, 0.6658395283708839
0.37, 0.659755566610422
0.375, 0.6537341363786501
0.38, 0.6477745146627277
0.385, 0.6418759874270413
0.39, 0.6360378495081361
0.395, 0.6302594045102988
0.4, 0.6245399647017871
0.405, 0.618878850911754
0.41000000000000003, 0.613275392427874
0.41500000000000004, 0.6077289268947159
0.42, 0.6022388002128524
0.425, 0.5968043664387543
0.43, 0.5914249876854797
0.435, 0.586100034024142
0.44, 0.580828883386224
0.445, 0.5756109214667233
0.45, 0.5704455416281217
0.455, 0.5653321448052486
0.46, 0.5602701394109736
0.465, 0.5552589412427992
0.47000000000000003, 0.5502979733903279
0.47500000000000003, 0.5453866661436207
0.48, 0.5405244569024544
0.485, 0.5357107900864745
0.49, 0.530945117046261
0.495, 0.5262268959753039
0.5, 0.5215555918228828
0.505, 0.5169306762078661
0.51, 0.5123516273334345
0.515, 0.5078179299026928
0.52, 0.5033290750352423
0.525, 0.49888456018461746
0.53, 0.49448388905669216
0.535, 0.49012657152895683
0.54, 0.4858121235707202
0.545, 0.4815400671642408
0.55, 0.4773099302267354
0.555, 0.4731212465333084
0.56, 0.4689735556407748
0.5650000000000001, 0.46486640281239217
0.5700000000000001, 0.4607993389434643
0.5750000000000001, 0.4567719204878455
0.58, 0.4527837093853336
0.585, 0.44883427298992024
0.59, 0.4449231839989301
0.595, 0.44105002038302576
0.6, 0.43721436531706703
0.605, 0.4334158071118239
0.61, 0.42965393914654776
0.615, 0.4259283598023748
0.62, 0.422238672396572
0.625, 0.4185844851176069
0.63, 0.4149654109610441
0.635, 0.41138106766625077
0.64, 0.4078310776539181
0.645, 0.40431506796437183
0.65, 0.40083267019669394
0.655, 0.397383520448611
0.66, 0.39396725925717596
0.665, 0.3905835315402112
0.67, 0.387231986538519
0.675, 0.38391227775885145
0.68, 0.38062406291762246
0.685, 0.3773670038853621
0.6900000000000001, 0.3741407666319033
0.6950000000000001, 0.3709450211722987
0.7000000000000001, 0.367779441513447
0.705, 0.3646437056014317
0.71, 0.3615374952695669
0.715, 0.35846049618711945
0.72, 0.35541239780874473
0.725, 0.35239289332456947
0.73, 0.34940167961097407
0.735, 0.3464384571820129
0.74, 0.34350293014150546
0.745, 0.34059480613576765
0.75, 0.33771379630698845
0.755, 0.33485961524722424
0.76, 0.33203198095303865
0.765, 0.3292306147807359
0.77, 0.3264552414022229
0.775, 0.3237055887614595
0.78, 0.3209813880315097
0.785, 0.31828237357217387
0.79, 0.3156082828882098
0.795, 0.31295885658810957
0.8, 0.3103338383434585
0.805, 0.30773297484883844
0.81, 0.3051560157822913
0.8150000000000001, 0.30260271376631315
0.8200000000000001, 0.3000728243294002
0.8250000000000001, 0.297566105868109
0.8300000000000001, 0.2950823196096495
0.835, 0.2926212295749841
0.84, 0.29018260254244566
0.845, 0.2877662080118503
0.85, 0.2853718181691054
0.855, 0.2829992078513048
0.86, 0.2806481545123178
0.865, 0.2783184381888318
0.87, 0.2760098414668863
0.875, 0.27372214944885614
0.88, 0.2714551497208955
0.885, 0.2692086323208287
0.89, 0.2669823897064922
0.895, 0.2647762167245061
0.9, 0.26258991057948605
0.905, 0.26042327080367256
0.91, 0.2582760992269893
0.915, 0.2561481999475043
0.92, 0.2540393793023157
0.925, 0.2519494458388224
0.93, 0.24987821028640886
0.935, 0.24782548552851041
0.9400000000000001, 0.24579108657506873
0.9450000000000001, 0.2437748305353671
0.9500000000000001, 0.24177653659124462
0.9550000000000001, 0.23979602597067728
0.96, 0.23783312192172507
0.965, 0.23588764968683984
0.97, 0.2339594364775261
0.975, 0.2320483114493578
0.98, 0.2301541056773291
0.985, 0.22827665213155704
0.99, 0.22641578565330972
0.995, 0.22457134293137485
1.0, 0.22274316247874434
1.0050000000000001, 0.22093108460962355
1.01, 0.2191349514167634
1.0150000000000001, 0.21735460674909535
1.02, 0.21558989618967753
1.025, 0.21384066703394813
1.03, 0.21210676826826946
1.035, 0.21038805054877494
1.04, 0.2086843661805024
1.045, 0.20699556909681285
1.05, 0.20532151483909594
1.055, 0.20366206053674665
1.06, 0.20201706488742086
1.065, 0.20038638813756424
1.07, 0.19876989206319978
1.075, 0.1971674399509818
1.08, 0.19557889657951164
1.085, 0.19400412820089913
1.09, 0.1924430025225915
1.095, 0.19089538868942882
1.1, 0.18936115726596367
1.105, 0.18784018021900994
1.11, 0.1863323309004295
1.115, 0.18483748403015937
1.12, 0.18335551567946037
1.125, 0.18188630325440155
1.1300000000000001, 0.18042972547956043
1.135, 0.1789856623819512
1.1400000000000001, 0.1775539952751636
1.145, 0.17613460674372244
1.1500000000000001, 0.17472738062765375
1.155, 0.17333220200726168
1.16, 0.17194895718810752
1.165, 0.1705775336861951
1.17, 0.16921782021335374
1.175, 0.16786970666281537
1.18, 0.16653308409498854
1.185, 0.16520784472342365
1.19, 0.16389388190096146
1.195, 0.16259109010607087
1.2, 0.16129936492937028
1.205, 0.160018603060328
1.21, 0.15874870227413615
1.215, 0.15748956141876697
1.22, 0.15624108040219414
1.225, 0.15500316017979135
1.23, 0.15377570274189142
1.235, 0.15255861110151456
1.24, 0.15135178928225893
1.245, 0.1501551423063538
1.25, 0.14896857618286108
1.2550000000000001, 0.14779199789604827
1.26, 0.14662531539390106
1.2650000000000001, 0.14546843757679642
1.27, 0.14432127428631808
1.2750000000000001, 0.1431837362942252
1.28, 0.14205573529156273
1.285, 0.14093718387791515
1.29, 0.1398279955508018
1.295, 0.13872808469521036
1.3, 0.1376373665732675
1.305, 0.13655575731404532
1.31, 0.13548317390349998
1.315, 0.13441953417453945
1.32, 0.1333647567972272
1.325, 0.13231876126910433
1.33, 0.131281467905645
1.335, 0.13025279783083127
1.34, 0.12923267296785235
1.345, 0.1282210160299212
1.35, 0.12721775051121403
1.355, 0.1262228006779243
1.36, 0.12523609155943183
1.365, 0.12425754893958624
1.37, 0.12328709934810293
1.375, 0.12232467005206832
1.3800000000000001, 0.12137018904755542
1.385, 0.12042358505134712
1.3900000000000001, 0.11948478749276248
1.395, 0.11855372650559129
1.4000000000000001, 0.11763033292012805
1.405, 0.11671453825531211
1.41, 0.11580627471096071
1.415, 0.11490547516010967
1.42, 0.11401207314144375
1.425, 0.11312600285182575
1.43, 0.11224719913892273
