Radial distance r (a.u.), Calculated helium wavefunction
0.006666666666666667, 1.2756751068539196
0.013333333333333334, 1.2587984224149311
0.02, 1.2421585430358573
0.02666666666666667, 1.225752775904847
0.03333333333333333, 1.2095784086897952
0.04, 1.1936327132504942
0.04666666666666667, 1.1779129491241365
0.05333333333333334, 1.1624163667952072
0.060000000000000005, 1.1471402107602824
0.06666666666666667, 1.1320817223979769
0.07333333333333333, 1.117238142653642
0.08, 1.1026067145482215
0.08666666666666667, 1.0881846855200843
0.09333333333333334, 1.0739693096084404
0.1, 1.0599578494864483
0.10666666666666667, 1.0461475783517917
0.11333333333333334, 1.0325357816821972
0.12000000000000001, 1.0191197588630323
0.12666666666666668, 1.0058968246936872
0.13333333333333333, 0.9928643107792687
0.14, 0.9800195668138465
0.14666666666666667, 0.9673599617609984
0.15333333333333335, 0.9548828849374255
0.16, 0.9425857470048608
0.16666666666666669, 0.9304659808754647
0.17333333333333334, 0.9185210425355288
0.18000000000000002, 0.9067484117920588
0.18666666666666668, 0.8951455929467238
0.19333333333333336, 0.8837101154012913
0.2, 0.8724395341985269
0.2066666666666667, 0.86133143050239
0.21333333333333335, 0.850383412021053
0.22, 0.8395931133761955
0.22666666666666668, 0.8289581964218193
0.23333333333333334, 0.8184763505156346
0.24000000000000002, 0.8081452927459797
0.24666666666666667, 0.7979627681169903
0.25333333333333335, 0.7879265496947073
0.26, 0.7780344387165729
0.26666666666666666, 0.76828426466671
0.2733333333333334, 0.7586738853191939
0.28, 0.7492011867514841
0.2866666666666667, 0.7398640833299526
0.29333333333333333, 0.7306605176695143
0.30000000000000004, 0.7215884605690338
0.3066666666666667, 0.7126459109243777
0.31333333333333335, 0.70383089562051
0.32, 0.6951414694043931
0.32666666666666666, 0.6865757147399442
0.33333333333333337, 0.6781317416464722
0.34, 0.6698076875219661
0.3466666666666667, 0.6616017169522693
0.35333333333333333, 0.6535120215074716
0.36000000000000004, 0.6455368195264772
0.3666666666666667, 0.6376743558907846
0.37333333333333335, 0.6299229017885366
0.38, 0.6222807544695719
0.3866666666666667, 0.6147462369925064
0.39333333333333337, 0.6073176979645183
0.4, 0.5999935112746797
0.4066666666666667, 0.5927720758214678
0.4133333333333334, 0.585651815235199
0.42000000000000004, 0.5786311775959442
0.4266666666666667, 0.5717086351475678
0.43333333333333335, 0.5648826840083919
0.44, 0.5581518438790645
0.4466666666666667, 0.551514657748051
0.45333333333333337, 0.5449696915952418
0.46, 0.5385155340940945
0.4666666666666667, 0.5321507963127199
0.4733333333333334, 0.5258741114142338
0.48000000000000004, 0.5196841343567814
0.4866666666666667, 0.5135795415935199
0.49333333333333335, 0.5075590307728568
0.5, 0.5016213204392647
0.5066666666666667, 0.4957651497348644
0.5133333333333334, 0.48998927810209214
0.52, 0.48429248498759603
0.5266666666666667, 0.4786735695476429
0.5333333333333333, 0.4731313503551777
0.54, 0.4676646651087025
0.5466666666666667, 0.4622723703432032
0.5533333333333333, 0.4569533411431926
0.56, 0.4517064708580452
0.5666666666666667, 0.4465306708197506
0.5733333333333334, 0.4414248700631907
0.5800000000000001, 0.4363880150490393
0.5866666666666667, 0.43141906938937535
0.5933333333333334, 0.4265170135761141
0.6000000000000001, 0.4216808447123032
0.6066666666666667, 0.4169095762463706
0.6133333333333334, 0.41220223770936554
0.62, 0.40755787445526437
0.6266666666666667, 0.40297554740438074
0.6333333333333334, 0.39845433278990444
0.64, 0.3939933219076184
0.6466666666666667, 0.38959162086881216
0.6533333333333333, 0.3852483503564194
0.66, 0.38096264538440633
0.6666666666666667, 0.3767336550603897
0.6733333333333333, 0.3725605423515292
0.68, 0.36844248385369466
0.6866666666666668, 0.36437866956387566
0.6933333333333334, 0.360368302655883
0.7000000000000001, 0.35641059925928975
0.7066666666666667, 0.3525047882416295
0.7133333333333334, 0.34865011099383025
0.7200000000000001, 0.3448458212188827
0.7266666666666667, 0.34108837041409035
0.7333333333333334, 0.33737711162933376
0.7400000000000001, 0.3337114073623855
0.7466666666666667, 0.33009062944136075
0.7533333333333334, 0.32651415890667596
0.76, 0.3229813858926868
0.7666666666666667, 0.3194917095091959
0.7733333333333334, 0.31604453772290775
0.78, 0.3126392872390281
0.7866666666666667, 0.30927538338307653
0.7933333333333333, 0.3059522599830433
0.8, 0.30266935925199817
0.8066666666666668, 0.29942613167121557
0.8133333333333334, 0.2962220358739226
0.8200000000000001, 0.2930565385297439
0.8266666666666668, 0.2899291142298938
0.8333333333333334, 0.28683924537320066
0.8400000000000001, 0.28378642205301485
0.8466666666666667, 0.28077014194502964
0.8533333333333334, 0.27778991019610366
0.8600000000000001, 0.2748452393140848
0.8666666666666667, 0.2719356490586955
0.8733333333333334, 0.26906066633351505
0.88, 0.2662198250790617
0.8866666666666667, 0.26341266616704545
0.8933333333333334, 0.260638737295768
0.9, 0.25789759288671565
0.9066666666666667, 0.2551887939823586
0.9133333333333334, 0.25251190814516766
0.92, 0.24986650935786295
0.9266666666666667, 0.24725217792489512
0.9333333333333333, 0.24466850037518031
0.9400000000000001, 0.24211506936609062
0.9466666666666668, 0.23959148358869292
0.9533333333333334, 0.23709734767425758
0.9600000000000001, 0.2346322721020176
0.9666666666666667, 0.23219587310819156
0.9733333333333334, 0.22978777259627214
0.9800000000000001, 0.22740759804855343
0.9866666666666667, 0.22505498243892158
0.9933333333333334, 0.2227295641468854
1.0, 0.2204309868728545
1.0066666666666668, 0.21815889955463377
1.0133333333333334, 0.21591295628515825
1.02, 0.21369281623143904
1.0266666666666668, 0.21149814355471963
1.0333333333333334, 0.20932860733182124
