Radial distance r (atomic units), Calculated helium wavefunction from basis of four gaussians with 1000 points (probability amplitude)
0.8358358358358359, 0.29245002205232173
0.8408408408408409, 0.29009323553888977
0.8458458458458459, 0.28775752304587093
0.8508508508508509, 0.2854425282481278
0.8558558558558559, 0.2831479039354827
0.8608608608608609, 0.2808733119902311
0.8658658658658659, 0.2786184233497809
0.8708708708708709, 0.2763829179552271
0.8758758758758759, 0.2741664846866523
0.8808808808808809, 0.2719688212859419
0.8858858858858859, 0.26978963426788344
0.8908908908908909, 0.2676286388203087
0.8958958958958959, 0.2654855586940225
0.9009009009009009, 0.26336012608324455
0.9059059059059059, 0.261252081497276
0.9109109109109109, 0.25916117362408425
0.9159159159159159, 0.25708715918648
0.9209209209209209, 0.2550298027915452
0.9259259259259259, 0.2529888767739461
0.9309309309309309, 0.250964161033752
0.9359359359359359, 0.24895544286935362
0.9409409409409409, 0.24696251680606002
0.9459459459459459, 0.24498518442092876
0.950950950950951, 0.24302325416436388
0.955955955955956, 0.2410765411789959
0.960960960960961, 0.23914486711633634
0.965965965965966, 0.23722805995167728
0.970970970970971, 0.2353259537976865
0.975975975975976, 0.23343838871712777
0.980980980980981, 0.23156521053511314
0.985985985985986, 0.2297062706512753
0.990990990990991, 0.22786142585222738
0.995995995995996, 0.22603053812465534
1.001001001001001, 0.22421347446937093
1.006006006006006, 0.22241010671663125
1.011011011011011, 0.22062031134301366
1.016016016016016, 0.21884396929011396
1.021021021021021, 0.21708096578531935
1.026026026026026, 0.21533119016488794
1.031031031031031, 0.21359453569955053
1.0360360360360361, 0.211870899422832
1.0410410410410411, 0.21016018196227476
1.0460460460460461, 0.20846228737372866
1.0510510510510511, 0.20677712297885872
1.0560560560560561, 0.20510459920600413
1.0610610610610611, 0.20344462943451103
1.0660660660660661, 0.20179712984264447
1.0710710710710711, 0.2001620192591734
1.0760760760760761, 0.19853921901871016
1.0810810810810811, 0.19692865282087188
1.0860860860860861, 0.19533024659332143
1.0910910910910911, 0.19374392835873339
1.0960960960960962, 0.1921696281057201
1.1011011011011012, 0.19060727766374336
1.1061061061061062, 0.18905681058202656
1.1111111111111112, 0.18751816201247504
1.1161161161161162, 0.1859912685966014
1.1211211211211212, 0.18447606835644717
1.1261261261261262, 0.182972500589483
1.1311311311311312, 0.18148050576746289
1.1361361361361362, 0.18000002543920185
1.1411411411411412, 0.17853100213724027
1.1461461461461462, 0.1770733792883517
1.1511511511511512, 0.17562710112784735
1.1561561561561562, 0.1741921126176241
1.1611611611611612, 0.17276835936789878
1.1661661661661662, 0.171355787562569
1.1711711711711712, 0.16995434388813488
1.1761761761761762, 0.16856397546611462
1.1811811811811812, 0.16718462978888285
1.1861861861861862, 0.16581625465885855
1.1911911911911912, 0.16445879813096775
1.1961961961961962, 0.16311220845830243
1.2012012012012012, 0.1617764340408972
1.2062062062062062, 0.16045142337754326
1.2112112112112112, 0.15913712502055788
1.2162162162162162, 0.15783348753342666
1.2212212212212212, 0.15654045945123568
1.2262262262262262, 0.15525798924380976
1.2312312312312312, 0.15398602528147304
1.2362362362362362, 0.15272451580334803
1.2412412412412412, 0.15147340888810892
1.2462462462462462, 0.15023265242710648
1.2512512512512513, 0.1490021940997811
1.2562562562562563, 0.1477819813512811
1.2612612612612613, 0.14657196137220585
1.2662662662662663, 0.14537208108039212
1.2712712712712713, 0.1441822871046636
1.2762762762762763, 0.14300252577046607
1.2812812812812813, 0.14183274308730906
1.2862862862862863, 0.1406728847379397
1.2912912912912913, 0.1395228960691715
1.2962962962962963, 0.13838272208429708
1.3013013013013013, 0.1372523074370105
1.3063063063063063, 0.13613159642677028
1.3113113113113113, 0.13502053299553324
1.3163163163163163, 0.13391906072579235
1.3213213213213213, 0.13282712283985249
1.3263263263263263, 0.13174466220028
1.3313313313313313, 0.13067162131146415
1.3363363363363363, 0.1296079423222292
1.3413413413413413, 0.12855356702943868
1.3463463463463463, 0.12750843688253408
1.3513513513513513, 0.12647249298895266
1.3563563563563563, 0.12544567612037072
1.3613613613613613, 0.12442792671971989
1.3663663663663663, 0.12341918490892602
1.3713713713713713, 0.12241939049732231
1.3763763763763763, 0.12142848299068904
1.3813813813813813, 0.12044640160087505
1.3863863863863863, 0.11947308525595661
1.3913913913913913, 0.11850847261089173
1.3963963963963963, 0.11755250205862984
1.4014014014014013, 0.11660511174163649
1.4064064064064064, 0.11566623956379692
1.4114114114114114, 0.11473582320266162
1.4164164164164164, 0.11381380012199956
1.4214214214214214, 0.11290010758462603
1.4264264264264264, 0.11199468266547312
1.4314314314314314, 0.11109746226487302
1.4364364364364364, 0.11020838312202416
1.4414414414414414, 0.10932738182861369
1.4464464464464464, 0.10845439484256869
1.4514514514514514, 0.10758935850191163
1.4564564564564564, 0.10673220903869589
1.4614614614614614, 0.10588288259299809
1.4664664664664664, 0.10504131522694633
1.4714714714714714, 0.10420744293876245
1.4764764764764764, 0.1033812016768003
1.4814814814814814, 0.10256252735355967
1.4864864864864864, 0.10175135585966019
1.4914914914914914, 0.10094762307775677
1.4964964964964964, 0.10015126489638251
1.5015015015015014, 0.0993622172237029
1.5065065065065064, 0.0985804160011685
1.5115115115115114, 0.09780579721705214
1.5165165165165164, 0.09703829691985905
1.5215215215215214, 0.09627785123159774
1.5265265265265264, 0.0955243963609013
1.5315315315315314, 0.09477786861598882
1.5365365365365364, 0.09403820441745755
1.5415415415415414, 0.09330534031089732
1.5465465465465464, 0.09257921297931843
1.5515515515515514, 0.09185975925538649
1.5565565565565564, 0.09114691613345637
1.5615615615615615, 0.09044062078139942
1.5665665665665665, 0.08974081055221812
1.5715715715715715, 0.08904742299544247
1.5765765765765765, 0.0883603958683036
1.5815815815815815, 0.0876796671466802
1.5865865865865865, 0.08700517503581391
1.5915915915915915, 0.0863368579807896
1.5965965965965965, 0.0856746546767785
1.6016016016016015, 0.08501850407904052
1.6066066066066067, 0.08436834541268379
1.6116116116116117, 0.0837241181821797
1.6166166166166167, 0.08308576218063128
1.6216216216216217, 0.08245321749879393
1.6266266266266267, 0.08182642453384747
1.6316316316316317, 0.08120532399791884
1.6366366366366367, 0.08058985692635452
1.6416416416416417, 0.0799799646857433
1.6466466466466467, 0.07937558898168864
1.6516516516516517, 0.07877667186633154
1.6566566566566567, 0.07818315574562398
1.6616616616616617, 0.07759498338635405
1.6666666666666667, 0.07701209792292343
1.6716716716716717, 0.07643444286387831
1.6766766766766767, 0.0758619620981954
1.6816816816816818, 0.07529459990132414
1.6866866866866868, 0.07473230094098687
1.6916916916916918, 0.07417501028273867
1.6966966966966968, 0.07362267339528905
1.7017017017017018, 0.07307523615558723
1.7067067067067068, 0.0725326448536733
1.7117117117117118, 0.07199484619729767
1.7167167167167168, 0.07146178731631109
1.7217217217217218, 0.07093341576682767
1.7267267267267268, 0.07040967953516387
1.7317317317317318, 0.06989052704155582
1.7367367367367368, 0.06937590714365768
1.7417417417417418, 0.06886576913982431
1.7467467467467468, 0.0683600627721808
1.7517517517517518, 0.06785873822948217
1.7567567567567568, 0.06736174614976577
1.7617617617617618, 0.06686903762280035
1.7667667667667668, 0.066380564192334
1.7717717717717718, 0.06589627785814493
1.7767767767767768, 0.06541613107789793
1.7817817817817818, 0.06494007676881003
1.7867867867867868, 0.06446806830912839
1.7917917917917918, 0.0640000595394241
1.7967967967967968, 0.06353600476370526
1.8018018018018018, 0.06307585875035224
1.8068068068068068, 0.0626195767328793
1.8118118118118118, 0.06216711441052548
1.8168168168168168, 0.06171842794867824
1.8218218218218218, 0.0612734739791337
1.8268268268268268, 0.06083220960019638
1.8318318318318318, 0.060394592376622445
1.8368368368368369, 0.05996058033940956
1.8418418418418419, 0.05953013198543699
1.8468468468468469, 0.059103206276959405
1.8518518518518519, 0.058679762640957776
1.8568568568568569, 0.05825976096835091
1.8618618618618619, 0.05784316161307099
1.8668668668668669, 0.05742992539100665
1.8718718718718719, 0.05702001357881687
1.8768768768768769, 0.05661338791261919
1.8818818818818819, 0.0562100105865556
1.8868868868868869, 0.05580984425123947
1.8918918918918919, 0.05541285201208685
1.896896896896897, 0.055018997427535556
1.901901901901902, 0.05462824450715508
1.906906906906907, 0.05424055770965095
1.911911911911912, 0.05385590194076661
1.916916916916917, 0.053474242551085856
1.921921921921922, 0.05309554533373943
1.926926926926927, 0.05271977652201854
1.931931931931932, 0.052346902786898644
1.936936936936937, 0.05197689123447659
1.941941941941942, 0.05160970940332405
1.946946946946947, 0.051245325261760455
1.951951951951952, 0.0508837072050482
1.956956956956957, 0.05052482405251329
1.961961961961962, 0.05016864504459429
1.966966966966967, 0.049815139839822276
1.971971971971972, 0.04946427851173502
1.976976976976977, 0.04911603154572781
1.981981981981982, 0.04877036983584387
1.986986986986987, 0.04842726468150723
1.991991991991992, 0.04808668778420046
1.996996996996997, 0.04774861124409012
2.002002002002002, 0.047413007556602445
2.007007007007007, 0.04707984960895188
2.012012012012012, 0.04674911067662502
2.017017017017017, 0.04642076441982231
2.022022022022022, 0.04609478487986004
2.027027027027027, 0.04577114647553513
2.032032032032032, 0.045449823999454846
2.037037037037037, 0.04513079261433392
2.042042042042042, 0.04481402784926137
2.047047047047047, 0.044499505595939015
2.052052052052052, 0.044187202104894255
2.057057057057057, 0.04387709398166895
2.062062062062062, 0.043569158182986574
2.067067067067067, 0.04326337201289968
2.0720720720720722, 0.04295971311892
2.0770770770770772, 0.04265815948813262
2.0820820820820822, 0.04235868944329646
2.0870870870870872, 0.04206128163893313
2.0920920920920922, 0.04176591505740559
2.0970970970970972, 0.04147256900498879
2.1021021021021022, 0.04118122310793366
2.1071071071071072, 0.04089185730852667
2.1121121121121122, 0.040604451861146244
2.1171171171171173, 0.0403189873283177
2.1221221221221223, 0.04003544457676854
2.1271271271271273, 0.03975380477348545
2.1321321321321323, 0.03947404938177454
2.1371371371371373, 0.039196160157326326
2.1421421421421423, 0.038920119144287
2.1471471471471473, 0.03864590867133712
2.1521521521521523, 0.03837351134777932
2.1571571571571573, 0.03810291005963621
2.1621621621621623, 0.037834087965759836
2.1671671671671673, 0.03756702849395381
2.1721721721721723, 0.03730171533710947
2.1771771771771773, 0.03703813244935708
2.1821821821821823, 0.036776264042233366
2.1871871871871873, 0.03651609458086617
2.1921921921921923, 0.03625760878017771
2.1971971971971973, 0.03600079160110706
2.2022022022022023, 0.035745628246853026
2.2072072072072073, 0.0354921041591384
2.2122122122122123, 0.035240205014496345
2.2172172172172173, 0.03498991672057987
2.2222222222222223, 0.03474122541249532
2.2272272272272273, 0.03449411744916055
2.2322322322322323, 0.03424857940968855
2.2372372372372373, 0.034004598089797514
2.2422422422422423, 0.03376216049824774
2.2472472472472473, 0.03352125385330616
2.2522522522522523, 0.03328186557923933
2.2572572572572573, 0.033043983302835145
2.2622622622622623, 0.032807594849954325
2.2672672672672673, 0.03257268824211163
2.2722722722722724, 0.032339251693088114
2.2772772772772774, 0.03210727360557407
2.2822822822822824, 0.03187674256784389
2.2872872872872874, 0.03164764735046282
2.2922922922922924, 0.03141997690302617
2.2972972972972974, 0.03119372035093145
2.3023023023023024, 0.03096886699218374
2.3073073073073074, 0.03074540629423459
2.3123123123123124, 0.030523327890854848
2.3173173173173174, 0.030302621579041754
2.3223223223223224, 0.030083277315960427
2.3273273273273274, 0.029865285215920113
2.3323323323323324, 0.029648635547385446
2.3373373373373374, 0.02943331873002278
2.3423423423423424, 0.029219325331781995
2.3473473473473474, 0.029006646066013737
2.3523523523523524, 0.028795271788622352
2.3573573573573574, 0.02858519349525464
2.3623623623623624, 0.02837640231852447
2.3673673673673674, 0.02816888952527341
2.3723723723723724, 0.027962646513867435
2.3773773773773774, 0.02775766481152964
2.3823823823823824, 0.027553936071709237
2.3873873873873874, 0.02735145207148662
2.3923923923923924, 0.027150204709014594
2.3973973973973974, 0.026950186000995763
2.4024024024024024, 0.026751388080196063
2.4074074074074074, 0.026553803192994267
2.4124124124124124, 0.02635742369696757
2.4174174174174174, 0.026162242058513124
2.4224224224224224, 0.02596825085050529
2.4274274274274275, 0.02577544274998877
2.4324324324324325, 0.025583810535907275
2.4374374374374375, 0.025393347086867697
2.4424424424424425, 0.02520404537893968
2.4474474474474475, 0.02501589848349033
2.4524524524524525, 0.024828899565054
2.4574574574574575, 0.024643041879236976
2.4624624624624625, 0.024458318770656774
2.4674674674674675, 0.024274723670915998
2.4724724724724725, 0.024092250096610417
2.4774774774774775, 0.023910891647371202
2.4824824824824825, 0.023730642003940938
2.4874874874874875, 0.023551494926283334
2.4924924924924925, 0.023373444251726223
2.4974974974974975, 0.02319648389313785
2.5025025025025025, 0.02302060783713586
2.5075075075075075, 0.022845810142329098
2.5125125125125125, 0.022672084937591687
2.5175175175175175, 0.022499426420369163
2.5225225225225225, 0.022327828855016475
2.5275275275275275, 0.02215728657116752
2.5325325325325325, 0.021987793962135883
2.5375375375375375, 0.021819345483346485
2.5425425425425425, 0.021651935650797965
2.5475475475475475, 0.02148555903955531
2.5525525525525525, 0.02132021028227257
2.5575575575575575, 0.021155884067745222
2.5625625625625625, 0.02099257513949203
2.5675675675675675, 0.02083027829436586
2.5725725725725725, 0.020668988381193323
2.5775775775775776, 0.020508700299442878
2.5825825825825826, 0.020349408997920936
2.5875875875875876, 0.020191109473495786
2.5925925925925926, 0.02003379676984898
2.5975975975975976, 0.019877465976253735
2.6026026026026026, 0.019722112226380168
2.6076076076076076, 0.019567730697126945
2.6126126126126126, 0.019414316607478936
2.6176176176176176, 0.019261865217390737
2.6226226226226226, 0.01911037182669544
2.6276276276276276, 0.018959831774038576
2.6326326326326326, 0.018810240435836727
2.6376376376376376, 0.018661593225260485
2.6426426426426426, 0.01851388559124145
2.6476476476476476, 0.018367113017502906
2.6526526526526526, 0.01822127102161385
2.6576576576576576, 0.018076355154065953
2.6626626626626626, 0.017932360997373255
2.6676676676676676, 0.017789284165194055
2.6726726726726726, 0.017647120301474896
2.6776776776776776, 0.017505865079616052
2.6826826826826826, 0.01736551420165837
2.6876876876876876, 0.017226063397491005
2.6926926926926926, 0.017087508424079828
2.6976976976976976, 0.016949845064716043
2.7027027027027026, 0.016813069128284768
2.7077077077077076, 0.016677176448553214
2.7127127127127126, 0.01654216288347813
2.7177177177177176, 0.01640802431453224
2.7227227227227226, 0.016274756646049177
2.7277277277277276, 0.01614235580458687
2.7327327327327327, 0.016010817738308786
2.7377377377377377, 0.015880138416382843
2.7427427427427427, 0.015750313828397648
2.7477477477477477, 0.015621339983795834
2.7527527527527527, 0.015493212911323948
2.7577577577577577, 0.015365928658498852
2.7627627627627627, 0.015239483291090141
2.7677677677677677, 0.015113872892618391
2.7727727727727727, 0.014989093563868816
2.7777777777777777, 0.014865141422420139
2.7827827827827827, 0.014742012602188347
2.7877877877877877, 0.014619703252984999
2.7927927927927927, 0.014498209540089837
2.7977977977977977, 0.0143775276438374
2.8028028028028027, 0.014257653759217356
2.8078078078078077, 0.014138584095488288
2.8128128128128127, 0.014020314875804598
2.8178178178178177, 0.0139028423368563
2.8228228228228227, 0.013786162728521451
2.8278278278278277, 0.013670272313530896
2.8328328328328327, 0.013555167367145064
2.8378378378378377, 0.013440844176842626
2.8428428428428427, 0.013327299042020638
2.8478478478478477, 0.01321452827370603
2.8528528528528527, 0.013102528194278103
2.8578578578578577, 0.012991295137201821
2.8628628628628627, 0.012880825446771634
2.8678678678678677, 0.012771115477865623
2.8728728728728727, 0.012662161595709681
2.8778778778778777, 0.012553960175651536
2.8828828828828827, 0.012446507602944318
2.8878878878878878, 0.01233980027253957
2.8928928928928928, 0.012233834588889271
2.8978978978978978, 0.012128606965756884
2.9029029029029028, 0.01202411382603699
2.9079079079079078, 0.011920351601583497
2.9129129129129128, 0.011817316733046007
2.9179179179179178, 0.011715005669714288
2.9229229229229228, 0.011613414869370573
2.9279279279279278, 0.011512540798149494
2.932932932932933, 0.011412379930405461
2.937937937937938, 0.011312928748587258
2.942942942942943, 0.01121418374311972
2.947947947947948, 0.011116141412292233
2.952952952952953, 0.011018798262153918
2.957957957957958, 0.010922150806415292
2.962962962962963, 0.010826195566356235
2.967967967967968, 0.01073092907074008
2.972972972972973, 0.01063634785573368
2.977977977977978, 0.010542448464833173
2.982982982982983, 0.010449227448795458
2.987987987987988, 0.010356681365575063
2.992992992992993, 0.010264806780266275
2.997997997997998, 0.010173600265050433
3.003003003003003, 0.010083058399148182
3.008008008008008, 0.00999317776877649
3.013013013013013, 0.009903954967110403
3.018018018018018, 0.009815386594249248
3.023023023023023, 0.009727469257187236
3.028028028028028, 0.009640199569788295
3.033033033033033, 0.009553574152764952
3.038038038038038, 0.009467589633661224
3.043043043043043, 0.00938224264683927
3.048048048048048, 0.00929752983346976
3.053053053053053, 0.009213447841525804
3.058058058058058, 0.009129993325780274
3.063063063063063, 0.009047162947806484
3.068068068068068, 0.008964953375982024
3.073073073073073, 0.008883361285495672
3.078078078078078, 0.008802383358357261
3.083083083083083, 0.00872201628341039
3.088088088088088, 0.008642256756347853
3.093093093093093, 0.008563101479729697
3.098098098098098, 0.008484547163003807
3.103103103103103, 0.008406590522528873
3.108108108108108, 0.00832922828159972
3.113113113113113, 0.008252457170474771
3.118118118118118, 0.008176273926405719
3.123123123123123, 0.008100675293669144
3.128128128128128, 0.008025658023600113
3.133133133133133, 0.007951218874627575
3.138138138138138, 0.007877354612311538
3.143143143143143, 0.007804062009381909
3.148148148148148, 0.007731337845778901
3.153153153153153, 0.007659178908694949
3.158158158158158, 0.007587581992618048
3.163163163163163, 0.007516543899376425
3.168168168168168, 0.0074460614381845125
3.173173173173173, 0.00737613142569005
3.178178178178178, 0.007306750686022362
3.183183183183183, 0.007237916050841669
3.188188188188188, 0.007169624359389379
3.193193193193193, 0.007101872458539296
3.198198198198198, 0.007034657202849683
3.203203203203203, 0.0069679754546161
3.2082082082082084, 0.006901824083924981
3.2132132132132134, 0.006836199968707892
3.2182182182182184, 0.006771099994796346
3.2232232232232234, 0.006706521055977229
3.2282282282282284, 0.006642460054048678
3.2332332332332334, 0.0065789138988764356
3.2382382382382384, 0.00651587950845057
3.2432432432432434, 0.006453353808942554
3.2482482482482484, 0.006391333734762605
3.2532532532532534, 0.006329816228617314
3.2582582582582584, 0.006268798241567443
3.2632632632632634, 0.006208276733085875
3.2682682682682684, 0.006148248671115681
3.2732732732732734, 0.006088711032128246
3.2782782782782784, 0.006029660801181429
3.2832832832832834, 0.005971094971977714
3.2882882882882885, 0.0059130105469222954
3.2932932932932935, 0.005855404537181072
3.2982982982982985, 0.005798273962738531
3.3033033033033035, 0.0057416158524554615
3.3083083083083085, 0.005685427244126479
3.3133133133133135, 0.005629705184537317
3.3183183183183185, 0.0055744467295218625
3.3233233233233235, 0.005519648944018912
3.3283283283283285, 0.005465308902128592
3.3333333333333335, 0.005411423687168446
3.3383383383383385, 0.005357990391729153
3.3433433433433435, 0.005305006117729825
3.3483483483483485, 0.005252467976472899
3.3533533533533535, 0.005200373088698568
3.3583583583583585, 0.005148718584638753
3.3633633633633635, 0.005097501604070553
3.3683683683683685, 0.005046719296369199
3.3733733733733735, 0.004996368820560459
3.3783783783783785, 0.004946447345372498
3.3833833833833835, 0.004896952049287138
3.3883883883883885, 0.004847880120590532
3.3933933933933935, 0.0047992287574232335
3.3983983983983985, 0.004750995167829606
3.4034034034034035, 0.004703176569806626
3.4084084084084085, 0.004655770191351992
3.4134134134134135, 0.004608773270511556
3.4184184184184185, 0.004562183055426077
3.4234234234234235, 0.004515996804377275
3.4284284284284285, 0.004470211785833141
3.4334334334334335, 0.004424825278492534
3.4384384384384385, 0.004379834571329037
3.4434434434434436, 0.004335236963634071
3.4484484484484486, 0.0042910297650592035
3.4534534534534536, 0.004247210295657745
3.4584584584584586, 0.004203775885925517
3.4634634634634636, 0.004160723876840849
3.4684684684684686, 0.0041180516199037795
3.4734734734734736, 0.004075756477174453
3.4784784784784786, 0.004033835821310682
3.4834834834834836, 0.003992287035604725
3.4884884884884886, 0.003951107514019216
3.4934934934934936, 0.003910294661222262
3.4984984984984986, 0.003869845892621738
3.5035035035035036, 0.0038297586343986802
3.5085085085085086, 0.0037900303235399078
3.5135135135135136, 0.00375065840786974
3.5185185185185186, 0.0037116403460808844
3.5235235235235236, 0.003672973607764476
3.5285285285285286, 0.0036346556734392524
3.5335335335335336, 0.0035966840345798673
3.5385385385385386, 0.0035590561936443446
3.5435435435435436, 0.0035217696641006812
3.5485485485485486, 0.0034848219704525663
3.5535535535535536, 0.00344821064826425
3.5585585585585586, 0.003411933244184556
3.5635635635635636, 0.0033759873159700036
3.5685685685685686, 0.003340370432507088
3.5735735735735736, 0.0033050801738336846
3.5785785785785786, 0.0032701141311595994
3.5835835835835836, 0.003235469906886245
3.5885885885885886, 0.0032011451146254687
3.5935935935935936, 0.003167137379217509
3.5985985985985987, 0.0031334443367480986
3.6036036036036037, 0.0031000636345647242
3.6086086086086087, 0.0030669929312920102
3.6136136136136137, 0.003034229896846268
3.6186186186186187, 0.003001772212449197
3.6236236236236237, 0.0029696175706407277
3.6286286286286287, 0.002937763675291045
3.6336336336336337, 0.0029062082416117453
3.6386386386386387, 0.00287494899616619
3.6436436436436437, 0.0028439836768789943
3.6486486486486487, 0.0028133100330447218
3.6536536536536537, 0.002782925825335733
3.6586586586586587, 0.0027528288258092215
3.6636636636636637, 0.0027230168179134453
3.6686686686686687, 0.002693487596493135
3.6736736736736737, 0.0026642389677941024
