Radial distance r (atomic units), theoretical hydrogen ground state wavefunction (atomic units), calculated hydrogen ground state wavefunction (atomic units) with 1000 points
0.01, 0.5585758033944684, 0.5585666881232891
0.02, 0.5530178812870015, 0.5530089488378556
0.03, 0.5475152614285129, 0.5475065090387083
0.04, 0.5420673935524315, 0.5420588184961458
0.05, 0.5366737328674297, 0.5366653324552596
0.06, 0.5313337400029442, 0.5313255115814467
0.07, 0.5260468809552387, 0.5260388219064812
0.08, 0.5208126270340023, 0.5208047347751168
0.09, 0.5156304548094816, 0.5156227267922293
0.1, 0.5104998460601351, 0.5104922797704695
0.11, 0.5054202877208126, 0.50541288067845
0.12, 0.5003912718314472, 0.5003840215894461
0.13, 0.4954122954862591, 0.4954051996305997
0.14, 0.49048286078346454, 0.4904759169326356
0.15, 0.4856024747754854, 0.48559568058007535
0.16, 0.4807706494196539, 0.4807640025619498
0.17, 0.4759869015294079, 0.4759803997229939
0.18, 0.4712507527259719, 0.4712443937153346
0.19, 0.46656172939051876, 0.46655551095066183
0.2, 0.46191936261680744, 0.4619132825528651
0.21, 0.4573231881642919, 0.4573172443111471
0.22, 0.4527727464116967, 0.45276693663360956
0.23, 0.44826758231105457, 0.4482619045012888
0.24, 0.44380724534220106, 0.44380169742265596
0.25, 0.4393912894677224, 0.43938586938857804
0.26, 0.4350192730883511, 0.43501397882770426
0.27, 0.43069075899880593, 0.4306855885623188
0.28, 0.42640531434407086, 0.4264002657646244
0.29, 0.42216251057610915, 0.42215758191345315
0.3, 0.41796192341100824, 0.41795711275142683
0.31, 0.4138031327865512, 0.41379843824252127
0.32, 0.40968572282020993, 0.40968114253007376
0.33, 0.40560928176755656, 0.40560481389518777
0.34, 0.4015734019810888, 0.40156904471557425
0.35000000000000003, 0.39757767986946485, 0.3975734314247768
0.36, 0.3936217158571436, 0.39361757447183077
0.37, 0.38970511434442734, 0.38970107828129674
0.38, 0.38582748366790076, 0.385823551213711
0.39, 0.381988436061265, 0.3819846055264212
0.4, 0.3781875876165602, 0.37818385733480975
0.41000000000000003, 0.3744245582457743, 0.3744209265739157
0.42, 0.37069897164283455, 0.3706954369604154
0.43, 0.3670104552459759, 0.3670070159550055
0.44, 0.363358640200485, 0.36335529472514755
0.45, 0.3597431613218139, 0.35973990810818546
0.46, 0.35616365705906194, 0.35616049457482907
0.47000000000000003, 0.35261976945882, 0.35261669619300273
0.48, 0.3491111441293747, 0.34910815859205596
0.49, 0.3456374302052693, 0.34563453092732127
0.5, 0.34219828031221655, 0.34219546584503435
0.51, 0.33879335053236115, 0.33879061944760247
0.52, 0.33542230036988785, 0.33541965125920864
0.53, 0.33208479271697094, 0.3320822241917721
0.54, 0.32878049382006397, 0.3287780045112321
0.55, 0.32550907324652373, 0.3255066618041855
0.56, 0.3222702038515666, 0.3222678689448366
0.5700000000000001, 0.319063561745554, 0.3190613020622934
0.58, 0.31588882626160314, 0.3158866405081764
0.59, 0.3127456799235201, 0.3127435668245549
0.6, 0.3096338084140516, 0.309631766712205
0.61, 0.3065529005434535, 0.30655092899917913
0.62, 0.30350264821837136, 0.30350074560968393
0.63, 0.3004827464110308, 0.3004809115332859
0.64, 0.29749289312873445, 0.2974911247943997
0.65, 0.29453278938366256, 0.29453108642209985
0.66, 0.29160213916297384, 0.29160050042021274
0.67, 0.28870064939920403, 0.28869907373773335
0.68, 0.2858280299409588, 0.2858265162395065
0.6900000000000001, 0.28298399352389847, 0.2829825406772236
0.7000000000000001, 0.2801682557420114, 0.28016686266069785
0.71, 0.27738053501917276, 0.277379200629415
0.72, 0.2746205525809873, 0.27461927582439627
0.73, 0.2718880324269111, 0.27188681226031
0.74, 0.26918270130265176, 0.26918153669787287
0.75, 0.2665042886728423, 0.2665031786165369
0.76, 0.26385252669398784, 0.26385147018743027
0.77, 0.2612271501876806, 0.26122614624657636
0.78, 0.2586278966140821, 0.25862694426838045
0.79, 0.25605450604566904, 0.2560536043393748
0.8, 0.25350672114123995, 0.25350586913223294
0.81, 0.25098428712018134, 0.250983483880026
0.8200000000000001, 0.24848695173698898, 0.2484861963507652
0.8300000000000001, 0.24601446525604348, 0.24601375682216087
0.84, 0.24356658042663637, 0.2435659180566619
0.85, 0.24114305245824472, 0.24114243527673107
0.86, 0.23874363899605208, 0.23874306614036445
0.87, 0.23636810009671275, 0.23636757071686018
0.88, 0.23401619820435718, 0.23401571146282682
0.89, 0.23168769812683618, 0.2316872531984265
0.9, 0.22938236701220158, 0.22938196308386133
0.91, 0.22709997432542084, 0.22709961059608777
0.92, 0.2248402918253232, 0.22483996750576737
0.93, 0.22260309354177565, 0.2226028078544391
0.9400000000000001, 0.2203881557530855, 0.220387907931929
0.9500000000000001, 0.21819525696362807, 0.21819504625397756
0.96, 0.216024177881697, 0.21602400354009463
0.97, 0.2138747013975748, 0.2138745626916285
0.98, 0.21174661256182192, 0.21174650877005782
0.99, 0.20963969856378128, 0.20963962897549865
1.0, 0.20755374871029736, 0.20755371262542543
1.01, 0.2054885544046465, 0.20548855113360162
1.02, 0.20344390912567714, 0.20344393798922397
1.03, 0.2014196084071575, 0.20141966873626987
1.04, 0.1994154498173288, 0.19941554095305308
1.05, 0.19743123293866194, 0.19743135423198138
1.06, 0.19546675934781552, 0.19546691015951978
1.07, 0.1935218325957934, 0.1935220122963453
1.08, 0.1915962581882996, 0.19159646615770384
1.09, 0.18968984356628868, 0.18969007919396574
1.1, 0.18780239808670982, 0.18780266077136917
1.11, 0.18593373300344213, 0.1859340221529544
1.12, 0.1840836614484201, 0.18408397647969688
1.1300000000000001, 0.18225199841294643, 0.18225233875181748
1.1400000000000001, 0.18043856072919123, 0.18043892581028362
1.1500000000000001, 0.17864316705187494, 0.17864355631849343
1.16, 0.1768656378401337, 0.1768660507441445
1.17, 0.17510579533956494, 0.1751062313412792
1.18, 0.1733634635644521, 0.17336392213251228
1.19, 0.17163846828016577, 0.1716389488914312
1.2, 0.16993063698573999, 0.16993113912517524
1.21, 0.16823979889662208, 0.1682403220571883
1.22, 0.16656578492759416, 0.16656632861013945
1.23, 0.16490842767586428, 0.16490899138901635
1.24, 0.1632675614043261, 0.16326814466438505
1.25, 0.16164302202498515, 0.16164362435581975
1.26, 0.1600346470825497, 0.16003526801549317
1.27, 0.1584422757381851, 0.1584429148119351
1.28, 0.15686574875342998, 0.1568664055139442
1.29, 0.1553049084742721, 0.15530558247467202
1.3, 0.15375959881538287, 0.1537602896158531
1.31, 0.15222966524450857, 0.15223037241220153
1.32, 0.1507149547670172, 0.15071567787595497
1.33, 0.1492153159105988, 0.14921605454158166
1.34, 0.14773059871011793, 0.1477313524506285
1.35, 0.14626065469261731, 0.14626142313672952
1.36, 0.14480533686247024, 0.1448061196107577
1.37, 0.14336449968668094, 0.14336529634612605
1.3800000000000001, 0.1419379990803311, 0.14193880926423894
1.3900000000000001, 0.1405256923921714, 0.14052651572007901
1.4000000000000001, 0.13912743839035602, 0.1391282744879475
1.41, 0.13774309724831962, 0.13774394574734175
1.42, 0.13637253053079432, 0.13637339106896942
1.43, 0.13501560117996628, 0.13501647340091086
1.44, 0.13367217350176958, 0.13367305705491186
1.45, 0.13234211315231692, 0.13234300769281504
1.46, 0.13102528712446496, 0.13102619231312743
1.47, 0.12972156373451352, 0.12972247923772037
1.48, 0.12843081260903721, 0.1284317380986611
1.49, 0.12715290467184787, 0.12715383982517806
1.5, 0.1258877121310868, 0.12588865663075177
1.51, 0.1246351084664456, 0.1246360620003383
1.52, 0.12339496841651398, 0.12339593067771824
1.53, 0.12216716796625353, 0.1221681386529713
1.54, 0.12095158433459599, 0.12095256315007276
1.55, 0.11974809596216524, 0.11974908261462155
1.56, 0.11855658249912111, 0.11855757670167949
1.57, 0.1173769247931244, 0.11737792626374231
1.58, 0.11620900487742139, 0.11621001333882018
1.59, 0.1150527059590473, 0.11505372113864623
1.6, 0.1139079124071467, 0.11390893403699504
1.61, 0.1127745097414104, 0.11277553755812215
1.62, 0.11165238462062729, 0.11165341836531545
1.6300000000000001, 0.11054142483135022, 0.1105424642495628
1.6400000000000001, 0.10944151927667445, 0.10944256411833087
1.6500000000000001, 0.1083525579651279, 0.10835360798445574
1.6600000000000001, 0.10727443199967197, 0.10727548695514597
1.67, 0.1062070335668117, 0.10620809322109258
