Time (ps), Instantaneous temperature (K), Running average temperature (K), Target temperature (K)
1.5375, 359.5, 344.84998373983694, 350.0
1.538, 351.3, 344.8520806241868, 350.0
1.5385, 340.6, 344.85069873253127, 350.0
1.539, 330.2, 344.84593892137707, 350.0
1.5395, 324.4, 344.8392984735299, 350.0
1.54, 326.6, 344.8333766233762, 350.0
1.5405, 337.8, 344.83109380071363, 350.0
1.541, 354.8, 344.83432835820855, 350.0
1.5415, 371.0, 344.8428154395066, 350.0
1.542, 379.7, 344.85411802853395, 350.0
1.5425, 378.3, 344.86495948136104, 350.0
1.543, 369.8, 344.87303953337613, 350.0
1.5435, 360.6, 344.8781341107868, 350.0
1.544, 356.2, 344.88180051813436, 350.0
1.5445, 358.6, 344.88624150210387, 350.0
1.545, 366.8, 344.893333333333, 350.0
1.5455, 378.4, 344.90417340666414, 350.0
1.546, 390.3, 344.9188551099608, 350.0
1.5465, 399.4, 344.93646944713834, 350.0
1.547, 402.9, 344.95520361990907, 350.0
1.5475, 398.9, 344.9726332794826, 350.0
1.548, 387.2, 344.9862726098187, 350.0
1.5485, 370.2, 344.9944139489824, 350.0
1.549, 353.5, 344.9971594577142, 350.0
1.5495, 343.6, 344.99670861568205, 350.0
1.55, 344.9, 344.9966774193544, 350.0
1.5505, 357.0, 345.0005482102543, 350.0
1.551, 374.6, 345.01009026434514, 350.0
1.5515, 389.7, 345.0244924266834, 350.0
1.552, 395.1, 345.0406249999996, 350.0
1.5525, 388.8, 345.0547181964569, 350.0
1.553, 374.5, 345.0641983258206, 350.0
1.5535, 359.7, 345.068908915352, 350.0
1.554, 350.8, 345.0707528957525, 350.0
1.5545, 350.5, 345.07249919588253, 350.0
1.555, 358.0, 345.0766559485526, 350.0
1.5555, 370.3, 345.0847637415618, 350.0
1.556, 383.9, 345.09723650385564, 350.0
1.5565, 394.4, 345.11307420494654, 350.0
1.557, 397.7, 345.12996146435404, 350.0
1.5575, 390.7, 345.1445906902082, 350.0
1.558, 374.0, 345.15385109114203, 350.0
1.5585, 351.8, 345.1559833172918, 350.0
1.559, 330.8, 345.15137908915926, 350.0
1.5595, 317.2, 345.14241744148717, 350.0
1.56, 313.7, 345.1323397435893, 350.0
1.5605, 318.6, 345.12383851329656, 350.0
1.561, 327.1, 345.1180653427286, 350.0
1.5615, 333.7, 345.1144092219016, 350.0
1.562, 334.5, 345.1110115236871, 350.0
1.5625, 329.2, 345.10591999999957, 350.0
1.563, 321.1, 345.09824056301943, 350.0
1.5635, 314.2, 345.0883594499516, 350.0
1.564, 310.7, 345.0773657288998, 350.0
1.5645, 311.0, 345.066474912112, 350.0
1.565, 315.1, 345.05690095846603, 350.0
1.5655, 323.1, 345.0498882146275, 350.0
1.566, 334.9, 345.0466475095781, 350.0
1.5665, 348.9, 345.0478774337691, 350.0
1.567, 362.0, 345.0532865347794, 350.0
1.5675, 370.8, 345.06149920255143, 350.0
1.568, 373.9, 345.07069515306074, 350.0
1.5685, 372.5, 345.07943895441457, 350.0
1.569, 369.4, 345.0871892925425, 350.0
1.5695, 367.1, 345.09420197515084, 350.0
1.57, 366.3, 345.1009554140123, 350.0
1.5705, 365.4, 345.1074180197385, 350.0
1.571, 362.9, 345.11308084022863, 350.0
1.5715, 358.1, 345.1172128539607, 350.0
1.572, 352.2, 345.1194656488545, 350.0
1.5725, 347.8, 345.1203179650234, 350.0
1.573, 346.8, 345.12085187539685, 350.0
1.5735, 349.3, 345.1221798538286, 350.0
1.574, 353.6, 345.12487293519655, 350.0
1.5745, 357.8, 345.1288980628767, 350.0
1.575, 361.5, 345.13409523809486, 350.0
1.5755, 365.9, 345.1406854966673, 350.0
1.576, 372.9, 345.14949238578635, 350.0
1.5765, 382.7, 345.16140183951745, 350.0
1.577, 393.6, 345.17675967025957, 350.0
1.5775, 403.3, 345.19518225039576, 350.0
1.578, 410.2, 345.2157794676802, 350.0
1.5785, 413.8, 345.2375039594547, 350.0
1.579, 414.8, 345.2595313489546, 350.0
1.5795, 413.9, 345.28125989237054, 350.0
1.58, 411.7, 345.3022784810122, 350.0
1.5805, 409.5, 345.322587788674, 350.0
1.581, 408.1, 345.3424414927257, 350.0
1.5815, 407.6, 345.36212456528574, 350.0
1.582, 407.5, 345.38176359039153, 350.0
1.5825, 407.4, 345.4013586097942, 350.0
1.583, 406.8, 345.4207517372074, 350.0
1.5835, 405.6, 345.4397537101354, 350.0
1.584, 403.1, 345.4579545454542, 350.0
1.5845, 398.9, 345.47481855474877, 350.0
1.585, 393.2, 345.4898738170343, 350.0
1.5855, 387.7, 345.5031851151052, 350.0
1.586, 384.5, 345.5154791929378, 350.0
1.5865, 385.0, 345.5279231011657, 350.0
1.587, 388.9, 345.5415879017009, 350.0
1.5875, 394.6, 345.5570393700783, 350.0
1.588, 400.4, 345.57430730478546, 350.0
1.5885, 403.9, 345.5926660371415, 350.0
1.589, 402.9, 345.6106985525483, 350.0
1.5895, 396.5, 345.6267065114811, 350.0
1.59, 385.6, 345.6392767295593, 350.0
1.5905, 372.9, 345.6478465891224, 350.0
1.591, 360.7, 345.65257699559976, 350.0
1.5915, 350.6, 345.6541313226511, 350.0
1.592, 343.0, 345.65329773869297, 350.0
1.5925, 338.3, 345.65098901098855, 350.0
1.593, 336.8, 345.64821092278675, 350.0
1.5935, 338.1, 345.6458424850953, 350.0
1.594, 340.7, 345.64429109159306, 350.0
1.5945, 342.3, 345.64324239573494, 350.0
1.595, 341.9, 345.6420689655168, 350.0
1.5955, 340.4, 345.6404261986833, 350.0
1.596, 339.9, 345.6386278195484, 350.0
1.5965, 341.7, 345.6373943000308, 350.0
1.597, 345.9, 345.6374765184716, 350.0
1.5975, 351.5, 345.6393114240996, 350.0
1.598, 356.5, 345.64270963704575, 350.0
1.5985, 359.6, 345.6470753831712, 350.0
1.599, 360.8, 345.6518136335204, 350.0
1.5995, 360.7, 345.65651766176876, 350.0
1.6, 360.3, 345.6610937499995, 350.0
1.6005, 360.5, 345.6657294595434, 350.0
1.601, 361.9, 345.6707995003118, 350.0
1.6015, 363.9, 345.6764907898839, 350.0
1.602, 365.0, 345.6825218476898, 350.0
1.6025, 363.6, 345.68811232449247, 350.0
1.603, 358.8, 345.69220212102255, 350.0
1.6035, 350.9, 345.69382600561215, 350.0
1.604, 341.5, 345.6925187032413, 350.0
1.6045, 333.3, 345.6886569024613, 350.0
1.605, 328.7, 345.68336448598075, 350.0
1.6055, 329.2, 345.67823108065966, 350.0
1.606, 334.3, 345.67468866749635, 350.0
1.6065, 341.7, 345.6734516028628, 350.0
1.607, 347.8, 345.674113254511, 350.0
1.6075, 349.7, 345.6753654743385, 350.0
1.608, 346.6, 345.67565298507407, 350.0
1.6085, 339.6, 345.673764376748, 350.0
1.609, 331.9, 345.66948415164643, 350.0
1.6095, 326.6, 345.66356011183547, 350.0
1.61, 325.9, 345.6574223602479, 350.0
1.6105, 330.2, 345.6526234088787, 350.0
1.611, 338.1, 345.6502793296084, 350.0
1.6115, 347.3, 345.65079118833336, 350.0
1.612, 354.9, 345.65366004962726, 350.0
1.6125, 358.3, 345.6575813953483, 350.0
1.613, 355.3, 345.6605703657776, 350.0
1.6135, 345.4, 345.6604896188405, 350.0
1.614, 329.9, 345.6556071871122, 350.0
1.6145, 312.3, 345.6452771755956, 350.0
1.615, 297.3, 345.6303095975227, 350.0
1.6155, 288.4, 345.6125967192814, 350.0
1.616, 286.9, 345.5944306930687, 350.0
1.6165, 291.3, 345.57763686977984, 350.0
1.617, 298.3, 345.56301793444595, 350.0
1.6175, 304.6, 345.5503554868619, 350.0
1.618, 308.1, 345.5387824474655, 350.0
1.6185, 308.5, 345.5273401297493, 350.0
1.619, 306.6, 345.51531809759064, 350.0
1.6195, 303.6, 345.5023772769369, 350.0
1.62, 300.5, 345.4884876543205, 350.0
1.6205, 298.4, 345.4739586547357, 350.0
1.621, 298.0, 345.4593152375072, 350.0
1.6215, 300.1, 345.44532839962955, 350.0
1.622, 304.4, 345.43267570900076, 350.0
1.6225, 309.4, 345.4215716486898, 350.0
1.623, 313.3, 345.41167590881037, 350.0
1.6235, 314.5, 345.40215583615594, 350.0
1.624, 312.7, 345.3920874384231, 350.0
1.6245, 308.7, 345.38079409048885, 350.0
1.625, 303.5, 345.3679076923072, 350.0
1.6255, 297.6, 345.3532143955701, 350.0
1.626, 291.2, 345.33656211562067, 350.0
1.6265, 284.7, 345.3179219182288, 350.0
1.627, 279.3, 345.29763368162213, 350.0
1.6275, 276.5, 345.276497695852, 350.0
1.628, 276.9, 345.25549754299703, 350.0
1.6285, 280.4, 345.2355848940737, 350.0
1.629, 285.6, 345.2172805402082, 350.0
1.6295, 291.3, 345.2007364222149, 350.0
1.63, 296.6, 345.1858282208584, 350.0
1.6305, 300.7, 345.172186445875, 350.0
1.631, 303.2, 345.15931943592835, 350.0
1.6315, 303.5, 345.14655225252784, 350.0
1.632, 301.2, 345.1330882352936, 350.0
1.6325, 296.8, 345.11828483920317, 350.0
1.633, 291.8, 345.101959583588, 350.0
1.6335, 288.7, 345.08469543924036, 350.0
1.634, 289.0, 345.0675336597302, 350.0
1.6345, 292.3, 345.0513918629545, 350.0
1.635, 296.6, 345.03657492354694, 350.0
1.6355, 299.1, 345.0225313359824, 350.0
1.636, 298.6, 345.008343520782, 350.0
1.6365, 296.0, 344.9933699969443, 350.0
1.637, 292.9, 344.977458766035, 350.0
1.6375, 291.4, 344.96109923664073, 350.0
1.638, 292.4, 344.94505494505444, 350.0
1.6385, 295.7, 344.9300274641435, 350.0
1.639, 300.6, 344.91650396583236, 350.0
1.6395, 305.9, 344.90460506251856, 350.0
1.64, 310.7, 344.8941768292678, 350.0
1.6405, 314.0, 344.8847607436752, 350.0
1.641, 315.0, 344.87565508836025, 350.0
1.6415, 313.1, 344.86597624124227, 350.0
1.642, 308.7, 344.8549634591956, 350.0
1.6425, 303.7, 344.84243531202384, 350.0
1.643, 300.9, 344.8290626902003, 350.0
1.6435, 302.6, 344.81621539397577, 350.0
1.644, 309.0, 344.8053223844277, 350.0
1.6445, 317.6, 344.79705077531116, 350.0
1.645, 325.3, 344.7911246200603, 350.0
1.6455, 329.8, 344.78656943178316, 350.0
1.646, 330.8, 344.7823207776423, 350.0
1.6465, 329.7, 344.7777406620099, 350.0
1.647, 328.9, 344.7729204614446, 350.0
1.6475, 330.2, 344.7684977238235, 350.0
1.648, 334.9, 344.76550364077616, 350.0
1.6485, 343.7, 344.7651804670908, 350.0
1.649, 356.1, 344.76861734384426, 350.0
1.6495, 370.4, 344.77638678387336, 350.0
1.65, 383.4, 344.78809090909033, 350.0
1.6505, 391.5, 344.8022417449252, 350.0
1.651, 392.4, 344.8166565717741, 350.0
1.6515, 386.5, 344.82927641537935, 350.0
1.652, 377.4, 344.83913438256593, 350.0
1.6525, 369.8, 344.84668683812345, 350.0
1.653, 367.2, 344.8534482758614, 350.0
1.6535, 369.3, 344.8608406410638, 350.0
1.654, 372.8, 344.8692865779921, 350.0
1.6545, 373.6, 344.8779691749768, 350.0
1.655, 369.2, 344.88531722054324, 350.0
1.6555, 359.4, 344.8897009966771, 350.0
1.656, 346.6, 344.89021739130374, 350.0
1.6565, 333.8, 344.8868699064286, 350.0
1.657, 323.6, 344.88044659022273, 350.0
1.6575, 317.5, 344.8721870286571, 350.0
1.658, 316.2, 344.86354041013215, 350.0
1.6585, 319.5, 344.8558938800115, 350.0
1.659, 326.9, 344.8504822182031, 350.0
1.6595, 336.6, 344.8479963844526, 350.0
1.66, 345.8, 344.84828313252956, 350.0
1.6605, 351.9, 344.85040650406444, 350.0
1.661, 353.6, 344.8530403371457, 350.0
1.6615, 352.7, 344.85540174541023, 350.0
1.662, 352.6, 344.8577316486156, 350.0
1.6625, 356.0, 344.8610827067664, 350.0
1.663, 362.5, 344.86638604930795, 350.0
1.6635, 370.0, 344.87394048692465, 350.0
1.664, 376.4, 344.8834134615379, 350.0
1.6645, 380.7, 344.89417242415084, 350.0
1.665, 382.9, 344.90558558558496, 350.0
1.6655, 383.3, 344.9171119783843, 350.0
1.666, 382.7, 344.9284513805516, 350.0
1.6665, 382.1, 344.93960396039546, 350.0
1.667, 382.7, 344.9509298140366, 350.0
1.6675, 385.0, 344.96293853073405, 350.0
1.668, 388.6, 344.9760191846517, 350.0
1.6685, 392.5, 344.9902607132149, 350.0
1.669, 395.5, 345.00539245056865, 350.0
1.6695, 396.2, 345.020724767894, 350.0
1.67, 394.0, 345.03538922155633, 350.0
1.6705, 389.4, 345.0486680634535, 350.0
1.671, 384.7, 345.06053261519986, 350.0
1.6715, 382.8, 345.07182171702004, 350.0
1.672, 385.2, 345.08382177033434, 350.0
1.6725, 390.2, 345.09730941703975, 350.0
1.673, 394.2, 345.11198445905495, 350.0
1.6735, 393.8, 345.12653122198924, 350.0
1.674, 388.6, 345.1395161290317, 350.0
1.6745, 380.4, 345.1500447894888, 350.0
1.675, 372.4, 345.158179104477, 350.0
1.6755, 367.4, 345.16481647269404, 350.0
1.676, 366.0, 345.1710322195697, 350.0
1.6765, 367.6, 345.17772144348277, 350.0
1.677, 370.4, 345.1852415026827, 350.0
1.6775, 373.1, 345.19356184798744, 350.0
1.678, 375.0, 345.20244338498145, 350.0
1.6785, 375.8, 345.21155793863505, 350.0
1.679, 375.4, 345.2205479452048, 350.0
1.6795, 373.3, 345.22890741291985, 350.0
1.68, 369.8, 345.2362202380946, 350.0
1.6805, 366.2, 345.24245760190354, 350.0
1.681, 364.5, 345.24818560380663, 350.0
1.6815, 365.8, 345.2542967588456, 350.0
1.682, 369.4, 345.2614744351955, 350.0
1.6825, 372.8, 345.2696582466561, 350.0
1.683, 373.9, 345.2781639928692, 350.0
1.6835, 371.7, 345.2860112860106, 350.0
1.684, 366.3, 345.29225059382355, 350.0
1.6845, 358.9, 345.29628970020707, 350.0
1.685, 351.5, 345.29813056379754, 350.0
1.6855, 346.0, 345.29833877187707, 350.0
1.686, 344.3, 345.29804270462563, 350.0
1.6865, 347.4, 345.298665876074, 350.0
1.687, 354.2, 345.3013040901, 350.0
1.6875, 362.1, 345.30628148148077, 350.0
1.688, 368.3, 345.31309241706094, 350.0
1.6885, 371.1, 345.3207284572099, 350.0
1.689, 370.6, 345.32821195973884, 350.0
1.6895, 368.0, 345.33492157442964, 350.0
1.69, 364.3, 345.3405325443781, 350.0
1.6905, 360.4, 345.34498669032763, 350.0
1.691, 357.5, 345.34858072146596, 350.0
1.6915, 356.8, 345.3519657109068, 350.0
1.692, 358.4, 345.35582151300173, 350.0
1.6925, 360.8, 345.36038404726673, 350.0
1.693, 362.5, 345.3654459539273, 350.0
1.6935, 362.6, 345.37053439622025, 350.0
1.694, 361.7, 345.37535419126266, 350.0
1.6945, 360.8, 345.3799055768657, 350.0
1.695, 361.0, 345.3845132743357, 350.0
1.6955, 363.7, 345.38991447950394, 350.0
1.696, 369.2, 345.3969339622635, 350.0
1.6965, 377.1, 345.40627763041493, 350.0
1.697, 385.8, 345.41817913965764, 350.0
1.6975, 393.4, 345.432312223858, 350.0
1.698, 397.8, 345.4477326266189, 350.0
1.6985, 398.0, 345.4632028260223, 350.0
1.699, 393.7, 345.47739846968744, 350.0
1.6995, 385.1, 345.489055604589, 350.0
1.7, 374.1, 345.4974705882347, 350.0
1.7005, 363.4, 345.5027344898553, 350.0
1.701, 356.3, 345.505908289241, 350.0
1.7015, 353.7, 345.50831619159504, 350.0
1.702, 353.5, 345.51066392479373, 350.0
1.7025, 351.7, 345.5124816446396, 350.0
1.703, 345.1, 345.5123605402226, 350.0
1.7035, 332.6, 345.50857058996127, 350.0
1.704, 316.0, 345.49991197183044, 350.0
1.7045, 298.7, 345.48618363156294, 350.0
1.705, 284.5, 345.468299120234, 350.0
1.7055, 276.7, 345.4481383758423, 350.0
1.706, 276.6, 345.4279601406794, 350.0
1.7065, 283.2, 345.4097275124518, 350.0
1.707, 293.5, 345.3945225541881, 350.0
1.7075, 303.7, 345.3823133235719, 350.0
1.708, 310.7, 345.37216042154506, 350.0
1.7085, 312.8, 345.3626280362886, 350.0
1.709, 310.5, 345.3524283206548, 350.0
1.7095, 306.2, 345.340976893828, 350.0
1.71, 303.4, 345.3287134502918, 350.0
1.7105, 304.8, 345.3168664133288, 350.0
1.711, 310.4, 345.3066627703091, 350.0
1.7115, 317.7, 345.29859772129646, 350.0
1.712, 323.4, 345.29220210280306, 350.0
1.7125, 325.1, 345.2863065693424, 350.0
1.713, 321.9, 345.2794804436654, 350.0
1.7135, 315.4, 345.2707615990655, 350.0
1.714, 308.2, 345.25994749124783, 350.0
1.7145, 303.6, 345.247798191892, 350.0
1.715, 303.9, 345.2357434402325, 350.0
1.7155, 310.0, 345.22547362284973, 350.0
1.716, 321.0, 345.2184149184142, 350.0
1.7165, 334.9, 345.2154092630345, 350.0
1.717, 348.3, 345.2163075131035, 350.0
1.7175, 357.7, 345.2199417758362, 350.0
1.718, 360.0, 345.2242433061692, 350.0
1.7185, 353.8, 345.22673843468067, 350.0
1.719, 341.3, 345.22559627690447, 350.0
1.7195, 328.0, 345.2205873800516, 350.0
1.72, 319.4, 345.21308139534807, 350.0
1.7205, 318.7, 345.20537634408527, 350.0
1.721, 324.4, 345.1993317838458, 350.0
1.7215, 332.5, 345.1956433343007, 350.0
1.722, 338.3, 345.1936411149818, 350.0
1.7225, 338.9, 345.1918142235115, 350.0
1.723, 333.8, 345.1885084155535, 350.0
1.7235, 324.9, 345.18262257035025, 350.0
1.724, 315.3, 345.1739559164725, 350.0
1.7245, 308.2, 345.1632357204979, 350.0
1.725, 306.0, 345.1518840579702, 350.0
1.7255, 309.4, 345.1415241958844, 350.0
1.726, 318.1, 345.1336906141359, 350.0
1.7265, 330.5, 345.1294526498689, 350.0
1.727, 343.7, 345.1290387955985, 350.0
1.7275, 353.7, 345.1315195369022, 350.0
1.728, 357.1, 345.13498263888806, 350.0
1.7285, 353.9, 345.13751807925865, 350.0
1.729, 347.9, 345.1383169462108, 350.0
1.7295, 344.6, 345.13816131829924, 350.0
1.73, 347.4, 345.13881502890086, 350.0
1.7305, 355.4, 345.1417798324175, 350.0
1.731, 365.2, 345.1475736568448, 350.0
1.7315, 373.6, 345.1557897776486, 350.0
1.732, 378.9, 345.1655311778282, 350.0
1.7325, 380.7, 345.17578643578554, 350.0
1.733, 379.6, 345.18571840738514, 350.0
1.7335, 376.3, 345.1946928179974, 350.0
1.734, 371.5, 345.20227797001064, 350.0
1.7345, 366.3, 345.20835975785445, 350.0
1.735, 362.3, 345.2132853025928, 350.0
1.7355, 361.5, 345.217977528089, 350.0
1.736, 365.4, 345.22379032257976, 350.0
1.7365, 373.3, 345.2318744601201, 350.0
1.737, 382.6, 345.242630972941, 350.0
1.7375, 389.7, 345.2554244604308, 350.0
1.738, 391.6, 345.2687571921741, 350.0
1.7385, 387.6, 345.28093183779043, 350.0
1.739, 379.3, 345.2907130534782, 350.0
1.7395, 370.5, 345.2979591836727, 350.0
1.74, 364.7, 345.3035344827578, 350.0
1.7405, 363.4, 345.3087331226651, 350.0
1.741, 364.9, 345.31435956346843, 350.0
1.7415, 366.0, 345.32029859316594, 350.0
1.742, 364.0, 345.32566016073395, 350.0
1.7425, 357.8, 345.3292395982775, 350.0
1.743, 347.8, 345.3299483648873, 350.0
1.7435, 336.1, 345.3273014052186, 350.0
1.744, 325.2, 345.32153096330194, 350.0
1.7445, 317.5, 345.3135568930918, 350.0
1.745, 314.2, 345.3046418338101, 350.0
1.7455, 315.0, 345.29596104268035, 350.0
1.746, 318.3, 345.288230240549, 350.0
1.7465, 322.0, 345.2815631262517, 350.0
1.747, 324.6, 345.27564396107533, 350.0
1.7475, 325.4, 345.26995708154425, 350.0
1.748, 324.6, 345.2640446224249, 350.0
1.7485, 323.0, 345.2576780097219, 350.0
1.749, 321.2, 345.25080045740344, 350.0
1.7495, 320.3, 345.2436696198906, 350.0
1.75, 321.2, 345.2367999999992, 350.0
1.7505, 324.6, 345.23090545558335, 350.0
1.751, 330.2, 345.22661336379133, 350.0
1.7515, 337.1, 345.2242934627455, 350.0
1.752, 344.1, 345.223972602739, 350.0
1.7525, 350.1, 345.2253637660478, 350.0
1.753, 354.1, 345.2278950370786, 350.0
1.7535, 356.1, 345.23099515255143, 350.0
1.754, 356.2, 345.23412200684083, 350.0
1.7545, 355.1, 345.2369335993154, 350.0
1.755, 353.1, 345.2391737891732, 350.0
1.7555, 350.1, 345.2405582455135, 350.0
1.756, 345.5, 345.24063211845043, 350.0
1.7565, 339.4, 345.23896954170164, 350.0
1.757, 332.5, 345.2353443369374, 350.0
1.7575, 326.2, 345.22992887624406, 350.0
1.758, 321.5, 345.223179749715, 350.0
1.7585, 318.9, 345.21569519476765, 350.0
1.759, 318.2, 345.20801591813466, 350.0
1.7595, 319.1, 345.2005967604427, 350.0
1.76, 321.0, 345.19372159090847, 350.0
1.7605, 323.4, 345.1875319511496, 350.0
1.761, 325.5, 345.18194207836393, 350.0
1.7615, 326.3, 345.17658245813163, 350.0
1.762, 325.5, 345.1709988649256, 350.0
1.7625, 323.8, 345.1649361702122, 350.0
1.763, 322.8, 345.1585933068627, 350.0
1.7635, 324.9, 345.1528494471216, 350.0
1.764, 331.2, 345.1488945578225, 350.0
1.7645, 340.9, 345.14769056389844, 350.0
1.765, 351.4, 345.1494617563732, 350.0
1.7655, 359.2, 345.1534409515711, 350.0
1.766, 362.0, 345.1582106455259, 350.0
1.7665, 360.0, 345.16241154825855, 350.0
1.767, 355.4, 345.1653084323705, 350.0
1.7675, 351.1, 345.1669872701549, 350.0
1.768, 349.7, 345.1682692307685, 350.0
1.7685, 352.3, 345.1702855527276, 350.0
1.769, 358.7, 345.17410966647753, 350.0
1.7695, 367.6, 345.1804464537998, 350.0
1.77, 377.4, 345.18954802259816, 350.0
1.7705, 386.7, 345.20127082744915, 350.0
1.771, 394.5, 345.2151891586667, 350.0
1.7715, 399.9, 345.23062376517, 350.0
1.772, 402.4, 345.246755079006, 350.0
1.7725, 402.7, 345.26296191819387, 350.0
1.773, 402.2, 345.27901861252036, 350.0
1.7735, 402.5, 345.2951508316879, 350.0
1.774, 404.1, 345.31172491544453, 350.0
1.7745, 406.7, 345.3290222597907, 350.0
1.775, 408.6, 345.34684507042175, 350.0
1.7755, 408.1, 345.3645170374535, 350.0
1.776, 404.0, 345.381024774774, 350.0
1.7765, 396.2, 345.39532789192157, 350.0
1.777, 385.8, 345.40669667979665, 350.0
1.7775, 374.4, 345.41485232067436, 350.0
1.778, 363.3, 345.419881889763, 350.0
1.7785, 353.9, 345.4222659544552, 350.0
1.779, 347.2, 345.42276559865013, 350.0
1.7795, 343.5, 345.422225344197, 350.0
1.78, 342.9, 345.42151685393173, 350.0
1.7805, 345.2, 345.42145464757004, 350.0
1.781, 349.8, 345.42268388545676, 350.0
1.7815, 356.4, 345.4257648049388, 350.0
1.782, 363.8, 345.43092031425283, 350.0
1.7825, 370.8, 345.4380364656373, 350.0
1.783, 375.7, 345.44652271452526, 350.0
1.7835, 377.4, 345.4554807961864, 350.0
1.784, 375.9, 345.4640134529139, 350.0
1.7845, 372.1, 345.4714766040899, 350.0
1.785, 367.3, 345.47759103641374, 350.0
1.7855, 362.8, 345.4824418930263, 350.0
1.786, 359.1, 345.4862541993273, 350.0
1.7865, 357.0, 345.48947663028184, 350.0
1.787, 356.3, 345.4925013989919, 350.0
1.7875, 356.4, 345.49555244755163, 350.0
1.788, 355.8, 345.49843400447344, 350.0
1.7885, 353.3, 345.500615040536, 350.0
1.789, 348.7, 345.5015092230288, 350.0
1.7895, 343.3, 345.50089410449766, 350.0
1.79, 339.5, 345.49921787709417, 350.0
1.7905, 339.2, 345.49745881038734, 350.0
1.791, 342.9, 345.4967336683409, 350.0
1.7915, 349.8, 345.4979346915984, 350.0
1.792, 358.6, 345.50159040178494, 350.0
1.7925, 367.5, 345.5077266387719, 350.0
1.793, 375.1, 345.51597880646887, 350.0
1.7935, 380.9, 345.52584332311045, 350.0
1.794, 384.2, 345.5366220735778, 350.0
1.7945, 384.0, 345.54733909166816, 350.0
1.795, 379.6, 345.55682451253404, 350.0
1.7955, 371.6, 345.56407685881294, 350.0
1.796, 362.1, 345.5686804008901, 350.0
1.7965, 354.0, 345.57102699693775, 350.0
1.797, 349.5, 345.5721202003332, 350.0
1.7975, 348.7, 345.57299026425517, 350.0
1.798, 349.4, 345.5740545050048, 350.0
1.7985, 348.9, 345.5749791492903, 350.0
1.799, 345.8, 345.5750416898269, 350.0
1.7995, 340.5, 345.5736315643226, 350.0
1.8, 335.4, 345.5708055555547, 350.0
1.8005, 333.2, 345.5673701749506, 350.0
1.801, 335.6, 345.5646029983335, 350.0
1.8015, 341.5, 345.56347488204193, 350.0
1.802, 348.5, 345.5642896781346, 350.0
1.8025, 354.3, 345.56671289875095, 350.0
1.803, 358.5, 345.5702995008312, 350.0
1.8035, 361.7, 345.57477127806965, 350.0
1.804, 364.6, 345.58004434589725, 350.0
1.8045, 367.0, 345.5859794957044, 350.0
1.805, 368.2, 345.59224376731225, 350.0
1.8055, 367.7, 345.5983661035716, 350.0
1.806, 365.7, 345.60393133997707, 350.0
1.8065, 362.7, 345.6086631608074, 350.0
1.807, 359.7, 345.6125622578852, 350.0
1.8075, 357.4, 345.6158229598885, 350.0
1.808, 356.2, 345.6187499999991, 350.0
1.8085, 355.8, 345.62156483273344, 350.0
1.809, 355.5, 345.62429519071225, 350.0
1.8095, 354.7, 345.6268029842489, 350.0
1.81, 353.6, 345.62900552486104, 350.0
1.8105, 352.7, 345.6309582988116, 350.0
1.811, 352.9, 345.63296521258883, 350.0
1.8115, 354.8, 345.63549544576233, 350.0
1.812, 358.4, 345.63901766004324, 350.0
1.8125, 362.5, 345.6436689655164, 350.0
1.813, 365.9, 345.6492553778259, 350.0
1.8135, 367.8, 345.65536255858746, 350.0
1.814, 367.8, 345.6614663726562, 350.0
1.8145, 365.9, 345.6670432626059, 350.0
1.815, 362.6, 345.67170798897985, 350.0
1.8155, 358.2, 345.675158358578, 350.0
1.816, 353.0, 345.67717511013126, 350.0
1.8165, 347.3, 345.6776218001643, 350.0
1.817, 341.5, 345.6764722069336, 350.0
1.8175, 335.4, 345.67364511691795, 350.0
1.818, 329.3, 345.6691419141905, 350.0
1.8185, 323.3, 345.66299147649073, 350.0
1.819, 317.5, 345.6552501374373, 350.0
1.8195, 311.9, 345.64597416872675, 350.0
1.82, 306.4, 345.6351923076914, 350.0
1.8205, 301.1, 345.6229607250746, 350.0
1.821, 297.0, 345.6096101043374, 350.0
1.8215, 295.3, 345.5958001646985, 350.0
1.822, 296.9, 345.5824368825457, 350.0
1.8225, 301.2, 345.57026063100045, 350.0
1.823, 306.6, 345.5595721338444, 350.0
1.8235, 311.4, 345.5502056484773, 350.0
1.824, 314.5, 345.5416940789464, 350.0
1.8245, 315.5, 345.53346122225173, 350.0
1.825, 315.0, 345.52509589041, 350.0
1.8255, 313.7, 345.5163790742253, 350.0
1.826, 312.2, 345.507256297918, 350.0
1.8265, 310.9, 345.4977826444009, 350.0
1.827, 309.6, 345.4879584017506, 350.0
1.8275, 308.2, 345.47775649794704, 350.0
1.828, 306.6, 345.4671225382923, 350.0
1.8285, 304.9, 345.4560295324026, 350.0
1.829, 302.5, 345.44428649535166, 350.0
1.8295, 298.9, 345.4315660016388, 350.0
1.83, 293.6, 345.41740437158376, 350.0
1.8305, 287.4, 345.40155695165157, 350.0
1.831, 282.3, 345.38432550518746, 350.0
1.8315, 280.8, 345.366693966693, 350.0
1.832, 284.3, 345.3500272925755, 350.0
1.8325, 292.2, 345.3355252387439, 350.0
1.833, 302.3, 345.3237861429341, 350.0
1.8335, 311.7, 345.3146168530124, 350.0
1.834, 317.9, 345.30714285714186, 350.0
1.8345, 319.6, 345.30013627691375, 350.0
