Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0005        -330.9225    -334.3423       3.4198   362.4
0.0010        -330.9231    -334.2790       3.3559   355.6
0.0015        -330.9211    -334.1387       3.2176   341.0
0.0020        -330.9180    -333.9582       3.0402   322.2
0.0025        -330.9148    -333.7934       2.8787   305.1
0.0030        -330.9130    -333.6962       2.7832   295.0
0.0035        -330.9128    -333.6903       2.7774   294.3
0.0040        -330.9137    -333.7659       2.8522   302.3
0.0045        -330.9133    -333.8946       2.9813   315.9
0.0050        -330.9127    -334.0501       3.1374   332.5
0.0055        -330.9124    -334.2069       3.2945   349.1
0.0060        -330.9125    -334.3335       3.4210   362.5
0.0065        -330.9115    -334.3959       3.4843   369.3
0.0070        -330.9088    -334.3779       3.4691   367.7
0.0075        -330.9034    -334.2978       3.3943   359.7
0.0080        -330.8976    -334.2125       3.3149   351.3
0.0085        -330.8932    -334.1912       3.2979   349.5
0.0090        -330.8920    -334.2786       3.3866   358.9
0.0095        -330.8939    -334.4708       3.5770   379.1
0.0100        -330.8973    -334.7188       3.8215   405.0
0.0105        -330.9001    -334.9546       4.0545   429.7
0.0110        -330.9030    -335.1231       4.2201   447.2
0.0115        -330.9058    -335.1949       4.2891   454.6
0.0120        -330.9083    -335.1709       4.2626   451.7
0.0125        -330.9122    -335.0774       4.1652   441.4
0.0130        -330.9174    -334.9482       4.0309   427.2
0.0135        -330.9242    -334.8152       3.8910   412.4
0.0140        -330.9320    -334.7010       3.7690   399.4
0.0145        -330.9401    -334.6238       3.6837   390.4
0.0150        -330.9485    -334.6015       3.6530   387.1
0.0155        -330.9594    -334.6454       3.6860   390.6
0.0160        -330.9719    -334.7460       3.7741   400.0
0.0165        -330.9861    -334.8772       3.8911   412.4
0.0170        -331.0011    -335.0059       4.0049   424.4
0.0175        -331.0165    -335.1054       4.0889   433.3
0.0180        -331.0337    -335.1611       4.1274   437.4
0.0185        -331.0515    -335.1678       4.1163   436.2
0.0190        -331.0701    -335.1297       4.0597   430.2
0.0195        -331.0899    -335.0558       3.9659   420.3
0.0200        -331.1095    -334.9549       3.8454   407.5
0.0205        -331.1289    -334.8448       3.7159   393.8
0.0210        -331.1477    -334.7506       3.6029   381.8
0.0215        -331.1673    -334.6993       3.5320   374.3
0.0220        -331.1886    -334.7044       3.5158   372.6
0.0225        -331.2117    -334.7566       3.5450   375.7
0.0230        -331.2361    -334.8244       3.5883   380.3
0.0235        -331.2609    -334.8657       3.6049   382.0
0.0240        -331.2842    -334.8453       3.5611   377.4
0.0245        -331.3054    -334.7524       3.4470   365.3
0.0250        -331.3245    -334.6081       3.2836   348.0
0.0255        -331.3420    -334.4580       3.1160   330.2
0.0260        -331.3591    -334.3549       2.9958   317.5
0.0265        -331.3780    -334.3375       2.9595   313.6
0.0270        -331.3985    -334.4094       3.0109   319.1
0.0275        -331.4196    -334.5446       3.1250   331.2
0.0280        -331.4416    -334.7060       3.2645   346.0
0.0285        -331.4629    -334.8607       3.3977   360.1
0.0290        -331.4847    -334.9916       3.5069   371.7
0.0295        -331.5073    -335.0927       3.5855   380.0
0.0300        -331.5309    -335.1615       3.6306   384.8
0.0305        -331.5553    -335.1919       3.6366   385.4
0.0310        -331.5794    -335.1788       3.5994   381.5
0.0315        -331.6026    -335.1287       3.5261   373.7
0.0320        -331.6257    -335.0620       3.4364   364.2
0.0325        -331.6485    -334.9990       3.3506   355.1
0.0330        -331.6717    -334.9534       3.2817   347.8
0.0335        -331.6950    -334.9275       3.2325   342.6
0.0340        -331.7177    -334.9154       3.1977   338.9
0.0345        -331.7398    -334.9110       3.1711   336.1
0.0350        -331.7625    -334.9108       3.1483   333.6
0.0355        -331.7839    -334.9087       3.1248   331.2
0.0360        -331.8049    -334.9072       3.1023   328.8
0.0365        -331.8258    -334.9130       3.0872   327.2
0.0370        -331.8470    -334.9306       3.0836   326.8
0.0375        -331.8679    -334.9565       3.0886   327.3
0.0380        -331.8899    -334.9817       3.0918   327.7
0.0385        -331.9104    -334.9900       3.0796   326.4
0.0390        -331.9292    -334.9791       3.0499   323.2
0.0395        -331.9467    -334.9676       3.0210   320.2
0.0400        -331.9644    -334.9851       3.0207   320.1
0.0405        -331.9840    -335.0497       3.0656   324.9
0.0410        -332.0051    -335.1504       3.1453   333.3
0.0415        -332.0277    -335.2538       3.2261   341.9
0.0420        -332.0489    -335.3200       3.2711   346.7
0.0425        -332.0693    -335.3266       3.2573   345.2
0.0430        -332.0875    -335.2730       3.1855   337.6
0.0435        -332.1046    -335.1822       3.0776   326.2
0.0440        -332.1212    -335.0840       2.9628   314.0
0.0445        -332.1373    -335.0038       2.8665   303.8
0.0450        -332.1535    -334.9564       2.8030   297.1
0.0455        -332.1692    -334.9431       2.7739   294.0
0.0460        -332.1846    -334.9588       2.7742   294.0
0.0465        -332.1994    -334.9964       2.7970   296.4
0.0470        -332.2139    -335.0473       2.8334   300.3
0.0475        -332.2285    -335.1027       2.8742   304.6
0.0480        -332.2432    -335.1510       2.9078   308.2
0.0485        -332.2571    -335.1788       2.9217   309.6
0.0490        -332.2705    -335.1772       2.9067   308.0
0.0495        -332.2828    -335.1431       2.8603   303.1
0.0500        -332.2931    -335.0856       2.7925   295.9
0.0505        -332.3023    -335.0303       2.7280   289.1
0.0510        -332.3111    -335.0080       2.6969   285.8
0.0515        -332.3210    -335.0413       2.7204   288.3
0.0520        -332.3323    -335.1271       2.7947   296.2
0.0525        -332.3440    -335.2354       2.8914   306.4
0.0530        -332.3547    -335.3284       2.9737   315.1
0.0535        -332.3643    -335.3789       3.0146   319.5
0.0540        -332.3726    -335.3772       3.0046   318.4
0.0545        -332.3801    -335.3281       2.9480   312.4
0.0550        -332.3867    -335.2460       2.8593   303.0
0.0555        -332.3921    -335.1520       2.7598   292.5
0.0560        -332.3970    -335.0714       2.6744   283.4
0.0565        -332.4015    -335.0271       2.6256   278.2
0.0570        -332.4064    -335.0353       2.6289   278.6
0.0575        -332.4115    -335.0974       2.6859   284.6
0.0580        -332.4168    -335.2011       2.7842   295.1
0.0585        -332.4219    -335.3250       2.9031   307.7
0.0590        -332.4264    -335.4464       3.0201   320.1
0.0595        -332.4303    -335.5458       3.1155   330.2
0.0600        -332.4332    -335.6102       3.1769   336.7
0.0605        -332.4362    -335.6394       3.2032   339.5
0.0610        -332.4382    -335.6401       3.2018   339.3
0.0615        -332.4400    -335.6274       3.1874   337.8
0.0620        -332.4424    -335.6140       3.1716   336.1
0.0625        -332.4456    -335.6044       3.1589   334.8
0.0630        -332.4486    -335.5971       3.1485   333.7
0.0635        -332.4514    -335.5862       3.1349   332.2
0.0640        -332.4540    -335.5653       3.1113   329.7
0.0645        -332.4557    -335.5306       3.0749   325.9
0.0650        -332.4574    -335.4838       3.0264   320.7
0.0655        -332.4582    -335.4279       2.9697   314.7
0.0660        -332.4588    -335.3724       2.9136   308.8
0.0665        -332.4591    -335.3269       2.8678   303.9
0.0670        -332.4596    -335.2959       2.8363   300.6
0.0675        -332.4599    -335.2749       2.8149   298.3
0.0680        -332.4599    -335.2542       2.7943   296.1
0.0685        -332.4586    -335.2268       2.7681   293.4
0.0690        -332.4559    -335.1961       2.7402   290.4
0.0695        -332.4527    -335.1786       2.7259   288.9
0.0700        -332.4494    -335.1922       2.7428   290.7
0.0705        -332.4465    -335.2441       2.7976   296.5
0.0710        -332.4443    -335.3245       2.8802   305.2
0.0715        -332.4418    -335.4074       2.9655   314.3
0.0720        -332.4383    -335.4625       3.0243   320.5
0.0725        -332.4332    -335.4691       3.0359   321.7
0.0730        -332.4266    -335.4246       2.9980   317.7
0.0735        -332.4193    -335.3465       2.9272   310.2
0.0740        -332.4122    -335.2605       2.8483   301.9
0.0745        -332.4057    -335.1862       2.7806   294.7
0.0750        -332.3995    -335.1310       2.7315   289.5
0.0755        -332.3929    -335.0917       2.6988   286.0
0.0760        -332.3852    -335.0637       2.6785   283.9
0.0765        -332.3766    -335.0498       2.6732   283.3
0.0770        -332.3673    -335.0604       2.6931   285.4
0.0775        -332.3580    -335.1047       2.7467   291.1
0.0780        -332.3488    -335.1824       2.8335   300.3
0.0785        -332.3400    -335.2785       2.9385   311.4
0.0790        -332.3306    -335.3641       3.0335   321.5
0.0795        -332.3189    -335.4100       3.0910   327.6
0.0800        -332.3056    -335.4071       3.1014   328.7
0.0805        -332.2906    -335.3714       3.0807   326.5
0.0810        -332.2754    -335.3390       3.0635   324.7
0.0815        -332.2611    -335.3473       3.0863   327.1
0.0820        -332.2488    -335.4134       3.1646   335.4
0.0825        -332.2375    -335.5196       3.2821   347.8
0.0830        -332.2261    -335.6244       3.3983   360.1
0.0835        -332.2131    -335.6828       3.4696   367.7
0.0840        -332.1975    -335.6695       3.4720   368.0
0.0845        -332.1821    -335.5909       3.4089   361.3
0.0850        -332.1664    -335.4701       3.3037   350.1
0.0855        -332.1517    -335.3372       3.1855   337.6
0.0860        -332.1376    -335.2191       3.0815   326.6
0.0865        -332.1243    -335.1377       3.0134   319.4
0.0870        -332.1111    -335.1068       2.9957   317.5
0.0875        -332.0990    -335.1305       3.0315   321.3
0.0880        -332.0869    -335.1955       3.1086   329.4
0.0885        -332.0747    -335.2791       3.2044   339.6
0.0890        -332.0615    -335.3533       3.2918   348.9
0.0895        -332.0466    -335.3988       3.3521   355.3
0.0900        -332.0309    -335.4157       3.3848   358.7
0.0905        -332.0145    -335.4188       3.4043   360.8
0.0910        -331.9987    -335.4294       3.4307   363.6
0.0915        -331.9842    -335.4607       3.4765   368.4
0.0920        -331.9707    -335.5077       3.5369   374.8
0.0925        -331.9572    -335.5515       3.5943   380.9
0.0930        -331.9433    -335.5738       3.6305   384.7
0.0935        -331.9294    -335.5644       3.6349   385.2
0.0940        -331.9152    -335.5224       3.6072   382.3
0.0945        -331.9015    -335.4584       3.5568   376.9
0.0950        -331.8882    -335.3867       3.4985   370.8
0.0955        -331.8763    -335.3225       3.4462   365.2
0.0960        -331.8648    -335.2753       3.4105   361.4
0.0965        -331.8538    -335.2505       3.3967   360.0
0.0970        -331.8435    -335.2473       3.4038   360.7
0.0975        -331.8331    -335.2593       3.4262   363.1
0.0980        -331.8230    -335.2814       3.4584   366.5
0.0985        -331.8136    -335.3071       3.4935   370.2
0.0990        -331.8044    -335.3248       3.5204   373.1
0.0995        -331.7948    -335.3257       3.5309   374.2
0.1000        -331.7848    -335.3101       3.5253   373.6
0.1005        -331.7744    -335.2885       3.5141   372.4
0.1010        -331.7643    -335.2812       3.5169   372.7
0.1015        -331.7556    -335.3072       3.5516   376.4
0.1020        -331.7493    -335.3669       3.6177   383.4
0.1025        -331.7438    -335.4345       3.6907   391.1
0.1030        -331.7389    -335.4728       3.7339   395.7
0.1035        -331.7325    -335.4520       3.7196   394.2
0.1040        -331.7249    -335.3711       3.6462   386.4
0.1045        -331.7175    -335.2560       3.5385   375.0
0.1050        -331.7110    -335.1427       3.4316   363.7
0.1055        -331.7059    -335.0602       3.3543   355.5
0.1060        -331.7017    -335.0225       3.3208   351.9
0.1065        -331.6982    -335.0297       3.3316   353.1
0.1070        -331.6951    -335.0712       3.3761   357.8
0.1075        -331.6923    -335.1300       3.4377   364.3
0.1080        -331.6895    -335.1872       3.4978   370.7
0.1085        -331.6874    -335.2252       3.5379   374.9
0.1090        -331.6844    -335.2278       3.5434   375.5
0.1095        -331.6812    -335.1927       3.5115   372.1
0.1100        -331.6778    -335.1281       3.4503   365.7
0.1105        -331.6739    -335.0530       3.3791   358.1
0.1110        -331.6701    -334.9970       3.3269   352.6
0.1115        -331.6675    -334.9884       3.3209   351.9
0.1120        -331.6668    -335.0367       3.3699   357.1
0.1125        -331.6673    -335.1272       3.4599   366.7
0.1130        -331.6688    -335.2251       3.5563   376.9
0.1135        -331.6692    -335.2884       3.6192   383.6
0.1140        -331.6693    -335.2934       3.6240   384.1
0.1145        -331.6686    -335.2341       3.5655   377.9
0.1150        -331.6671    -335.1251       3.4580   366.5
0.1155        -331.6657    -334.9991       3.3334   353.3
0.1160        -331.6649    -334.8916       3.2268   342.0
0.1165        -331.6650    -334.8282       3.1632   335.2
0.1170        -331.6662    -334.8178       3.1516   334.0
0.1175        -331.6673    -334.8552       3.1880   337.9
0.1180        -331.6688    -334.9288       3.2600   345.5
0.1185        -331.6705    -335.0198       3.3493   354.9
0.1190        -331.6731    -335.1052       3.4321   363.7
0.1195        -331.6751    -335.1564       3.4813   368.9
0.1200        -331.6764    -335.1526       3.4762   368.4
0.1205        -331.6759    -335.0945       3.4187   362.3
0.1210        -331.6744    -335.0122       3.3378   353.7
0.1215        -331.6735    -334.9514       3.2779   347.4
0.1220        -331.6749    -334.9476       3.2728   346.8
0.1225        -331.6783    -335.0036       3.3253   352.4
0.1230        -331.6826    -335.0912       3.4086   361.2
0.1235        -331.6867    -335.1696       3.4829   369.1
0.1240        -331.6899    -335.2046       3.5146   372.5
0.1245        -331.6921    -335.1805       3.4884   369.7
0.1250        -331.6940    -335.1027       3.4087   361.2
0.1255        -331.6951    -334.9915       3.2964   349.3
0.1260        -331.6958    -334.8799       3.1842   337.5
0.1265        -331.6972    -334.8038       3.1066   329.2
0.1270        -331.6996    -334.7862       3.0867   327.1
0.1275        -331.7026    -334.8320       3.1294   331.6
0.1280        -331.7062    -334.9293       3.2232   341.6
0.1285        -331.7111    -335.0546       3.3435   354.3
0.1290        -331.7160    -335.1727       3.4567   366.3
0.1295        -331.7203    -335.2491       3.5288   374.0
0.1300        -331.7236    -335.2620       3.5384   375.0
0.1305        -331.7253    -335.2145       3.4892   369.8
0.1310        -331.7261    -335.1394       3.4133   361.7
0.1315        -331.7269    -335.0879       3.3610   356.2
0.1320        -331.7304    -335.1076       3.3772   357.9
0.1325        -331.7365    -335.2112       3.4747   368.2
0.1330        -331.7448    -335.3712       3.6264   384.3
0.1335        -331.7536    -335.5344       3.7807   400.7
0.1340        -331.7617    -335.6490       3.8873   412.0
0.1345        -331.7694    -335.6874       3.9180   415.2
0.1350        -331.7769    -335.6456       3.8687   410.0
0.1355        -331.7846    -335.5378       3.7531   397.7
0.1360        -331.7915    -335.3917       3.6002   381.5
0.1365        -331.7981    -335.2479       3.4499   365.6
0.1370        -331.8057    -335.1498       3.3441   354.4
0.1375        -331.8151    -335.1237       3.3086   350.6
0.1380        -331.8267    -335.1657       3.3389   353.8
0.1385        -331.8392    -335.2427       3.4035   360.7
0.1390        -331.8512    -335.3122       3.4610   366.8
0.1395        -331.8625    -335.3424       3.4798   368.8
0.1400        -331.8725    -335.3208       3.4482   365.4
0.1405        -331.8820    -335.2564       3.3744   357.6
0.1410        -331.8910    -335.1718       3.2808   347.7
0.1415        -331.8995    -335.0967       3.1972   338.8
0.1420        -331.9088    -335.0614       3.1526   334.1
0.1425        -331.9188    -335.0823       3.1636   335.3
0.1430        -331.9311    -335.1565       3.2254   341.8
0.1435        -331.9437    -335.2543       3.3105   350.8
0.1440        -331.9563    -335.3382       3.3819   358.4
0.1445        -331.9685    -335.3773       3.4088   361.3
0.1450        -331.9792    -335.3560       3.3768   357.9
0.1455        -331.9884    -335.2833       3.2949   349.2
0.1460        -331.9962    -335.1899       3.1937   338.5
0.1465        -332.0044    -335.1177       3.1133   329.9
0.1470        -332.0141    -335.0976       3.0835   326.8
0.1475        -332.0254    -335.1338       3.1083   329.4
0.1480        -332.0377    -335.2008       3.1631   335.2
0.1485        -332.0490    -335.2605       3.2116   340.4
0.1490        -332.0589    -335.2874       3.2285   342.1
0.1495        -332.0678    -335.2787       3.2108   340.3
0.1500        -332.0763    -335.2488       3.1724   336.2
0.1505        -332.0846    -335.2167       3.1321   331.9
0.1510        -332.0932    -335.1990       3.1058   329.1
0.1515        -332.1019    -335.2069       3.1050   329.1
0.1520        -332.1110    -335.2462       3.1352   332.3
0.1525        -332.1207    -335.3130       3.1923   338.3
0.1530        -332.1309    -335.3946       3.2637   345.9
0.1535        -332.1416    -335.4722       3.3305   353.0
0.1540        -332.1521    -335.5239       3.3718   357.3
0.1545        -332.1622    -335.5347       3.3725   357.4
0.1550        -332.1711    -335.5013       3.3303   352.9
0.1555        -332.1784    -335.4410       3.2625   345.8
0.1560        -332.1861    -335.3873       3.2012   339.3
0.1565        -332.1949    -335.3691       3.1742   336.4
0.1570        -332.2052    -335.3941       3.1889   338.0
0.1575        -332.2162    -335.4458       3.2296   342.3
0.1580        -332.2269    -335.4936       3.2668   346.2
0.1585        -332.2359    -335.5134       3.2775   347.3
0.1590        -332.2443    -335.5026       3.2583   345.3
0.1595        -332.2525    -335.4710       3.2185   341.1
0.1600        -332.2602    -335.4332       3.1730   336.3
0.1605        -332.2684    -335.4053       3.1369   332.4
0.1610        -332.2763    -335.3977       3.1214   330.8
0.1615        -332.2848    -335.4166       3.1318   331.9
0.1620        -332.2934    -335.4603       3.1670   335.6
0.1625        -332.3024    -335.5220       3.2196   341.2
0.1630        -332.3119    -335.5891       3.2772   347.3
0.1635        -332.3217    -335.6454       3.3237   352.2
0.1640        -332.3309    -335.6755       3.3446   354.5
0.1645        -332.3399    -335.6721       3.3322   353.1
0.1650        -332.3487    -335.6347       3.2859   348.2
0.1655        -332.3568    -335.5685       3.2117   340.4
0.1660        -332.3642    -335.4879       3.1236   331.0
0.1665        -332.3713    -335.4144       3.0431   322.5
0.1670        -332.3785    -335.3675       2.9890   316.8
0.1675        -332.3864    -335.3548       2.9684   314.6
0.1680        -332.3948    -335.3672       2.9725   315.0
0.1685        -332.4031    -335.3825       2.9794   315.8
0.1690        -332.4098    -335.3772       2.9674   314.5
0.1695        -332.4155    -335.3419       2.9264   310.1
0.1700        -332.4206    -335.2784       2.8578   302.9
0.1705        -332.4244    -335.1948       2.7704   293.6
0.1710        -332.4278    -335.1062       2.6785   283.9
0.1715        -332.4304    -335.0282       2.5978   275.3
0.1720        -332.4328    -334.9735       2.5407   269.3
0.1725        -332.4346    -334.9492       2.5146   266.5
0.1730        -332.4361    -334.9581       2.5220   267.3
0.1735        -332.4371    -334.9997       2.5626   271.6
0.1740        -332.4379    -335.0702       2.6323   279.0
0.1745        -332.4390    -335.1580       2.7190   288.2
0.1750        -332.4403    -335.2378       2.7976   296.5
0.1755        -332.4399    -335.2770       2.8371   300.7
0.1760        -332.4381    -335.2544       2.8162   298.5
0.1765        -332.4329    -335.1734       2.7405   290.4
0.1770        -332.4268    -335.0743       2.6476   280.6
0.1775        -332.4209    -335.0100       2.5891   274.4
0.1780        -332.4168    -335.0168       2.6000   275.5
0.1785        -332.4145    -335.0915       2.6771   283.7
0.1790        -332.4114    -335.1944       2.7830   294.9
0.1795        -332.4064    -335.2807       2.8742   304.6
0.1800        -332.3996    -335.3251       2.9255   310.0
0.1805        -332.3912    -335.3231       2.9319   310.7
0.1810        -332.3824    -335.2851       2.9027   307.6
0.1815        -332.3740    -335.2261       2.8520   302.3
0.1820        -332.3651    -335.1564       2.7913   295.8
0.1825        -332.3554    -335.0882       2.7327   289.6
0.1830        -332.3448    -335.0389       2.6941   285.5
0.1835        -332.3340    -335.0318       2.6979   285.9
0.1840        -332.3242    -335.0830       2.7589   292.4
0.1845        -332.3156    -335.1827       2.8671   303.8
0.1850        -332.3068    -335.2922       2.9854   316.4
0.1855        -332.2962    -335.3635       3.0673   325.1
0.1860        -332.2831    -335.3641       3.0810   326.5
0.1865        -332.2680    -335.2951       3.0271   320.8
0.1870        -332.2522    -335.1881       2.9359   311.1
0.1875        -332.2368    -335.0861       2.8493   302.0
0.1880        -332.2228    -335.0253       2.8025   297.0
0.1885        -332.2095    -335.0207       2.8112   297.9
0.1890        -332.1970    -335.0645       2.8675   303.9
0.1895        -332.1842    -335.1275       2.9433   311.9
0.1900        -332.1699    -335.1729       3.0029   318.2
0.1905        -332.1537    -335.1741       3.0204   320.1
0.1910        -332.1361    -335.1260       2.9900   316.9
0.1915        -332.1179    -335.0438       2.9260   310.1
0.1920        -332.0996    -334.9533       2.8537   302.4
0.1925        -332.0810    -334.8830       2.8020   297.0
0.1930        -332.0629    -334.8606       2.7977   296.5
0.1935        -332.0455    -334.9000       2.8545   302.5
0.1940        -332.0289    -334.9923       2.9634   314.0
0.1945        -332.0117    -335.1034       3.0917   327.6
0.1950        -331.9933    -335.1893       3.1960   338.7
0.1955        -331.9720    -335.2168       3.2448   343.9
0.1960        -331.9489    -335.1850       3.2360   342.9
0.1965        -331.9255    -335.1207       3.1952   338.6
0.1970        -331.9033    -335.0574       3.1542   334.3
0.1975        -331.8817    -335.0165       3.1348   332.2
0.1980        -331.8610    -335.0049       3.1439   333.2
0.1985        -331.8402    -335.0174       3.1772   336.7
0.1990        -331.8186    -335.0459       3.2273   342.0
0.1995        -331.7970    -335.0817       3.2847   348.1
0.2000        -331.7754    -335.1123       3.3369   353.6
0.2005        -331.7532    -335.1236       3.3704   357.2
0.2010        -331.7308    -335.1067       3.3759   357.8
0.2015        -331.7076    -335.0619       3.3543   355.5
0.2020        -331.6840    -335.0026       3.3185   351.7
0.2025        -331.6610    -334.9499       3.2889   348.5
0.2030        -331.6388    -334.9232       3.2843   348.1
0.2035        -331.6174    -334.9289       3.3115   350.9
0.2040        -331.5967    -334.9595       3.3628   356.4
0.2045        -331.5760    -334.9950       3.4190   362.3
0.2050        -331.5538    -335.0151       3.4613   366.8
0.2055        -331.5307    -335.0151       3.4844   369.3
0.2060        -331.5077    -335.0043       3.4967   370.6
0.2065        -331.4853    -334.9967       3.5114   372.1
0.2070        -331.4636    -335.0015       3.5379   374.9
0.2075        -331.4427    -335.0188       3.5761   379.0
0.2080        -331.4216    -335.0407       3.6191   383.5
0.2085        -331.4004    -335.0629       3.6625   388.1
0.2090        -331.3794    -335.0880       3.7086   393.0
0.2095        -331.3590    -335.1202       3.7612   398.6
0.2100        -331.3399    -335.1580       3.8182   404.6
0.2105        -331.3217    -335.1919       3.8702   410.2
0.2110        -331.3034    -335.2079       3.9046   413.8
0.2115        -331.2855    -335.1995       3.9139   414.8
0.2120        -331.2681    -335.1682       3.9001   413.3
0.2125        -331.2511    -335.1266       3.8755   410.7
0.2130        -331.2355    -335.0942       3.8587   408.9
0.2135        -331.2213    -335.0859       3.8646   409.6
0.2140        -331.2080    -335.1091       3.9011   413.4
0.2145        -331.1961    -335.1639       3.9678   420.5
0.2150        -331.1856    -335.2400       4.0544   429.7
0.2155        -331.1765    -335.3192       4.1427   439.0
0.2160        -331.1688    -335.3808       4.2120   446.4
0.2165        -331.1614    -335.4063       4.2448   449.9
0.2170        -331.1549    -335.3889       4.2341   448.7
0.2175        -331.1493    -335.3346       4.1853   443.5
0.2180        -331.1448    -335.2596       4.1149   436.1
0.2185        -331.1422    -335.1868       4.0446   428.6
0.2190        -331.1415    -335.1318       3.9903   422.9
0.2195        -331.1422    -335.0983       3.9561   419.3
0.2200        -331.1434    -335.0857       3.9423   417.8
0.2205        -331.1460    -335.0977       3.9517   418.8
0.2210        -331.1505    -335.1348       3.9843   422.2
0.2215        -331.1573    -335.1837       4.0264   426.7
0.2220        -331.1650    -335.2137       4.0486   429.1
0.2225        -331.1717    -335.1984       4.0268   426.7
0.2230        -331.1784    -335.1398       3.9614   419.8
0.2235        -331.1853    -335.0624       3.8771   410.9
0.2240        -331.1936    -334.9994       3.8059   403.3
0.2245        -331.2044    -334.9701       3.7657   399.1
0.2250        -331.2166    -334.9699       3.7533   397.8
0.2255        -331.2292    -334.9834       3.7542   397.9
0.2260        -331.2423    -334.9989       3.7565   398.1
0.2265        -331.2554    -335.0110       3.7556   398.0
0.2270        -331.2699    -335.0213       3.7514   397.6
0.2275        -331.2849    -335.0289       3.7440   396.8
0.2280        -331.3010    -335.0320       3.7310   395.4
0.2285        -331.3177    -335.0252       3.7076   392.9
0.2290        -331.3337    -335.0056       3.6720   389.1
0.2295        -331.3498    -334.9851       3.6354   385.3
0.2300        -331.3661    -334.9836       3.6175   383.4
0.2305        -331.3842    -335.0169       3.6327   385.0
0.2310        -331.4048    -335.0794       3.6746   389.4
0.2315        -331.4260    -335.1417       3.7157   393.8
0.2320        -331.4471    -335.1717       3.7245   394.7
0.2325        -331.4668    -335.1553       3.6885   390.9
0.2330        -331.4854    -335.1082       3.6228   383.9
0.2335        -331.5043    -335.0645       3.5602   377.3
0.2340        -331.5245    -335.0551       3.5307   374.2
0.2345        -331.5469    -335.0915       3.5446   375.6
0.2350        -331.5706    -335.1591       3.5885   380.3
0.2355        -331.5951    -335.2295       3.6343   385.2
0.2360        -331.6196    -335.2734       3.6537   387.2
0.2365        -331.6438    -335.2730       3.6292   384.6
0.2370        -331.6673    -335.2252       3.5579   377.1
0.2375        -331.6901    -335.1413       3.4512   365.7
0.2380        -331.7115    -335.0436       3.3321   353.1
0.2385        -331.7324    -334.9647       3.2322   342.5
0.2390        -331.7541    -334.9356       3.1815   337.2
0.2395        -331.7774    -334.9684       3.1909   338.2
0.2400        -331.8028    -335.0427       3.2399   343.4
0.2405        -331.8283    -335.1125       3.2842   348.1
0.2410        -331.8516    -335.1351       3.2835   348.0
0.2415        -331.8727    -335.1012       3.2286   342.2
0.2420        -331.8923    -335.0358       3.1435   333.1
0.2425        -331.9115    -334.9782       3.0667   325.0
0.2430        -331.9316    -334.9617       3.0301   321.1
0.2435        -331.9524    -334.9973       3.0449   322.7
0.2440        -331.9744    -335.0760       3.1016   328.7
0.2445        -331.9966    -335.1742       3.1777   336.8
0.2450        -332.0190    -335.2653       3.2462   344.0
0.2455        -332.0413    -335.3238       3.2824   347.9
0.2460        -332.0635    -335.3311       3.2676   346.3
0.2465        -332.0846    -335.2781       3.1935   338.4
0.2470        -332.1033    -335.1705       3.0672   325.1
0.2475        -332.1201    -335.0352       2.9152   308.9
0.2480        -332.1354    -334.9132       2.7778   294.4
0.2485        -332.1505    -334.8467       2.6962   285.7
0.2490        -332.1667    -334.8605       2.6937   285.5
0.2495        -332.1847    -334.9483       2.7636   292.9
0.2500        -332.2033    -335.0728       2.8695   304.1
0.2505        -332.2217    -335.1836       2.9620   313.9
0.2510        -332.2381    -335.2402       3.0021   318.2
0.2515        -332.2526    -335.2286       2.9760   315.4
0.2520        -332.2650    -335.1629       2.8979   307.1
0.2525        -332.2764    -335.0792       2.8028   297.0
0.2530        -332.2868    -335.0183       2.7316   289.5
0.2535        -332.2980    -335.0165       2.7186   288.1
0.2540        -332.3104    -335.0887       2.7782   294.4
0.2545        -332.3242    -335.2225       2.8983   307.2
0.2550        -332.3386    -335.3830       3.0443   322.6
0.2555        -332.3531    -335.5266       3.1735   336.3
0.2560        -332.3666    -335.6186       3.2520   344.6
0.2565        -332.3782    -335.6444       3.2662   346.1
0.2570        -332.3885    -335.6179       3.2294   342.2
0.2575        -332.3986    -335.5715       3.1729   336.3
0.2580        -332.4089    -335.5415       3.1326   332.0
0.2585        -332.4208    -335.5536       3.1328   332.0
0.2590        -332.4336    -335.6073       3.1737   336.3
0.2595        -332.4471    -335.6809       3.2338   342.7
0.2600        -332.4605    -335.7435       3.2830   347.9
0.2605        -332.4725    -335.7680       3.2955   349.2
0.2610        -332.4841    -335.7433       3.2592   345.4
0.2615        -332.4938    -335.6773       3.1835   337.4
0.2620        -332.5027    -335.5989       3.0962   328.1
0.2625        -332.5117    -335.5421       3.0305   321.2
0.2630        -332.5218    -335.5314       3.0096   319.0
0.2635        -332.5330    -335.5692       3.0362   321.8
0.2640        -332.5451    -335.6350       3.0899   327.5
0.2645        -332.5575    -335.6942       3.1366   332.4
0.2650        -332.5689    -335.7143       3.1454   333.3
0.2655        -332.5788    -335.6799       3.1011   328.6
0.2660        -332.5875    -335.5954       3.0078   318.8
0.2665        -332.5947    -335.4820       2.8873   306.0
0.2670        -332.6015    -335.3722       2.7706   293.6
0.2675        -332.6079    -335.2951       2.6872   284.8
0.2680        -332.6147    -335.2702       2.6555   281.4
0.2685        -332.6221    -335.2984       2.6763   283.6
