       Step     Time          Energy         fmax
GPMin:    0 18:04:18       -4.356234        0.2791
GPMin:    1 18:04:25       -4.485640        0.1771
GPMin:    2 18:04:31       -4.551298        0.1457
GPMin:    3 18:04:37       -4.607020        0.1096
GPMin:    4 18:04:43       -4.651775        0.0967
GPMin:    5 18:04:48       -4.686678        0.0861
GPMin:    6 18:04:54       -4.715619        0.0744
GPMin:    7 18:04:59       -4.738473        0.0580
GPMin:    8 18:05:03       -4.753040        0.0459
GPMin:    9 18:05:08       -4.763565        0.0315
GPMin:   10 18:05:13       -4.769636        0.0294
GPMin:   11 18:05:17       -4.774480        0.0250
GPMin:   12 18:05:22       -4.777967        0.0321
GPMin:   13 18:05:27       -4.782662        0.0241
GPMin:   14 18:05:31       -4.786885        0.0285
GPMin:   15 18:05:36       -4.791439        0.0269
GPMin:   16 18:05:41       -4.794929        0.0221
GPMin:   17 18:05:45       -4.798261        0.0201
GPMin:   18 18:05:50       -4.799860        0.0189
       Step     Time          Energy         fmax
GPMin:    0 18:05:58       -4.295661        0.4120
GPMin:    1 18:06:04       -4.497906        0.2867
GPMin:    2 18:06:10       -4.622137        0.2870
GPMin:    3 18:06:16       -4.714075        0.2607
GPMin:    4 18:06:21       -4.791710        0.1737
GPMin:    5 18:06:27       -4.826259        0.0894
GPMin:    6 18:06:32       -4.845208        0.1206
GPMin:    7 18:06:37       -4.873913        0.0757
GPMin:    8 18:06:42       -4.894544        0.0643
GPMin:    9 18:06:47       -4.907344        0.0572
GPMin:   10 18:06:52       -4.915427        0.0594
GPMin:   11 18:06:57       -4.924549        0.0385
GPMin:   12 18:07:01       -4.927498        0.0328
GPMin:   13 18:07:05       -4.931241        0.0245
GPMin:   14 18:07:09       -4.933097        0.0132
       Step     Time          Energy         fmax
GPMin:    0 18:07:22       -3.489908        0.9210
GPMin:    1 18:07:30       -3.996247        0.4371
GPMin:    2 18:07:36       -4.175200        0.2163
GPMin:    3 18:07:43       -4.234134        0.1250
GPMin:    4 18:07:48       -4.254216        0.1287
GPMin:    5 18:07:54       -4.288967        0.1442
GPMin:    6 18:07:59       -4.308161        0.1501
GPMin:    7 18:08:05       -4.394136        0.0862
GPMin:    8 18:08:15       -4.402302        0.0600
GPMin:    9 18:08:20       -4.412471        0.0790
GPMin:   10 18:08:24       -4.422563        0.0610
GPMin:   11 18:08:29       -4.430729        0.0441
GPMin:   12 18:08:34       -4.437177        0.0402
GPMin:   13 18:08:38       -4.441328        0.0384
GPMin:   14 18:08:43       -4.446400        0.0297
GPMin:   15 18:08:48       -4.449935        0.0258
GPMin:   16 18:08:52       -4.453510        0.0253
GPMin:   17 18:08:57       -4.455808        0.0210
GPMin:   18 18:09:01       -4.458583        0.0199
       Step     Time          Energy         fmax
GPMin:    0 18:09:14       -3.913962        0.2058
GPMin:    1 18:09:22       -4.024811        0.1819
GPMin:    2 18:09:28       -4.132254        0.1863
GPMin:    3 18:09:34       -4.252192        0.1957
GPMin:    4 18:09:40       -4.329647        0.2044
GPMin:    5 18:09:46       -4.402495        0.2066
GPMin:    6 18:09:51       -4.424755        0.2131
GPMin:    7 18:09:56       -4.465036        0.2033
GPMin:    8 18:10:02       -4.494461        0.1759
GPMin:    9 18:10:07       -4.533811        0.1236
GPMin:   10 18:10:12       -4.568215        0.1340
GPMin:   11 18:10:17       -4.599977        0.1542
GPMin:   12 18:10:23       -4.652437        0.1448
GPMin:   13 18:10:29       -4.694628        0.1333
GPMin:   14 18:10:34       -4.735957        0.1181
GPMin:   15 18:10:40       -4.776068        0.1139
GPMin:   16 18:10:45       -4.800577        0.0846
GPMin:   17 18:10:50       -4.820257        0.0963
GPMin:   18 18:10:55       -4.837918        0.0992
GPMin:   19 18:10:59       -4.858489        0.0864
GPMin:   20 18:11:04       -4.877104        0.0710
GPMin:   21 18:11:08       -4.895639        0.0655
GPMin:   22 18:11:13       -4.908614        0.0600
GPMin:   23 18:11:18       -4.919115        0.0462
GPMin:   24 18:11:22       -4.924518        0.0368
GPMin:   25 18:11:26       -4.927741        0.0394
GPMin:   26 18:11:31       -4.930729        0.0288
GPMin:   27 18:11:36       -4.932355        0.0180
       Step     Time          Energy         fmax
GPMin:    0 18:11:46       -3.637834        0.4336
GPMin:    1 18:11:51       -3.871472        0.1954
GPMin:    2 18:11:56       -3.937504        0.1510
GPMin:    3 18:12:02       -4.001308        0.1508
GPMin:    4 18:12:08       -4.080681        0.1512
GPMin:    5 18:12:14       -4.159063        0.1281
GPMin:    6 18:12:19       -4.211224        0.0765
GPMin:    7 18:12:24       -4.233532        0.0887
GPMin:    8 18:12:29       -4.243990        0.0965
GPMin:    9 18:12:34       -4.271242        0.1217
GPMin:   10 18:12:39       -4.314675        0.1370
GPMin:   11 18:12:45       -4.368013        0.1390
GPMin:   12 18:12:50       -4.412227        0.1005
GPMin:   13 18:12:55       -4.431487        0.0663
GPMin:   14 18:13:00       -4.435413        0.0615
GPMin:   15 18:13:05       -4.442591        0.0532
GPMin:   16 18:13:10       -4.447350        0.0521
GPMin:   17 18:13:16       -4.455068        0.0498
GPMin:   18 18:13:21       -4.463003        0.0477
GPMin:   19 18:13:25       -4.474588        0.0518
GPMin:   20 18:13:30       -4.496931        0.0781
GPMin:   21 18:13:36       -4.536001        0.1079
GPMin:   22 18:13:41       -4.591397        0.1337
