      Step     Time          Energy         fmax
BFGS:    0 15:46:34       12.889296       23.5161
BFGS:    1 15:46:34        2.117356       19.6238
BFGS:    2 15:46:34       -0.619965       10.2816
BFGS:    3 15:46:34       -2.470519        3.1499
BFGS:    4 15:46:34       -2.885173        1.6151
BFGS:    5 15:46:34       -3.170160        0.5958
BFGS:    6 15:46:34       -3.248227        0.4255
BFGS:    7 15:46:34       -3.269185        0.3973
BFGS:    8 15:46:34       -3.275733        0.3704
BFGS:    9 15:46:34       -3.282956        0.3280
BFGS:   10 15:46:34       -3.296414        0.2654
BFGS:   11 15:46:34       -3.316319        0.3963
BFGS:   12 15:46:34       -3.339909        0.6976
BFGS:   13 15:46:34       -3.369459        0.7954
BFGS:   14 15:46:34       -3.403291        0.5928
BFGS:   15 15:46:34       -3.425392        0.5413
BFGS:   16 15:46:34       -3.461752        0.3273
BFGS:   17 15:46:34       -3.464621        0.2337
BFGS:   18 15:46:34       -3.467839        0.1761
BFGS:   19 15:46:34       -3.468945        0.1735
BFGS:   20 15:46:34       -3.471616        0.1447
BFGS:   21 15:46:34       -3.476130        0.1956
BFGS:   22 15:46:34       -3.480480        0.2390
BFGS:   23 15:46:34       -3.483987        0.2508
BFGS:   24 15:46:34       -3.488741        0.2826
BFGS:   25 15:46:34       -3.497960        0.4690
BFGS:   26 15:46:34       -3.516891        0.7883
BFGS:   27 15:46:34       -3.556928        1.2177
BFGS:   28 15:46:34       -3.687955        1.2078
BFGS:   29 15:46:34       -3.864660        1.1230
BFGS:   30 15:46:34       -3.967182        1.0507
BFGS:   31 15:46:34       -3.995840        0.9790
BFGS:   32 15:46:34       -4.058414        1.1214
BFGS:   33 15:46:34       -4.129293        1.1633
BFGS:   34 15:46:34       -4.185074        0.8135
BFGS:   35 15:46:34       -4.248526        0.5631
BFGS:   36 15:46:34       -4.274975        0.5302
BFGS:   37 15:46:34       -4.285750        0.5462
BFGS:   38 15:46:34       -4.309396        0.5418
BFGS:   39 15:46:34       -4.332691        0.3769
BFGS:   40 15:46:34       -4.342344        0.2424
BFGS:   41 15:46:34       -4.350028        0.1917
BFGS:   42 15:46:34       -4.352570        0.1720
BFGS:   43 15:46:34       -4.355441        0.1511
BFGS:   44 15:46:34       -4.357962        0.1322
BFGS:   45 15:46:34       -4.360898        0.1565
BFGS:   46 15:46:34       -4.363498        0.2085
BFGS:   47 15:46:34       -4.366410        0.2526
BFGS:   48 15:46:34       -4.369111        0.2684
BFGS:   49 15:46:34       -4.372430        0.2705
BFGS:   50 15:46:34       -4.380877        0.4191
BFGS:   51 15:46:34       -4.412545        0.8642
BFGS:   52 15:46:34       -4.454614        1.3760
BFGS:   53 15:46:34       -4.481386        1.8196
BFGS:   54 15:46:34       -4.518456        1.4541
BFGS:   55 15:46:34       -4.626276        0.8929
BFGS:   56 15:46:34       -4.672082        0.9479
BFGS:   57 15:46:34       -4.733908        0.8195
BFGS:   58 15:46:34       -4.755415        0.6637
BFGS:   59 15:46:34       -4.776851        0.6099
BFGS:   60 15:46:34       -4.787900        0.5762
BFGS:   61 15:46:34       -4.803103        0.5041
BFGS:   62 15:46:34       -4.835973        0.4641
BFGS:   63 15:46:34       -4.892249        0.5777
BFGS:   64 15:46:34       -4.921461        0.9031
BFGS:   65 15:46:34       -4.962214        0.3924
BFGS:   66 15:46:34       -4.972499        0.3965
BFGS:   67 15:46:34       -4.980878        0.3436
BFGS:   68 15:46:34       -4.991790        0.3541
BFGS:   69 15:46:34       -5.010129        0.1970
BFGS:   70 15:46:34       -5.021551        0.1741
BFGS:   71 15:46:34       -5.025360        0.1765
BFGS:   72 15:46:34       -5.028485        0.1891
BFGS:   73 15:46:34       -5.032413        0.2324
BFGS:   74 15:46:34       -5.047450        0.3779
BFGS:   75 15:46:34       -5.067785        0.6088
BFGS:   76 15:46:34       -5.091509        0.5683
BFGS:   77 15:46:34       -5.140320        0.4672
BFGS:   78 15:46:34       -4.871432        2.5454
BFGS:   79 15:46:34       -5.118997        0.7226
BFGS:   80 15:46:34       -5.146861        0.3993
BFGS:   81 15:46:34       -5.165256        0.4784
BFGS:   82 15:46:34       -5.167937        0.4480
BFGS:   83 15:46:34       -5.170825        0.3989
BFGS:   84 15:46:34       -5.174225        0.4120
BFGS:   85 15:46:34       -5.181509        0.4244
BFGS:   86 15:46:34       -5.196321        0.4925
BFGS:   87 15:46:34       -5.241192        0.7862
BFGS:   88 15:46:34       -5.283082        1.1534
BFGS:   89 15:46:34       -5.322877        1.3536
BFGS:   90 15:46:34       -5.389982        0.9463
BFGS:   91 15:46:34       -5.478097        0.7866
BFGS:   92 15:46:34       -5.544266        0.5682
BFGS:   93 15:46:34       -5.574333        0.5300
BFGS:   94 15:46:34       -5.579049        0.4940
BFGS:   95 15:46:34       -5.582584        0.4939
BFGS:   96 15:46:34       -5.584370        0.5087
BFGS:   97 15:46:34       -5.587167        0.5037
BFGS:   98 15:46:34       -5.593370        0.4947
BFGS:   99 15:46:34       -5.602830        0.4573
BFGS:  100 15:46:34       -5.615431        0.3689
BFGS:  101 15:46:34       -5.630050        0.3296
BFGS:  102 15:46:34       -5.646086        0.2415
BFGS:  103 15:46:34       -5.651066        0.1027
BFGS:  104 15:46:34       -5.652173        0.0422
      Step     Time          Energy         fmax
BFGS:    0 15:46:34       12.840109       37.7561
BFGS:    1 15:46:34       -1.534418        8.1478
BFGS:    2 15:46:34       -3.267853        5.1894
BFGS:    3 15:46:34       -4.145844        2.5963
BFGS:    4 15:46:34       -4.536351        1.1465
BFGS:    5 15:46:34       -4.643779        0.5163
BFGS:    6 15:46:34       -4.676224        0.4580
BFGS:    7 15:46:34       -4.696200        0.4334
BFGS:    8 15:46:34       -4.723796        0.5379
BFGS:    9 15:46:34       -4.757135        0.6262
BFGS:   10 15:46:34       -4.796787        1.0151
BFGS:   11 15:46:34       -4.867487        1.6442
BFGS:   12 15:46:34       -4.948323        1.7976
BFGS:   13 15:46:34       -5.046135        0.9733
BFGS:   14 15:46:34       -5.120599        0.5915
BFGS:   15 15:46:34       -5.136142        0.3277
BFGS:   16 15:46:34       -5.142683        0.2212
BFGS:   17 15:46:34       -5.145384        0.1612
BFGS:   18 15:46:34       -5.150169        0.1300
BFGS:   19 15:46:34       -5.153353        0.1319
BFGS:   20 15:46:34       -5.154975        0.1179
BFGS:   21 15:46:34       -5.156227        0.1253
BFGS:   22 15:46:34       -5.158374        0.1642
BFGS:   23 15:46:34       -5.162092        0.2137
BFGS:   24 15:46:34       -5.169501        0.3284
BFGS:   25 15:46:34       -5.194890        0.7231
BFGS:   26 15:46:34       -5.233613        1.0602
BFGS:   27 15:46:34       -5.247092        1.1553
BFGS:   28 15:46:34       -5.271942        1.1173
BFGS:   29 15:46:34       -5.284446        1.1177
BFGS:   30 15:46:34       -5.334609        1.1233
BFGS:   31 15:46:34       -5.362736        1.0990
BFGS:   32 15:46:34       -5.497269        0.7519
BFGS:   33 15:46:34       -5.564962        0.6073
BFGS:   34 15:46:34       -5.590318        0.5567
BFGS:   35 15:46:34       -5.614889        0.5015
BFGS:   36 15:46:34       -5.630270        0.3202
BFGS:   37 15:46:34       -5.636997        0.2465
BFGS:   38 15:46:34       -5.644097        0.1665
BFGS:   39 15:46:34       -5.648836        0.1362
BFGS:   40 15:46:34       -5.651111        0.0962
BFGS:   41 15:46:34       -5.651624        0.0648
BFGS:   42 15:46:34       -5.651888        0.0545
BFGS:   43 15:46:34       -5.652221        0.0471
      Step     Time          Energy         fmax
BFGS:    0 15:46:34       12.569078       36.8775
BFGS:    1 15:46:34       -1.310700        8.3479
BFGS:    2 15:46:34       -2.678743        4.7775
BFGS:    3 15:46:35       -3.515285        2.1864
BFGS:    4 15:46:35       -3.860741        1.1723
BFGS:    5 15:46:35       -3.990888        0.9996
BFGS:    6 15:46:35       -4.054767        0.9510
BFGS:    7 15:46:35       -4.117164        0.8881
BFGS:    8 15:46:35       -4.195215        0.7459
BFGS:    9 15:46:35       -4.247099        0.7452
BFGS:   10 15:46:35       -4.316492        0.6599
BFGS:   11 15:46:35       -4.362815        0.9441
BFGS:   12 15:46:35       -4.388495        0.6399
BFGS:   13 15:46:35       -4.408124        0.4993
BFGS:   14 15:46:35       -4.455628        0.3666
BFGS:   15 15:46:35       -4.462749        0.3619
BFGS:   16 15:46:35       -4.471568        0.3779
BFGS:   17 15:46:35       -4.487653        0.3447
BFGS:   18 15:46:35       -4.504181        0.2946
BFGS:   19 15:46:35       -4.518524        0.3035
BFGS:   20 15:46:35       -4.524945        0.3023
BFGS:   21 15:46:35       -4.539784        0.4157
BFGS:   22 15:46:35       -4.592340        0.7627
BFGS:   23 15:46:35       -4.622872        1.0424
BFGS:   24 15:46:35       -4.664362        0.7118
BFGS:   25 15:46:35       -4.728213        0.6929
BFGS:   26 15:46:35       -4.890674        0.3941
BFGS:   27 15:46:35       -4.877427        0.9285
BFGS:   28 15:46:35       -4.911380        0.2879
BFGS:   29 15:46:35       -4.917498        0.2633
BFGS:   30 15:46:35       -4.947030        0.4227
BFGS:   31 15:46:35       -4.956829        0.3835
BFGS:   32 15:46:35       -4.983479        0.4593
BFGS:   33 15:46:35       -5.009675        0.5993
BFGS:   34 15:46:35       -5.066610        0.7879
BFGS:   35 15:46:35       -5.075513        0.9762
BFGS:   36 15:46:35       -5.105706        0.7523
BFGS:   37 15:46:35       -5.125556        0.6984
BFGS:   38 15:46:35       -5.196163        1.0022
BFGS:   39 15:46:35       -5.282095        0.5789
BFGS:   40 15:46:35       -5.306565        0.4444
BFGS:   41 15:46:35       -5.324103        0.2745
BFGS:   42 15:46:35       -5.329227        0.2197
BFGS:   43 15:46:35       -5.335638        0.1131
BFGS:   44 15:46:35       -5.336614        0.0894
BFGS:   45 15:46:35       -5.337373        0.1004
BFGS:   46 15:46:35       -5.338984        0.1125
BFGS:   47 15:46:35       -5.340256        0.0899
BFGS:   48 15:46:35       -5.341041        0.0437
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       13.184386       26.5875
BFGS:    1 15:46:35       -0.157356        8.9108
BFGS:    2 15:46:35       -1.738046        5.0076
BFGS:    3 15:46:35       -2.779007        1.6761
BFGS:    4 15:46:35       -3.106216        0.8848
BFGS:    5 15:46:35       -3.231973        0.5473
BFGS:    6 15:46:35       -3.269853        0.4915
BFGS:    7 15:46:35       -3.295717        0.5138
BFGS:    8 15:46:35       -3.339754        0.5671
BFGS:    9 15:46:35       -3.408699        0.5472
BFGS:   10 15:46:35       -3.454619        0.5426
BFGS:   11 15:46:35       -3.530726        0.9355
BFGS:   12 15:46:35       -3.580542        0.3515
BFGS:   13 15:46:35       -3.590914        0.2883
BFGS:   14 15:46:35       -3.598970        0.2236
BFGS:   15 15:46:35       -3.605309        0.1770
BFGS:   16 15:46:35       -3.611675        0.1760
BFGS:   17 15:46:35       -3.613724        0.1413
BFGS:   18 15:46:35       -3.615401        0.1466
BFGS:   19 15:46:35       -3.618702        0.1503
BFGS:   20 15:46:35       -3.631372        0.2517
BFGS:   21 15:46:35       -3.649685        0.4031
BFGS:   22 15:46:35       -3.679963        0.5853
BFGS:   23 15:46:35       -3.725954        0.7599
BFGS:   24 15:46:35       -3.781475        0.9132
BFGS:   25 15:46:35       -3.877468        1.0394
BFGS:   26 15:46:35       -3.925208        1.0796
BFGS:   27 15:46:35       -4.116706        1.0615
BFGS:   28 15:46:35       -4.366550        0.8721
BFGS:   29 15:46:35       -4.457105        2.2868
BFGS:   30 15:46:35       -4.562716        1.8662
BFGS:   31 15:46:35       -4.707021        1.0465
BFGS:   32 15:46:35       -4.871247        0.8373
BFGS:   33 15:46:35       -4.880366        1.2298
BFGS:   34 15:46:35       -4.941270        0.5835
BFGS:   35 15:46:35       -4.970778        0.5106
BFGS:   36 15:46:35       -5.034278        0.5602
BFGS:   37 15:46:35       -5.062258        0.5572
BFGS:   38 15:46:35       -5.124441        0.7361
BFGS:   39 15:46:35       -5.177001        0.5844
BFGS:   40 15:46:35       -5.214505        0.5338
BFGS:   41 15:46:35       -5.231147        0.5617
BFGS:   42 15:46:35       -5.262127        0.5832
BFGS:   43 15:46:35       -5.293927        0.5823
BFGS:   44 15:46:35       -5.363253        0.7781
BFGS:   45 15:46:35       -5.388879        0.4840
BFGS:   46 15:46:35       -5.418535        0.3664
BFGS:   47 15:46:35       -5.464942        0.4840
BFGS:   48 15:46:35       -5.492408        0.6194
BFGS:   49 15:46:35       -5.510708        0.6038
BFGS:   50 15:46:35       -5.538874        0.6671
BFGS:   51 15:46:35       -5.569215        0.6292
BFGS:   52 15:46:35       -5.593556        0.5868
BFGS:   53 15:46:35       -5.624591        0.3184
BFGS:   54 15:46:35       -5.636680        0.2382
BFGS:   55 15:46:35       -5.642426        0.2379
BFGS:   56 15:46:35       -5.645509        0.1838
BFGS:   57 15:46:35       -5.648889        0.1092
BFGS:   58 15:46:35       -5.650521        0.0657
BFGS:   59 15:46:35       -5.651388        0.0483
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       13.037257       29.7242
BFGS:    1 15:46:35        0.595335        8.8462
BFGS:    2 15:46:35       -1.639991        4.8327
BFGS:    3 15:46:35       -2.708861        2.2261
BFGS:    4 15:46:35       -3.130636        0.9597
BFGS:    5 15:46:35       -3.248039        0.4681
BFGS:    6 15:46:35       -3.279916        0.4556
BFGS:    7 15:46:35       -3.298193        0.4977
BFGS:    8 15:46:35       -3.333353        0.6004
BFGS:    9 15:46:35       -3.421266        0.8199
BFGS:   10 15:46:35       -3.570001        1.0282
BFGS:   11 15:46:35       -3.690272        1.1216
BFGS:   12 15:46:35       -3.781772        1.0812
BFGS:   13 15:46:35       -4.093956        1.9764
BFGS:   14 15:46:35       -4.151713        1.6983
BFGS:   15 15:46:35       -4.248553        0.8068
BFGS:   16 15:46:35       -4.362617        1.0974
BFGS:   17 15:46:35       -4.520243        1.8664
