      Step     Time          Energy         fmax
BFGS:   18 15:46:35       -4.620571        1.7396
BFGS:   19 15:46:35       -4.680025        0.9838
BFGS:   20 15:46:35       -4.726284        0.9096
BFGS:   21 15:46:35       -4.776152        0.7866
BFGS:   22 15:46:35       -4.833586        1.0202
BFGS:   23 15:46:35       -4.874471        0.7692
BFGS:   24 15:46:35       -4.910198        0.6071
BFGS:   25 15:46:35       -5.030908        1.0537
BFGS:   26 15:46:35       -5.077984        0.6504
BFGS:   27 15:46:35       -5.097871        0.6205
BFGS:   28 15:46:35       -5.127206        0.4893
BFGS:   29 15:46:35       -5.165086        0.3242
BFGS:   30 15:46:35       -5.186262        0.2278
BFGS:   31 15:46:35       -5.190707        0.2118
BFGS:   32 15:46:35       -5.193694        0.2116
BFGS:   33 15:46:35       -5.196132        0.1928
BFGS:   34 15:46:35       -5.201224        0.1369
BFGS:   35 15:46:35       -5.203084        0.1176
BFGS:   36 15:46:35       -5.203795        0.0719
BFGS:   37 15:46:35       -5.204271        0.0751
BFGS:   38 15:46:35       -5.204982        0.0661
BFGS:   39 15:46:35       -5.205434        0.0383
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       12.780559       33.9255
BFGS:    1 15:46:35        0.885471       14.0515
BFGS:    2 15:46:35       -1.494474        6.8540
BFGS:    3 15:46:35       -3.014819        2.1902
BFGS:    4 15:46:35       -3.404033        1.2445
BFGS:    5 15:46:35       -3.596000        0.7742
BFGS:    6 15:46:35       -3.648245        0.6319
BFGS:    7 15:46:35       -3.672786        0.5601
BFGS:    8 15:46:35       -3.701651        0.5052
BFGS:    9 15:46:35       -3.756630        0.5992
BFGS:   10 15:46:35       -3.800677        0.6368
BFGS:   11 15:46:35       -3.856062        0.6448
BFGS:   12 15:46:35       -3.893010        1.0696
BFGS:   13 15:46:35       -3.965507        0.6524
BFGS:   14 15:46:35       -3.983945        0.6283
BFGS:   15 15:46:35       -4.037647        0.7382
BFGS:   16 15:46:35       -4.076956        0.5745
BFGS:   17 15:46:35       -4.131249        0.3514
BFGS:   18 15:46:35       -4.139041        0.4033
BFGS:   19 15:46:35       -4.145140        0.3367
BFGS:   20 15:46:35       -4.158564        0.3477
BFGS:   21 15:46:35       -4.183195        0.5827
BFGS:   22 15:46:35       -4.178461        0.7595
BFGS:   23 15:46:35       -4.225198        0.3819
BFGS:   24 15:46:35       -4.235239        0.2864
BFGS:   25 15:46:35       -4.243306        0.2346
BFGS:   26 15:46:35       -4.247147        0.2385
BFGS:   27 15:46:35       -4.264351        0.2581
BFGS:   28 15:46:35       -4.277600        0.2247
BFGS:   29 15:46:35       -4.287683        0.2167
BFGS:   30 15:46:35       -4.295906        0.1882
BFGS:   31 15:46:35       -4.297951        0.1461
BFGS:   32 15:46:35       -4.299571        0.1058
BFGS:   33 15:46:35       -4.300472        0.0955
BFGS:   34 15:46:35       -4.301172        0.0503
BFGS:   35 15:46:35       -4.301299        0.0394
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       12.477380       33.7645
BFGS:    1 15:46:35        0.181526       12.0616
BFGS:    2 15:46:35       -2.054827        6.0154
BFGS:    3 15:46:35       -3.257104        2.9736
BFGS:    4 15:46:35       -3.606385        1.5661
BFGS:    5 15:46:35       -3.784934        0.7206
BFGS:    6 15:46:35       -3.837428        0.7076
BFGS:    7 15:46:35       -3.877961        0.7817
BFGS:    8 15:46:35       -3.945480        0.9167
BFGS:    9 15:46:35       -4.069215        0.9795
BFGS:   10 15:46:35       -4.145929        1.0543
BFGS:   11 15:46:35       -4.236054        0.9677
BFGS:   12 15:46:35       -4.288968        1.0533
BFGS:   13 15:46:35       -4.369276        0.7862
BFGS:   14 15:46:35       -4.400238        0.7796
BFGS:   15 15:46:35       -4.568591        0.9877
BFGS:   16 15:46:35       -4.623910        1.3453
BFGS:   17 15:46:35       -4.680109        0.7665
BFGS:   18 15:46:35       -4.707291        0.6858
BFGS:   19 15:46:35       -4.755959        0.3518
BFGS:   20 15:46:35       -4.780528        0.3517
BFGS:   21 15:46:35       -4.790029        0.4556
BFGS:   22 15:46:35       -4.799887        0.4609
BFGS:   23 15:46:35       -4.816771        0.2955
BFGS:   24 15:46:35       -4.828499        0.1941
BFGS:   25 15:46:35       -4.834327        0.1833
BFGS:   26 15:46:35       -4.836035        0.2128
BFGS:   27 15:46:35       -4.838364        0.2214
BFGS:   28 15:46:35       -4.845186        0.1862
BFGS:   29 15:46:35       -4.852427        0.1975
BFGS:   30 15:46:35       -4.857827        0.2835
BFGS:   31 15:46:35       -4.863803        0.3699
BFGS:   32 15:46:35       -4.878256        0.5145
BFGS:   33 15:46:35       -4.922947        0.7342
BFGS:   34 15:46:35       -5.039614        0.8431
BFGS:   35 15:46:35       -5.199880        0.7278
BFGS:   36 15:46:35       -5.141517        2.1393
BFGS:   37 15:46:35       -5.247420        0.7462
BFGS:   38 15:46:35       -5.267525        0.6652
BFGS:   39 15:46:35       -5.314014        0.9834
BFGS:   40 15:46:35       -5.352462        0.6705
BFGS:   41 15:46:35       -5.432021        0.3812
BFGS:   42 15:46:35       -5.440316        0.3452
BFGS:   43 15:46:35       -5.448364        0.3161
BFGS:   44 15:46:35       -5.465166        0.5084
BFGS:   45 15:46:35       -5.493246        0.7352
BFGS:   46 15:46:35       -5.476162        1.0345
BFGS:   47 15:46:35       -5.531264        0.4846
BFGS:   48 15:46:35       -5.546093        0.3734
BFGS:   49 15:46:35       -5.565435        0.3142
BFGS:   50 15:46:35       -5.572722        0.3014
BFGS:   51 15:46:35       -5.597207        0.3039
BFGS:   52 15:46:35       -5.614861        0.3882
BFGS:   53 15:46:35       -5.630736        0.3586
BFGS:   54 15:46:35       -5.640215        0.2095
BFGS:   55 15:46:35       -5.644843        0.1465
BFGS:   56 15:46:35       -5.648111        0.1598
BFGS:   57 15:46:35       -5.648996        0.1411
BFGS:   58 15:46:35       -5.651261        0.0745
BFGS:   59 15:46:35       -5.651921        0.0532
BFGS:   60 15:46:35       -5.652248        0.0293
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       13.593013       27.9800
BFGS:    1 15:46:35        0.852472        8.8615
BFGS:    2 15:46:35       -1.473446        4.4298
BFGS:    3 15:46:35       -2.547519        2.3044
BFGS:    4 15:46:35       -2.937673        1.1098
BFGS:    5 15:46:35       -3.050205        0.6265
BFGS:    6 15:46:35       -3.080812        0.4864
BFGS:    7 15:46:35       -3.098965        0.4461
BFGS:    8 15:46:35       -3.132340        0.5153
BFGS:    9 15:46:35       -3.209039        0.7092
BFGS:   10 15:46:35       -3.247653        0.7989
BFGS:   11 15:46:35       -3.306927        0.7754
BFGS:   12 15:46:35       -3.362804        0.7581
BFGS:   13 15:46:35       -3.448586        1.2913
BFGS:   14 15:46:35       -3.501467        0.9592
BFGS:   15 15:46:35       -3.610407        0.7354
BFGS:   16 15:46:35       -3.682401        1.1965
BFGS:   17 15:46:35       -3.715485        0.5740
BFGS:   18 15:46:35       -3.746790        0.4756
BFGS:   19 15:46:35       -3.766619        0.5619
BFGS:   20 15:46:35       -3.788245        0.5878
BFGS:   21 15:46:35       -3.877951        1.0613
BFGS:   22 15:46:35       -3.918911        0.4403
BFGS:   23 15:46:35       -3.947697        0.3620
BFGS:   24 15:46:35       -3.972431        0.6493
BFGS:   25 15:46:35       -3.986363        0.4347
BFGS:   26 15:46:35       -4.015776        0.2900
BFGS:   27 15:46:35       -4.027995        0.3256
BFGS:   28 15:46:35       -4.037510        0.4002
BFGS:   29 15:46:35       -4.053606        0.4595
BFGS:   30 15:46:35       -4.084999        0.6716
BFGS:   31 15:46:35       -4.131473        1.1733
BFGS:   32 15:46:35       -4.187443        0.7097
BFGS:   33 15:46:35       -4.246740        0.4214
BFGS:   34 15:46:35       -4.263733        0.2724
BFGS:   35 15:46:35       -4.269779        0.2430
BFGS:   36 15:46:35       -4.278122        0.2666
BFGS:   37 15:46:35       -4.295123        0.2755
BFGS:   38 15:46:35       -4.301574        0.1560
BFGS:   39 15:46:35       -4.303921        0.0678
BFGS:   40 15:46:35       -4.304227        0.0601
BFGS:   41 15:46:35       -4.304494        0.0519
BFGS:   42 15:46:35       -4.304885        0.0479
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       15.313392       33.0720
BFGS:    1 15:46:35        1.813756       12.6114
BFGS:    2 15:46:35       -0.802637       12.0259
BFGS:    3 15:46:35       -2.735485        2.1926
BFGS:    4 15:46:35       -2.961580        1.4005
BFGS:    5 15:46:35       -3.112784        0.5709
BFGS:    6 15:46:35       -3.139452        0.3649
BFGS:    7 15:46:35       -3.148607        0.3063
BFGS:    8 15:46:35       -3.157351        0.2891
BFGS:    9 15:46:35       -3.171393        0.2602
BFGS:   10 15:46:35       -3.185916        0.3163
BFGS:   11 15:46:35       -3.197100        0.5425
BFGS:   12 15:46:35       -3.214623        0.7991
BFGS:   13 15:46:35       -3.264506        1.3101
BFGS:   14 15:46:35       -3.284198        1.7645
BFGS:   15 15:46:35       -3.366006        0.9916
BFGS:   16 15:46:35       -3.443586        0.5793
BFGS:   17 15:46:35       -3.503719        0.8785
BFGS:   18 15:46:35       -3.534161        0.4813
BFGS:   19 15:46:35       -3.544221        0.4814
BFGS:   20 15:46:35       -3.581972        0.5788
BFGS:   21 15:46:35       -3.596625        0.5158
BFGS:   22 15:46:35       -3.634802        0.4696
BFGS:   23 15:46:35       -3.645814        0.4158
BFGS:   24 15:46:35       -3.680321        0.4353
BFGS:   25 15:46:35       -3.784308        0.6249
BFGS:   26 15:46:35       -3.834786        0.8496
BFGS:   27 15:46:35       -3.870620        0.6819
BFGS:   28 15:46:35       -3.902216        0.6069
BFGS:   29 15:46:35       -3.951640        0.7551
BFGS:   30 15:46:35       -3.965051        0.5836
BFGS:   31 15:46:35       -3.978834        0.4626
BFGS:   32 15:46:35       -4.025214        0.2764
BFGS:   33 15:46:35       -4.051205        0.4339
BFGS:   34 15:46:35       -4.057838        0.4324
BFGS:   35 15:46:35       -4.076207        0.4158
BFGS:   36 15:46:35       -4.094023        0.4859
BFGS:   37 15:46:35       -4.126022        0.8200
BFGS:   38 15:46:35       -4.202710        1.3311
BFGS:   39 15:46:35       -4.286058        1.8729
BFGS:   40 15:46:35       -4.374947        2.0009
BFGS:   41 15:46:35       -4.421266        1.2171
BFGS:   42 15:46:35       -4.425308        0.7690
BFGS:   43 15:46:35       -4.489201        0.9638
BFGS:   44 15:46:35       -4.517918        1.1802
BFGS:   45 15:46:35       -4.540652        1.1246
BFGS:   46 15:46:35       -4.607393        0.6863
BFGS:   47 15:46:35       -4.722168        0.7112
BFGS:   48 15:46:35       -4.771515        1.4953
BFGS:   49 15:46:35       -4.867469        0.6978
BFGS:   50 15:46:35       -4.956187        0.5981
BFGS:   51 15:46:35       -5.051041        1.0722
BFGS:   52 15:46:35       -5.138815        0.7483
BFGS:   53 15:46:35       -5.290436        0.9121
BFGS:   54 15:46:35       -5.358174        1.6495
BFGS:   55 15:46:35       -5.419938        0.9278
BFGS:   56 15:46:35       -5.454788        0.9190
BFGS:   57 15:46:35       -5.482828        1.0369
BFGS:   58 15:46:35       -5.510501        1.0876
BFGS:   59 15:46:35       -5.522513        0.8371
BFGS:   60 15:46:35       -5.536782        0.5869
BFGS:   61 15:46:35       -5.558829        0.5078
BFGS:   62 15:46:35       -5.581920        0.4869
BFGS:   63 15:46:35       -5.599182        0.4301
BFGS:   64 15:46:35       -5.614880        0.3437
BFGS:   65 15:46:35       -5.627020        0.2859
BFGS:   66 15:46:35       -5.633125        0.2866
BFGS:   67 15:46:35       -5.639574        0.2020
BFGS:   68 15:46:35       -5.644612        0.2173
BFGS:   69 15:46:35       -5.647520        0.1551
BFGS:   70 15:46:35       -5.649504        0.1113
BFGS:   71 15:46:35       -5.650794        0.0573
BFGS:   72 15:46:35       -5.651036        0.0432
      Step     Time          Energy         fmax
BFGS:    0 15:46:35       12.907540       34.8742
BFGS:    1 15:46:35       -0.613246       10.3735
BFGS:    2 15:46:35       -2.246911        5.4303
BFGS:    3 15:46:35       -3.212147        2.1398
BFGS:    4 15:46:35       -3.507760        0.9890
BFGS:    5 15:46:35       -3.620127        0.5513
BFGS:    6 15:46:35       -3.654304        0.5244
BFGS:    7 15:46:35       -3.681629        0.5566
BFGS:    8 15:46:35       -3.732097        0.6292
BFGS:    9 15:46:35       -3.822142        0.7538
BFGS:   10 15:46:35       -3.878183        0.7489
BFGS:   11 15:46:35       -3.961526        0.6352
BFGS:   12 15:46:35       -4.007979        0.8639
BFGS:   13 15:46:35       -4.033693        0.4464
BFGS:   14 15:46:35       -4.053020        0.3923
BFGS:   15 15:46:35       -4.093723        0.4114
BFGS:   16 15:46:35       -4.098497        0.3880
BFGS:   17 15:46:35       -4.116974        0.2953
BFGS:   18 15:46:35       -4.163543        0.7591
BFGS:   19 15:46:35       -4.216698        1.2769
BFGS:   20 15:46:35       -4.319378        1.9388
BFGS:   21 15:46:35       -4.483544        2.0573
BFGS:   22 15:46:35       -4.386098        3.0880
BFGS:   23 15:46:35       -4.605043        1.2280
BFGS:   24 15:46:35       -4.662391        0.9179
BFGS:   25 15:46:35       -4.798505        0.7820
BFGS:   26 15:46:35       -4.830233        0.6297
BFGS:   27 15:46:35       -4.908311        0.7434
BFGS:   28 15:46:35       -4.999450        0.7907
BFGS:   29 15:46:35       -5.050334        0.8328
BFGS:   30 15:46:35       -5.143044        1.1088
BFGS:   31 15:46:35       -5.242826        1.5176
BFGS:   32 15:46:35       -5.301874        1.0595
BFGS:   33 15:46:35       -5.391389        0.6470
BFGS:   34 15:46:35       -5.479276        0.4919
BFGS:   35 15:46:35       -5.509594        0.4225
BFGS:   36 15:46:35       -5.521003        0.3662
BFGS:   37 15:46:35       -5.533222        0.3542
BFGS:   38 15:46:35       -5.551032        0.3719
BFGS:   39 15:46:35       -5.585387        0.4019
BFGS:   40 15:46:35       -5.602601        0.4963
BFGS:   41 15:46:35       -5.619002        0.4042
BFGS:   42 15:46:35       -5.632311        0.1995
