Lattice parameter for Au (Å), Potential energy for Au (eV)
4.0382, -3.05418864572379
4.0482, -3.0680133123736413
4.058199999999999, -3.0805555036160306
4.068199999999999, -3.0917710555045077
4.078199999999999, -3.1019228883050847
4.088199999999999, -3.110830651719538
4.0981999999999985, -3.1187149890515364
4.108199999999998, -3.125507392783805
4.118199999999998, -3.1312656535212833
