Lattice parameter for Pt (Å), Potential energy for Pt (eV)
3.8836, -6.379777650017956
3.8935999999999997, -6.392327685989532
3.9035999999999995, -6.403115070636497
3.9135999999999993, -6.4121575536746045
3.923599999999999, -6.419608356985006
3.933599999999999, -6.425456144236875
3.9435999999999987, -6.4298028393857765
3.9535999999999984, -6.432592626565278
3.9635999999999982, -6.434008422379297
