Lattice parameter (Å) for Pt, Potential energy (eV) for Pt, Lattice parameter linspace (Å) for Pt, Fitted energy (eV) curve for Pt, Lattice parameter (Å) for min E_pot for  Pt, Minimum E_pot (eV) for Pt
, , 3.975699999999999, -6.433975539755025, , 
, , 3.975799999999999, -6.433967074247462, , 
, , 3.975899999999999, -6.43395847061592, , 
, , 3.975999999999999, -6.433949728860384, , 
, , 3.9760999999999993, -6.433940848980839, , 
, , 3.976199999999999, -6.433931830977301, , 
, , 3.9762999999999993, -6.433922674849768, , 
, , 3.976399999999999, -6.433913380598227, , 
, , 3.9764999999999993, -6.4339039482227065, , 
, , 3.976599999999999, -6.433894377723178, , 
, , 3.9766999999999992, -6.433884669099655, , 
, , 3.976799999999999, -6.433874822352138, , 
, , 3.976899999999999, -6.433864837480613, , 
, , 3.976999999999999, -6.433854714485108, , 
, , 3.977099999999999, -6.4338444533655945, , 
, , 3.977199999999999, -6.433834054122087, , 
, , 3.977299999999999, -6.433823516754572, , 
, , 3.977399999999999, -6.433812841263077, , 
, , 3.977499999999999, -6.433802027647573, , 
, , 3.977599999999999, -6.433791075908076, , 
, , 3.977699999999999, -6.433779986044584, , 
, , 3.977799999999999, -6.433768758057099, , 
, , 3.977899999999999, -6.433757391945605, , 
, , 3.977999999999999, -6.433745887710117, , 
, , 3.978099999999999, -6.433734245350635, , 
, , 3.978199999999999, -6.433722464867159, , 
, , 3.978299999999999, -6.4337105462596895, , 
, , 3.978399999999999, -6.433698489528211, , 
, , 3.978499999999999, -6.433686294672739, , 
, , 3.9785999999999992, -6.433673961693273, , 
, , 3.978699999999999, -6.433661490589813, , 
, , 3.9787999999999992, -6.433648881362345, , 
, , 3.978899999999999, -6.433636134010882, , 
, , 3.978999999999999, -6.433623248535426, , 
, , 3.979099999999999, -6.4336102249359755, , 
, , 3.979199999999999, -6.433597063212531, , 
, , 3.979299999999999, -6.433583763365078, , 
, , 3.979399999999999, -6.433570325393632, , 
, , 3.979499999999999, -6.433556749298191, , 
, , 3.979599999999999, -6.433543035078756, , 
, , 3.979699999999999, -6.433529182735313, , 
, , 3.979799999999999, -6.43351519226789, , 
, , 3.979899999999999, -6.433501063676459, , 
, , 3.979999999999999, -6.433486796961034, , 
, , 3.980099999999999, -6.433472392121601, , 
, , 3.980199999999999, -6.433457849158188, , 
, , 3.980299999999999, -6.433443168070767, , 
, , 3.980399999999999, -6.433428348859351, , 
, , 3.980499999999999, -6.433413391523942, , 
, , 3.980599999999999, -6.433398296064524, , 
, , 3.980699999999999, -6.433383062481127, , 
, , 3.980799999999999, -6.433367690773721, , 
, , 3.9808999999999988, -6.433352180942322, , 
, , 3.980999999999999, -6.433336532986928, , 
, , 3.9810999999999988, -6.433320746907526, , 
, , 3.981199999999999, -6.43330482270413, , 
, , 3.981299999999999, -6.433288760376755, , 
, , 3.981399999999999, -6.433272559925356, , 
, , 3.981499999999999, -6.433256221349978, , 
, , 3.981599999999999, -6.433239744650606, , 
, , 3.981699999999999, -6.433223129827226, , 
, , 3.981799999999999, -6.433206376879852, , 
, , 3.981899999999999, -6.4331894858084695, , 
, , 3.981999999999999, -6.433172456613107, , 
, , 3.982099999999999, -6.433155289293737, , 
, , 3.982199999999999, -6.433137983850386, , 
, , 3.982299999999999, -6.433120540283014, , 
, , 3.982399999999999, -6.433102958591661, , 
, , 3.982499999999999, -6.433085238776314, , 
, , 3.982599999999999, -6.43306738083696, , 
, , 3.982699999999999, -6.433049384773611, , 
, , 3.982799999999999, -6.433031250586268, , 
, , 3.982899999999999, -6.433012978274931, , 
, , 3.9829999999999988, -6.432994567839586, , 
, , 3.983099999999999, -6.432976019280247, , 
, , 3.9831999999999987, -6.432957332596914, , 
, , 3.983299999999999, -6.432938507789586, , 
, , 3.9833999999999987, -6.432919544858265, , 
, , 3.983499999999999, -6.432900443802936, , 
, , 3.983599999999999, -6.432881204623612, , 
, , 3.983699999999999, -6.432861827320295, , 
, , 3.983799999999999, -6.432842311892983, , 
, , 3.983899999999999, -6.432822658341664, , 
, , 3.983999999999999, -6.43280286666635, , 
, , 3.984099999999999, -6.432782936867042, , 
, , 3.984199999999999, -6.43276286894374, , 
, , 3.984299999999999, -6.432742662896445, , 
, , 3.984399999999999, -6.4327223187251406, , 
, , 3.984499999999999, -6.4327018364298425, , 
, , 3.984599999999999, -6.43268121601055, , 
, , 3.984699999999999, -6.432660457467264, , 
, , 3.984799999999999, -6.432639560799984, , 
, , 3.9848999999999988, -6.432618526008696, , 
, , 3.984999999999999, -6.4325973530934135, , 
, , 3.9850999999999988, -6.432576042054137, , 
, , 3.985199999999999, -6.432554592890867, , 
, , 3.9852999999999987, -6.432533005603588, , 
, , 3.985399999999999, -6.432511280192315, , 
, , 3.9854999999999987, -6.432489416657063, , 
, , 3.985599999999999, -6.432467414997788, , 
, , 3.9856999999999987, -6.432445275214533, , 
, , 3.985799999999999, -6.43242299730727, , 
, , 3.9858999999999987, -6.432400581276028, , 
, , 3.985999999999999, -6.4323780271207625, , 
, , 3.9860999999999986, -6.4323553348415174, , 
, , 3.986199999999999, -6.432332504438278, , 
, , 3.986299999999999, -6.432309535911031, , 
, , 3.986399999999999, -6.43228642925979, , 
, , 3.986499999999999, -6.432263184484555, , 
, , 3.986599999999999, -6.432239801585325, , 
, , 3.986699999999999, -6.432216280562088, , 
, , 3.986799999999999, -6.432192621414856, , 
, , 3.986899999999999, -6.432168824143631, , 
, , 3.9869999999999988, -6.432144888748411, , 
, , 3.987099999999999, -6.432120815229197, , 
, , 3.9871999999999987, -6.432096603585961, , 
, , 3.987299999999999, -6.43207225381876, , 
, , 3.9873999999999987, -6.4320477659275355, , 
, , 3.987499999999999, -6.432023139912346, , 
, , 3.9875999999999987, -6.431998375773134, , 
, , 3.987699999999999, -6.431973473509927, , 
, , 3.9877999999999987, -6.431948433122727, , 
, , 3.987899999999999, -6.431923254611533, , 
, , 3.9879999999999987, -6.431897937976331, , 
, , 3.988099999999999, -6.431872483217148, , 
, , 3.9881999999999986, -6.431846890333958, , 
, , 3.988299999999999, -6.431821159326773, , 
, , 3.9883999999999986, -6.431795290195595, , 
, , 3.988499999999999, -6.431769282940408, , 
, , 3.988599999999999, -6.4317431375612415, , 
, , 3.988699999999999, -6.431716854058067, , 
, , 3.988799999999999, -6.431690432430898, , 
, , 3.988899999999999, -6.431663872679735, , 
, , 3.988999999999999, -6.431637174804564, , 
, , 3.9890999999999988, -6.431610338805399, , 
, , 3.989199999999999, -6.43158336468224, , 
, , 3.9892999999999987, -6.431556252435087, , 
, , 3.989399999999999, -6.4315290020639395, , 
, , 3.9894999999999987, -6.431501613568784, , 
, , 3.989599999999999, -6.431474086949649, , 
, , 3.9896999999999987, -6.4314464222065055, , 
, , 3.989799999999999, -6.431418619339354, , 
, , 3.9898999999999987, -6.431390678348222, , 
, , 3.989999999999999, -6.431362599233083, , 
, , 3.9900999999999986, -6.431334381993949, , 
, , 3.990199999999999, -6.431306026630821, , 
, , 3.9902999999999986, -6.4312775331436995, , 
, , 3.990399999999999, -6.43124890153257, , 
, , 3.9904999999999986, -6.43122013179746, , 
, , 3.990599999999999, -6.431191223938342, , 
, , 3.9906999999999986, -6.43116217795523, , 
, , 3.990799999999999, -6.431132993848109, , 
, , 3.9908999999999986, -6.431103671617009, , 
, , 3.9909999999999988, -6.431074211261901, , 
, , 3.9910999999999985, -6.431044612782799, , 
, , 3.9911999999999987, -6.431014876179702, , 
, , 3.991299999999999, -6.430985001452598, , 
, , 3.9913999999999987, -6.430954988601499, , 
, , 3.991499999999999, -6.430924837626421, , 
, , 3.9915999999999987, -6.430894548527334, , 
, , 3.991699999999999, -6.430864121304239, , 
, , 3.9917999999999987, -6.4308335559571645, , 
, , 3.991899999999999, -6.430802852486082, , 
, , 3.9919999999999987, -6.430772010891005, , 
, , 3.992099999999999, -6.430741031171934, , 
, , 3.9921999999999986, -6.4307099133288546, , 
, , 3.992299999999999, -6.430678657361796, , 
, , 3.9923999999999986, -6.430647263270728, , 
, , 3.992499999999999, -6.430615731055667, , 
, , 3.9925999999999986, -6.430584060716612, , 
, , 3.992699999999999, -6.430552252253548, , 
, , 3.9927999999999986, -6.430520305666505, , 
, , 3.992899999999999, -6.4304882209554535, , 
, , 3.9929999999999986, -6.430455998120408, , 
, , 3.9930999999999988, -6.430423637161354, , 
, , 3.9931999999999985, -6.4303911380783205, , 
, , 3.9932999999999987, -6.430358500871279, , 
, , 3.9933999999999985, -6.430325725540243, , 
, , 3.9934999999999987, -6.430292812085213, , 
, , 3.993599999999999, -6.430259760506175, , 
, , 3.9936999999999987, -6.430226570803157, , 
, , 3.993799999999999, -6.430193242976131, , 
, , 3.9938999999999987, -6.430159777025111, , 
, , 3.993999999999999, -6.430126172950082, , 
, , 3.9940999999999987, -6.430092430751074, , 
, , 3.994199999999999, -6.430058550428058, , 
, , 3.9942999999999986, -6.430024531981047, , 
, , 3.994399999999999, -6.429990375410043, , 
, , 3.9944999999999986, -6.429956080715044, , 
, , 3.994599999999999, -6.4299216478960375, , 
, , 3.9946999999999986, -6.429887076953051, , 
, , 3.994799999999999, -6.429852367886056, , 
, , 3.9948999999999986, -6.429817520695053, , 
, , 3.9949999999999988, -6.42978253538007, , 
, , 3.9950999999999985, -6.429747411941079, , 
, , 3.9951999999999988, -6.4297121503781085, , 
, , 3.9952999999999985, -6.429676750691129, , 
, , 3.9953999999999987, -6.429641212880142, , 
, , 3.9954999999999985, -6.429605536945175, , 
, , 3.9955999999999987, -6.4295697228862, , 
, , 3.9956999999999985, -6.42953377070323, , 
, , 3.9957999999999987, -6.429497680396267, , 
, , 3.9958999999999985, -6.4294614519653095, , 
, , 3.9959999999999987, -6.429425085410344, , 
, , 3.9960999999999984, -6.429388580731384, , 
, , 3.9961999999999986, -6.4293519379284305, , 
, , 3.996299999999999, -6.429315157001483, , 
, , 3.9963999999999986, -6.429278237950541, , 
, , 3.996499999999999, -6.429241180775591, , 
, , 3.9965999999999986, -6.429203985476647, , 
, , 3.996699999999999, -6.429166652053709, , 
, , 3.9967999999999986, -6.429129180506777, , 
, , 3.996899999999999, -6.429091570835837, , 
, , 3.9969999999999986, -6.429053823040903, , 
, , 3.9970999999999988, -6.429015937121974, , 
, , 3.9971999999999985, -6.428977913079052, , 
, , 3.9972999999999987, -6.428939750912136, , 
, , 3.9973999999999985, -6.428901450621211, , 
, , 3.9974999999999987, -6.428863012206307, , 
, , 3.9975999999999985, -6.428824435667394, , 
, , 3.9976999999999987, -6.428785721004473, , 
, , 3.9977999999999985, -6.428746868217573, , 
, , 3.9978999999999987, -6.428707877306664, , 
, , 3.9979999999999984, -6.428668748271761, , 
, , 3.9980999999999987, -6.428629481112864, , 
, , 3.9981999999999984, -6.428590075829973, , 
, , 3.9982999999999986, -6.428550532423074, , 
, , 3.9983999999999984, -6.428510850892195, , 
, , 3.9984999999999986, -6.428471031237308, , 
, , 3.998599999999999, -6.4284310734584125, , 
, , 3.9986999999999986, -6.428390977555537, , 
, , 3.998799999999999, -6.428350743528654, , 
, , 3.9988999999999986, -6.4283103713777905, , 
, , 3.9989999999999988, -6.428269861102919, , 
, , 3.9990999999999985, -6.428229212704039, , 
, , 3.9991999999999988, -6.42818842618118, , 
, , 3.9992999999999985, -6.428147501534312, , 
, , 3.9993999999999987, -6.42810643876345, , 
, , 3.9994999999999985, -6.428065237868594, , 
, , 3.9995999999999987, -6.4280238988497445, , 
, , 3.9996999999999985, -6.427982421706886, , 
, , 3.9997999999999987, -6.4279408064400485, , 
, , 3.9998999999999985, -6.427899053049202, , 
, , 3.9999999999999987, -6.427857161534348, , 
, , 4.000099999999999, -6.427815131895514, , 
, , 4.000199999999999, -6.4277729641326715, , 
, , 4.000299999999998, -6.427730658245835, , 
, , 4.000399999999998, -6.427688214235005, , 
, , 4.000499999999999, -6.42764563210018, , 
, , 4.000599999999999, -6.427602911841362, , 
, , 4.000699999999998, -6.427560053458521, , 
, , 4.000799999999998, -6.4275170569517, , 
, , 4.000899999999999, -6.4274739223209, , 
, , 4.000999999999999, -6.427430649566077, , 
, , 4.001099999999998, -6.42738723868726, , 
, , 4.001199999999999, -6.427343689684463, , 
, , 4.001299999999999, -6.427300002557658, , 
, , 4.0013999999999985, -6.427256177306845, , 
, , 4.001499999999998, -6.4272122139320516, , 
, , 4.001599999999999, -6.4271681124332645, , 
, , 4.001699999999999, -6.427123872810455, , 
, , 4.0017999999999985, -6.427079495063666, , 
, , 4.001899999999998, -6.427034979192882, , 
, , 4.001999999999999, -6.426990325198105, , 
, , 4.002099999999999, -6.426945533079319, , 
, , 4.002199999999998, -6.42690060283654, , 
, , 4.002299999999998, -6.426855534469766, , 
, , 4.002399999999999, -6.426810327978984, , 
, , 4.002499999999999, -6.426764983364222, , 
, , 4.002599999999998, -6.4267195006254525, , 
, , 4.002699999999998, -6.426673879762689, , 
, , 4.002799999999999, -6.426628120775931, , 
, , 4.002899999999999, -6.426582223665164, , 
, , 4.002999999999998, -6.426536188430418, , 
, , 4.003099999999998, -6.426490015071664, , 
, , 4.003199999999999, -6.426443703588916, , 
, , 4.0032999999999985, -6.426397253982174, , 
, , 4.003399999999998, -6.426350666251423, , 
, , 4.003499999999999, -6.426303940396679, , 
, , 4.003599999999999, -6.42625707641794, , 
, , 4.0036999999999985, -6.4262100743152075, , 
, , 4.003799999999998, -6.426162934088481, , 
, , 4.003899999999999, -6.426115655737746, , 
, , 4.003999999999999, -6.426068239263017, , 
, , 4.004099999999998, -6.426020684664294, , 
, , 4.004199999999998, -6.425972991941578, , 
, , 4.004299999999999, -6.425925161094867, , 
, , 4.004399999999999, -6.4258771921241475, , 
, , 4.004499999999998, -6.425829085029434, , 
, , 4.004599999999998, -6.425780839810727, , 
, , 4.004699999999999, -6.425732456468026, , 
, , 4.004799999999999, -6.425683935001317, , 
, , 4.004899999999998, -6.425635275410627, , 
, , 4.004999999999998, -6.42558647769593, , 
, , 4.005099999999999, -6.425537541857224, , 
, , 4.0051999999999985, -6.425488467894539, , 
, , 4.005299999999998, -6.425439255807859, , 
, , 4.005399999999998, -6.4253899055971715, , 
, , 4.005499999999999, -6.42534041726249, , 
, , 4.0055999999999985, -6.4252907908038, , 
, , 4.005699999999998, -6.42524102622113, , 
, , 4.005799999999998, -6.425191123514452, , 
, , 4.005899999999999, -6.42514108268378, , 
, , 4.0059999999999985, -6.425090903729114, , 
, , 4.006099999999998, -6.425040586650454, , 
, , 4.006199999999999, -6.424990131447785, , 
, , 4.006299999999999, -6.424939538121137, , 
, , 4.006399999999998, -6.424888806670481, , 
, , 4.006499999999998, -6.42483793709583, , 
, , 4.006599999999999, -6.424786929397172, , 
, , 4.006699999999999, -6.424735783574519, , 
, , 4.006799999999998, -6.424684499627887, , 
, , 4.006899999999998, -6.424633077557246, , 
, , 4.006999999999999, -6.424581517362597, , 
, , 4.0070999999999986, -6.424529819043968, , 
, , 4.007199999999998, -6.424477982601331, , 
, , 4.007299999999998, -6.4244260080347, , 
, , 4.007399999999999, -6.424373895344075, , 
, , 4.0074999999999985, -6.424321644529456, , 
, , 4.007599999999998, -6.424269255590829, , 
, , 4.007699999999998, -6.424216728528222, , 
, , 4.007799999999999, -6.424164063341593, , 
, , 4.0078999999999985, -6.424111260030983, , 
, , 4.007999999999998, -6.42405831859638, , 
, , 4.008099999999998, -6.424005239037768, , 
, , 4.008199999999999, -6.423952021355163, , 
, , 4.008299999999998, -6.423898665548563, , 
, , 4.008399999999998, -6.42384517161797, , 
, , 4.008499999999998, -6.423791539563382, , 
, , 4.008599999999999, -6.423737769384786, , 
, , 4.008699999999998, -6.423683861082196, , 
, , 4.008799999999998, -6.423629814655612, , 
, , 4.008899999999999, -6.42357563010502, , 
, , 4.008999999999999, -6.423521307430448, , 
, , 4.009099999999998, -6.423466846631868, , 
, , 4.009199999999998, -6.423412247709294, , 
, , 4.009299999999999, -6.423357510662726, , 
, , 4.0093999999999985, -6.423302635492149, , 
, , 4.009499999999998, -6.423247622197593, , 
, , 4.009599999999998, -6.423192470779028, , 
, , 4.009699999999999, -6.42313718123647, , 
, , 4.0097999999999985, -6.423081753569917, , 
, , 4.009899999999998, -6.423026187779357, , 
, , 4.009999999999998, -6.422970483864816, , 
, , 4.010099999999999, -6.422914641826253, , 
, , 4.010199999999998, -6.42285866166371, , 
, , 4.010299999999998, -6.422802543377173, , 
, , 4.010399999999998, -6.4227462869666425, , 
, , 4.010499999999999, -6.422689892432103, , 
, , 4.010599999999998, -6.42263335977357, , 
, , 4.010699999999998, -6.422576688991029, , 
, , 4.010799999999998, -6.422519880084508, , 
, , 4.010899999999999, -6.422462933053978, , 
, , 4.010999999999998, -6.422405847899455, , 
, , 4.011099999999998, -6.422348624620938, , 
, , 4.011199999999999, -6.422291263218426, , 
, , 4.0112999999999985, -6.4222337636919065, , 
, , 4.011399999999998, -6.422176126041407, , 
, , 4.011499999999998, -6.422118350266899, , 
, , 4.011599999999999, -6.4220604363683975, , 
, , 4.0116999999999985, -6.4220023843458875, , 
, , 4.011799999999998, -6.421944194199398, , 
, , 4.011899999999998, -6.4218858659289, , 
, , 4.011999999999999, -6.421827399534408, , 
, , 4.0120999999999984, -6.421768795015922, , 
, , 4.012199999999998, -6.421710052373427, , 
, , 4.012299999999998, -6.421651171606953, , 
, , 4.012399999999999, -6.421592152716457, , 
, , 4.012499999999998, -6.42153299570198, , 
, , 4.012599999999998, -6.42147370056351, , 
, , 4.012699999999998, -6.421414267301046, , 
, , 4.012799999999999, -6.421354695914573, , 
, , 4.012899999999998, -6.4212949864041065, , 
, , 4.012999999999998, -6.421235138769646, , 
, , 4.013099999999998, -6.421175153011177, , 
, , 4.0131999999999985, -6.421115029128728, , 
, , 4.013299999999998, -6.421054767122271, , 
, , 4.013399999999998, -6.42099436699182, , 
, , 4.013499999999999, -6.420933828737361, , 
, , 4.0135999999999985, -6.420873152358922, , 
, , 4.013699999999998, -6.420812337856475, , 
, , 4.013799999999998, -6.420751385230034, , 
, , 4.013899999999999, -6.4206902944795985, , 
, , 4.0139999999999985, -6.420629065605169, , 
, , 4.014099999999998, -6.420567698606732, , 
, , 4.014199999999998, -6.4205061934843, , 
, , 4.014299999999999, -6.420444550237889, , 
, , 4.014399999999998, -6.420382768867469, , 
, , 4.014499999999998, -6.420320849373027, , 
, , 4.014599999999998, -6.42025879175462, , 
, , 4.014699999999999, -6.420196596012218, , 
, , 4.014799999999998, -6.420134262145794, , 
, , 4.014899999999998, -6.420071790155376, , 
, , 4.014999999999998, -6.420009180040978, , 
, , 4.015099999999999, -6.419946431802586, , 
, , 4.015199999999998, -6.419883545440172, , 
, , 4.015299999999998, -6.4198205209537775, , 
, , 4.015399999999998, -6.419757358343389, , 
, , 4.0154999999999985, -6.419694057608993, , 
, , 4.015599999999998, -6.419630618750617, , 
, , 4.015699999999998, -6.419567041768232, , 
, , 4.015799999999998, -6.4195033266618395, , 
, , 4.0158999999999985, -6.419439473431467, , 
, , 4.015999999999998, -6.419375482077086, , 
