Lattice parameter for Au, Potential energy (eV) for Au, Lattice parameter linspace for Au, Fitted energy curve for Au
, , 3.6611000000000002, 20.10463041832702
, , 3.662, 20.094367524582736
, , 3.6629, 20.084127994848558
, , 3.6638, 20.07391182912454
, , 3.6647, 20.063719027410713
, , 3.6656, 20.053549589707018
, , 3.6665, 20.043403516013484
, , 3.6674, 20.03328080633011
, , 3.6683, 20.0231814606569
, , 3.6692, 20.01310547899385
, , 3.6701, 20.00305286134096
, , 3.6710000000000003, 19.993023607698206
, , 3.6719, 19.98301771806564
, , 3.6728, 19.973035192443206
, , 3.6737, 19.963076030830962
, , 3.6746, 19.953140233228822
, , 3.6755, 19.943227799636873
, , 3.6764, 19.933338730055112
, , 3.6773000000000002, 19.923473024483457
, , 3.6782, 19.91363068292199
, , 3.6791, 19.903811705370686
, , 3.68, 19.894016091829513
, , 3.6809000000000003, 19.88424384229856
, , 3.6818, 19.87449495677771
, , 3.6827, 19.86476943526702
, , 3.6836, 19.855067277766523
, , 3.6845, 19.845388484276185
, , 3.6854, 19.83573305479598
, , 3.6863, 19.826100989325937
, , 3.6872000000000003, 19.816492287866026
, , 3.6881, 19.806906950416305
, , 3.689, 19.797344976976774
, , 3.6899, 19.787806367547347
, , 3.6908000000000003, 19.77829112212811
, , 3.6917, 19.768799240719005
, , 3.6926, 19.759330723320062
, , 3.6935000000000002, 19.749885569931337
, , 3.6944, 19.740463780552716
, , 3.6953, 19.731065355184256
, , 3.6962, 19.721690293825958
, , 3.6971000000000003, 19.71233859647782
, , 3.698, 19.703010263139845
, , 3.6989, 19.69370529381203
, , 3.6998, 19.684423688494377
, , 3.7007000000000003, 19.675165447186856
, , 3.7016, 19.665930569889525
, , 3.7025, 19.656719056602356
, , 3.7034000000000002, 19.64753090732532
, , 3.7043, 19.638366122058443
, , 3.7052, 19.62922470080173
, , 3.7061, 19.620106643555175
, , 3.7070000000000003, 19.61101195031881
, , 3.7079, 19.60194062109258
, , 3.7088, 19.592892655876483
, , 3.7097, 19.583868054670575
, , 3.7106, 19.574866817474856
, , 3.7115, 19.56588894428924
, , 3.7124, 19.55693443511379
, , 3.7133000000000003, 19.548003289948525
, , 3.7142, 19.539095508793395
, , 3.7151, 19.530211091648454
, , 3.716, 19.521350038513646
, , 3.7169, 19.512512349389
, , 3.7178, 19.503698024274513
, , 3.7187, 19.49490706317016
, , 3.7196000000000002, 19.486139466076025
, , 3.7205, 19.477395232991995
, , 3.7214, 19.468674363918154
, , 3.7223, 19.459976858854446
, , 3.7232000000000003, 19.4513027178009
, , 3.7241, 19.44265194075757
, , 3.725, 19.434024527724347
, , 3.7259, 19.425420478701284
, , 3.7268, 19.416839793688382
, , 3.7277, 19.40828247268564
, , 3.7286, 19.399748515693062
, , 3.7295000000000003, 19.391237922710644
, , 3.7304, 19.38275069373836
, , 3.7313, 19.374286828776263
, , 3.7322, 19.3658463278243
, , 3.7331000000000003, 19.357429190882556
, , 3.734, 19.349035417950915
, , 3.7349, 19.340665009029436
, , 3.7358000000000002, 19.33231796411812
, , 3.7367, 19.32399428321699
, , 3.7376, 19.315693966325995
, , 3.7385, 19.307417013445132
, , 3.7394000000000003, 19.29916342457446
, , 3.7403, 19.290933199713947
, , 3.7412, 19.282726338863597
, , 3.7421, 19.274542842023408
, , 3.7430000000000003, 19.26638270919335
, , 3.7439, 19.258245940373456
, , 3.7448, 19.250132535563722
, , 3.7457000000000003, 19.242042494764178
, , 3.7466, 19.233975817974766
, , 3.7475, 19.225932505195516
, , 3.7484, 19.217912556426427
, , 3.7493000000000003, 19.2099159716675
, , 3.7502, 19.201942750918732
, , 3.7511, 19.193992894180127
, , 3.7520000000000002, 19.186066401451654
, , 3.7529000000000003, 19.17816327273337
, , 3.7538, 19.17028350802522
, , 3.7547, 19.16242710732726
, , 3.7556000000000003, 19.154594070639433
, , 3.7565, 19.146784397961767
, , 3.7574, 19.13899808929426
, , 3.7583, 19.131235144636918
, , 3.7592, 19.123495563989735
, , 3.7601, 19.115779347352714
, , 3.761, 19.108086494725853
, , 3.7619000000000002, 19.100417006109126
, , 3.7628000000000004, 19.09277088150256
, , 3.7637, 19.08514812090621
, , 3.7646, 19.077548724319968
, , 3.7655000000000003, 19.069972691743885
, , 3.7664, 19.062420023177964
, , 3.7673, 19.054890718622232
, , 3.7682, 19.047384778076633
, , 3.7691, 19.039902201541167
, , 3.77, 19.03244298901589
, , 3.7709, 19.025007140500776
, , 3.7718000000000003, 19.017594655995822
, , 3.7727, 19.010205535501
, , 3.7736, 19.00283977901637
, , 3.7745, 18.99549738654187
, , 3.7754000000000003, 18.988178358077533
, , 3.7763, 18.980882693623386
, , 3.7772, 18.97361039317937
, , 3.7781000000000002, 18.966361456745517
, , 3.779, 18.959135884321825
, , 3.7799, 18.951933675908265
, , 3.7808, 18.944754831504923
, , 3.7817000000000003, 18.937599351111686
, , 3.7826, 18.93046723472864
, , 3.7835, 18.923358482355724
, , 3.7844, 18.91627309399297
, , 3.7853000000000003, 18.909211069640406
, , 3.7862, 18.902172409298004
, , 3.7871, 18.895157112965734
, , 3.7880000000000003, 18.888165180643597
, , 3.7889, 18.881196612331678
, , 3.7898, 18.87425140802989
, , 3.7907, 18.86732956773824
, , 3.7916000000000003, 18.860431091456775
, , 3.7925, 18.853555979185444
, , 3.7934, 18.84670423092433
, , 3.7943000000000002, 18.839875846673323
, , 3.7952000000000004, 18.833070826432476
, , 3.7961, 18.82628917020179
, , 3.797, 18.819530877981265
, , 3.7979000000000003, 18.81279594977093
, , 3.7988, 18.806084385570728
, , 3.7997, 18.799396185380687
, , 3.8006, 18.79273134920078
, , 3.8015000000000003, 18.78608987703106
, , 3.8024, 18.779471768871502
, , 3.8033, 18.772877024722106
, , 3.8042000000000002, 18.766305644582843
, , 3.8051000000000004, 18.75975762845374
, , 3.806, 18.7532329763348
, , 3.8069, 18.74673168822605
, , 3.8078000000000003, 18.74025376412743
, , 3.8087, 18.733799204038974
, , 3.8096, 18.727368007960678
, , 3.8105, 18.720960175892515
, , 3.8114, 18.71457570783457
, , 3.8123, 18.70821460378673
, , 3.8132, 18.701876863749078
, , 3.8141000000000003, 18.69556248772156
, , 3.8150000000000004, 18.689271475704203
, , 3.8159, 18.683003827697036
, , 3.8168, 18.6767595437
, , 3.8177000000000003, 18.670538623713128
, , 3.8186, 18.664341067736416
, , 3.8195, 18.658166875769894
, , 3.8204000000000002, 18.652016047813504
, , 3.8213, 18.645888583867247
, , 3.8222, 18.63978448393118
, , 3.8231, 18.633703748005246
, , 3.8240000000000003, 18.6276463760895
, , 3.8249, 18.621612368183918
, , 3.8258, 18.615601724288467
, , 3.8267, 18.609614444403178
, , 3.8276000000000003, 18.60365052852805
, , 3.8285, 18.59770997666311
, , 3.8294, 18.591792788808306
, , 3.8303000000000003, 18.585898964963633
, , 3.8312, 18.58002850512915
, , 3.8321, 18.5741814093048
, , 3.833, 18.568357677490667
, , 3.8339000000000003, 18.56255730968664
, , 3.8348, 18.556780305892772
, , 3.8357, 18.551026666109095
, , 3.8366000000000002, 18.54529639033555
, , 3.8375000000000004, 18.539589478572196
, , 3.8384, 18.533905930818975
, , 3.8393, 18.528245747075886
, , 3.8402000000000003, 18.522608927342986
, , 3.8411, 18.516995471620277
, , 3.842, 18.51140537990767
, , 3.8429, 18.505838652205256
, , 3.8438000000000003, 18.500295288512973
, , 3.8447, 18.49477528883085
, , 3.8456, 18.48927865315892
, , 3.8465000000000003, 18.48380538149715
, , 3.8474000000000004, 18.47835547384551
, , 3.8483, 18.472928930204034
, , 3.8492, 18.46752575057269
, , 3.8501000000000003, 18.462145934951536
, , 3.851, 18.45678948334057
, , 3.8519, 18.45145639573971
, , 3.8528000000000002, 18.44614667214904
, , 3.8537000000000003, 18.440860312568503
, , 3.8546, 18.435597316998184
, , 3.8555, 18.43035768543797
, , 3.8564000000000003, 18.425141417887914
, , 3.8573000000000004, 18.41994851434802
, , 3.8582, 18.41477897481829
, , 3.8591, 18.40963279929875
, , 3.8600000000000003, 18.40450998778931
, , 3.8609, 18.399410540290063
, , 3.8618, 18.394334456800976
, , 3.8627000000000002, 18.389281737322023
, , 3.8636, 18.384252381853287
, , 3.8645, 18.379246390394655
, , 3.8654, 18.374263762946185
, , 3.8663000000000003, 18.369304499507876
, , 3.8672000000000004, 18.36436860007973
, , 3.8681, 18.35945606466177
, , 3.869, 18.354566893253946
, , 3.8699000000000003, 18.34970108585628
, , 3.8708, 18.34485864246878
, , 3.8717, 18.34003956309141
, , 3.8726000000000003, 18.335243847724257
, , 3.8735, 18.33047149636721
, , 3.8744, 18.325722509020352
, , 3.8753, 18.320996885683627
, , 3.8762000000000003, 18.316294626357063
, , 3.8771, 18.31161573104069
, , 3.878, 18.306960199734448
, , 3.8789000000000002, 18.302328032438368
, , 3.8798000000000004, 18.29771922915245
, , 3.8807, 18.29313378987672
, , 3.8816, 18.288571714611095
, , 3.8825000000000003, 18.28403300335566
, , 3.8834, 18.279517656110357
, , 3.8843, 18.275025672875245
, , 3.8852, 18.270557053650293
, , 3.8861000000000003, 18.266111798435475
, , 3.887, 18.261689907230817
, , 3.8879, 18.25729138003632
, , 3.8888000000000003, 18.252916216851986
, , 3.8897000000000004, 18.24856441767784
, , 3.8906, 18.24423598251383
, , 3.8915, 18.23993091135995
, , 3.8924000000000003, 18.23564920421626
, , 3.8933, 18.2313908610827
, , 3.8942, 18.227155881959362
, , 3.8951000000000002, 18.222944266846127
, , 3.8960000000000004, 18.218756015743054
, , 3.8969, 18.21459112865014
, , 3.8978, 18.21044960556739
, , 3.8987000000000003, 18.20633144649483
, , 3.8996000000000004, 18.2022366514324
, , 3.9005, 18.198165220380133
, , 3.9014, 18.194117153338027
, , 3.9023000000000003, 18.190092450306054
, , 3.9032, 18.1860911112843
, , 3.9041, 18.182113136272648
, , 3.9050000000000002, 18.178158525271186
, , 3.9059000000000004, 18.174227278279858
, , 3.9068, 18.17031939529872
, , 3.9077, 18.166434876327713
, , 3.9086000000000003, 18.16257372136687
, , 3.9095000000000004, 18.158735930416185
, , 3.9104, 18.154921503475663
, , 3.9113, 18.151130440545302
, , 3.9122000000000003, 18.147362741625102
, , 3.9131, 18.143618406715035
, , 3.914, 18.139897435815158
, , 3.9149000000000003, 18.136199828925413
, , 3.9158, 18.13252558604586
, , 3.9167, 18.128874707176465
, , 3.9176, 18.125247192317204
, , 3.9185000000000003, 18.121643041468104
, , 3.9194000000000004, 18.118062254629166
, , 3.9203, 18.11450483180039
, , 3.9212000000000002, 18.110970772981773
, , 3.9221000000000004, 18.107460078173318
, , 3.923, 18.103972747374996
, , 3.9239, 18.100508780586864
, , 3.9248000000000003, 18.097068177808893
, , 3.9257, 18.093650939041055
, , 3.9266, 18.090257064283406
, , 3.9275, 18.08688655353589
, , 3.9284000000000003, 18.083539406798536
, , 3.9293, 18.08021562407137
, , 3.9302, 18.07691520535434
, , 3.9311000000000003, 18.07363815064744
, , 3.9320000000000004, 18.07038445995073
, , 3.9329, 18.06715413326421
, , 3.9338, 18.063947170587795
, , 3.9347000000000003, 18.06076357192154
, , 3.9356, 18.057603337265476
, , 3.9365, 18.054466466619544
, , 3.9374000000000002, 18.051352959983802
, , 3.9383000000000004, 18.048262817358193
, , 3.9392, 18.045196038742745
, , 3.9401, 18.042152624137458
, , 3.9410000000000003, 18.039132573542332
, , 3.9419000000000004, 18.036135886957368
, , 3.9428, 18.033162564382565
, , 3.9437, 18.030212605817923
, , 3.9446000000000003, 18.027286011263413
, , 3.9455, 18.024382780719066
, , 3.9464, 18.021502914184907
, , 3.9473000000000003, 18.01864641166091
, , 3.9482000000000004, 18.015813273147046
, , 3.9491, 18.013003498643343
, , 3.95, 18.0102170881498
, , 3.9509000000000003, 18.00745404166642
, , 3.9518000000000004, 18.0047143591932
, , 3.9527, 18.001998040730143
, , 3.9536000000000002, 17.999305086277218
, , 3.9545000000000003, 17.996635495834482
, , 3.9554, 17.993989269401908
, , 3.9563, 17.991366406979466
, , 3.9572000000000003, 17.988766908567186
, , 3.9581000000000004, 17.986190774165095
, , 3.959, 17.983638003773137
, , 3.9599, 17.98110859739134
, , 3.9608000000000003, 17.978602555019705
, , 3.9617000000000004, 17.97611987665823
, , 3.9626, 17.973660562306918
, , 3.9635000000000002, 17.971224611965766
, , 3.9644000000000004, 17.968812025634776
, , 3.9653, 17.966422803313918
, , 3.9662, 17.96405694500322
, , 3.9671000000000003, 17.961714450702686
, , 3.968, 17.95939532041237
, , 3.9689, 17.957099554132157
, , 3.9698, 17.954827151862105
, , 3.9707000000000003, 17.952578113602186
, , 3.9716000000000005, 17.950352439352457
, , 3.9725, 17.948150129112918
, , 3.9734000000000003, 17.945971182883483
, , 3.9743000000000004, 17.943815600664237
, , 3.9752, 17.941683382455125
, , 3.9761, 17.939574528256202
, , 3.9770000000000003, 17.93748903806744
, , 3.9779, 17.93542691188881
, , 3.9788, 17.933388149720344
, , 3.9797000000000002, 17.931372751562037
, , 3.9806000000000004, 17.929380717413892
, , 3.9815, 17.927412047275936
, , 3.9824, 17.925466741148085
, , 3.9833000000000003, 17.923544799030424
, , 3.9842000000000004, 17.921646220922895
, , 3.9851, 17.919771006825584
, , 3.986, 17.917919156738378
, , 3.9869000000000003, 17.916090670661333
, , 3.9878, 17.91428554859445
, , 3.9887, 17.912503790537755
, , 3.9896000000000003, 17.910745396491222
, , 3.9905000000000004, 17.909010366454794
, , 3.9914, 17.907298700428555
, , 3.9923, 17.905610398412477
, , 3.9932000000000003, 17.90394546040656
, , 3.9941000000000004, 17.902303886410806
, , 3.995, 17.900685676425184
, , 3.9959000000000002, 17.89909083044975
, , 3.9968000000000004, 17.89751934848445
, , 3.9977, 17.895971230529312
, , 3.9986, 17.894446476584363
, , 3.9995000000000003, 17.892945086649547
, , 4.0004, 17.891467060724892
, , 4.0013000000000005, 17.8900123988104
, , 4.0022, 17.888581100906066
, , 4.0031, 17.887173167011895
, , 4.0040000000000004, 17.885788597127885
, , 4.0049, 17.884427391254007
, , 4.005800000000001, 17.88308954939032
, , 4.0067, 17.881775071536765
, , 4.0076, 17.8804839576934
, , 4.008500000000001, 17.879216207860196
, , 4.0094, 17.877971822037125
, , 4.0103, 17.876750800224187
, , 4.0112000000000005, 17.87555314242144
, , 4.0121, 17.87437884862888
, , 4.013, 17.873227918846453
, , 4.0139000000000005, 17.87210035307416
, , 4.0148, 17.870996151312056
, , 4.015700000000001, 17.869915313560085
, , 4.0166, 17.868857839818304
, , 4.0175, 17.867823730086684
, , 4.0184, 17.866812984365197
, , 4.0193, 17.86582560265387
, , 4.0202, 17.864861584952735
, , 4.021100000000001, 17.86392093126173
, , 4.022, 17.86300364158086
, , 4.0229, 17.86210971591018
, , 4.0238000000000005, 17.86123915424966
, , 4.0247, 17.8603919565993
, , 4.025600000000001, 17.859568122959104
, , 4.0265, 17.85876765332904
, , 4.0274, 17.857990547709136
, , 4.0283, 17.857236806099422
, , 4.0292, 17.85650642849987
, , 4.0301, 17.85579941491042
, , 4.031000000000001, 17.855115765331163
, , 4.0319, 17.854455479762066
, , 4.0328, 17.85381855820316
, , 4.0337000000000005, 17.853205000654384
, , 4.0346, 17.852614807115742
, , 4.0355, 17.85204797758726
, , 4.0364, 17.85150451206897
, , 4.0373, 17.85098441056084
, , 4.0382, 17.850487673062844
, , 4.0391, 17.850014299575008
, , 4.04, 17.849564290097334
, , 4.040900000000001, 17.84913764462982
, , 4.0418, 17.848734363172497
, , 4.0427, 17.848354445725306
, , 4.0436000000000005, 17.847997892288276
, , 4.0445, 17.84766470286138
, , 4.0454, 17.847354877444644
, , 4.0463000000000005, 17.847068416038127
, , 4.0472, 17.846805318641714
, , 4.0481, 17.846565585255462
, , 4.049, 17.84634921587937
, , 4.0499, 17.846156210513442
, , 4.050800000000001, 17.84598656915773
, , 4.0517, 17.845840291812095
, , 4.0526, 17.84571737847665
, , 4.0535000000000005, 17.845617829151365
, , 4.0544, 17.845541643836214
, , 4.0553, 17.84548882253128
, , 4.0562000000000005, 17.84545936523645
, , 4.0571, 17.845453271951783
, , 4.058, 17.845470542677305
, , 4.0589, 17.84551117741296
, , 4.0598, 17.845575176158803
, , 4.060700000000001, 17.84566253891478
, , 4.0616, 17.84577326568092
, , 4.0625, 17.84590735645719
, , 4.063400000000001, 17.84606481124365
, , 4.0643, 17.8462456300403
, , 4.0652, 17.846449812847055
, , 4.0661000000000005, 17.846677359664
, , 4.067, 17.846928270491077
, , 4.0679, 17.847202545328344
, , 4.0688, 17.84750018417577
, , 4.0697, 17.847821187033333
, , 4.070600000000001, 17.848165553901055
, , 4.0715, 17.84853328477891
, , 4.0724, 17.848924379666983
, , 4.073300000000001, 17.84933883856519
, , 4.0742, 17.849776661473555
, , 4.0751, 17.850237848392055
, , 4.0760000000000005, 17.850722399320745
, , 4.0769, 17.851230314259595
, , 4.0778, 17.85176159320858
, , 4.0787, 17.852316236167724
, , 4.0796, 17.85289424313703
, , 4.080500000000001, 17.853495614116525
, , 4.0814, 17.854120349106154
, , 4.0823, 17.854768448105943
, , 4.083200000000001, 17.855439911115894
, , 4.0841, 17.856134738136006
, , 4.085, 17.85685292916628
, , 4.0859000000000005, 17.857594484206714
, , 4.0868, 17.858359403257282
, , 4.0877, 17.85914768631801
, , 4.0886000000000005, 17.85995933338893
, , 4.0895, 17.86079434447001
, , 4.090400000000001, 17.86165271956122
, , 4.0913, 17.862534458662594
, , 4.0922, 17.8634395617741
, , 4.093100000000001, 17.864368028895797
, , 4.094, 17.865319860027682
, , 4.0949, 17.866295055169672
, , 4.0958000000000006, 17.867293614321852
, , 4.0967, 17.868315537484165
, , 4.0976, 17.869360824656667
, , 4.0985000000000005, 17.87042947583933
, , 4.0994, 17.871521491032127
, , 4.100300000000001, 17.872636870235084
, , 4.1012, 17.873775613448203
, , 4.1021, 17.874937720671483
, , 4.103000000000001, 17.876123191904952
, , 4.1039, 17.877332027148526
, , 4.1048, 17.87856422640229
, , 4.105700000000001, 17.879819789666215
, , 4.1066, 17.881098716940272
, , 4.1075, 17.88240100822452
, , 4.1084000000000005, 17.883726663518928
, , 4.1093, 17.88507568282347
, , 4.110200000000001, 17.886448066138172
, , 4.1111, 17.887843813463036
, , 4.112, 17.88926292479809
, , 4.112900000000001, 17.890705400143275
, , 4.1138, 17.892171239498595
, , 4.1147, 17.893660442864103
, , 4.115600000000001, 17.895173010239745
, , 4.1165, 17.896708941625604
, , 4.1174, 17.89826823702157
, , 4.1183000000000005, 17.899850896427694
, , 4.1192, 17.90145691984401
, , 4.120100000000001, 17.903086307270456
, , 4.121, 17.904739058707094
, , 4.1219, 17.906415174153864
, , 4.1228, 17.908114653610767
, , 4.1237, 17.90983749707786
, , 4.1246, 17.91158370455514
, , 4.125500000000001, 17.91335327604253
, , 4.1264, 17.915146211540105
, , 4.1273, 17.916962511047814
, , 4.1282000000000005, 17.918802174565712
, , 4.1291, 17.920665202093772
, , 4.130000000000001, 17.922551593631965
, , 4.1309000000000005, 17.92446134918032
, , 4.1318, 17.926394468738835
, , 4.1327, 17.92835095230754
, , 4.1336, 17.93033079988635
, , 4.1345, 17.932334011475348
, , 4.135400000000001, 17.934360587074508
, , 4.1363, 17.9364105266838
, , 4.1372, 17.938483830303312
, , 4.1381000000000006, 17.940580497932928
, , 4.139, 17.942700529572704
, , 4.1399, 17.944843925222642
, , 4.1408000000000005, 17.94701068488274
, , 4.1417, 17.94920080855303
, , 4.1426, 17.95141429623345
, , 4.1435, 17.953651147924035
, , 4.1444, 17.95591136362478
, , 4.145300000000001, 17.958194943335656
, , 4.1462, 17.96050188705675
, , 4.1471, 17.96283219478795
, , 4.148000000000001, 17.96518586652934
, , 4.1489, 17.96756290228086
, , 4.1498, 17.969963302042544
, , 4.1507000000000005, 17.972387065814416
, , 4.1516, 17.974834193596422
, , 4.1525, 17.97730468538859
, , 4.1534, 17.979798541190917
, , 4.1543, 17.982315761003377
, , 4.155200000000001, 17.984856344826056
, , 4.1561, 17.987420292658868
, , 4.157, 17.990007604501812
, , 4.157900000000001, 17.992618280354947
, , 4.1588, 17.995252320218214
, , 4.1597, 17.99790972409167
, , 4.1606000000000005, 18.00059049197526
, , 4.1615, 18.00329462386901
, , 4.1624, 18.006022119772922
, , 4.1633000000000004, 18.008772979686995
, , 4.1642, 18.01154720361123
, , 4.165100000000001, 18.014344791545625
, , 4.166, 18.01716574349018
, , 4.1669, 18.02001005944487
, , 4.167800000000001, 18.02287773940975
, , 4.1687, 18.02576878338479
, , 4.1696, 18.028683191369964
, , 4.1705000000000005, 18.0316209633653
, , 4.1714, 18.034582099370795
, , 4.1723, 18.03756659938648
, , 4.1732000000000005, 18.040574463412298
, , 4.1741, 18.043605691448278
, , 4.175000000000001, 18.04666028349442
, , 4.1759, 18.049738239550692
, , 4.1768, 18.052839559617155
, , 4.177700000000001, 18.05596424369378
, , 4.1786, 18.059112291780536
, , 4.1795, 18.062283703877455
, , 4.180400000000001, 18.065478479984563
, , 4.1813, 18.068696620101832
, , 4.1822, 18.071938124229234
, , 4.1831000000000005, 18.075202992366798
, , 4.184, 18.078491224514494
, , 4.184900000000001, 18.08180282067238
, , 4.1858, 18.085137780840455
, , 4.1867, 18.088496105018635
