Lattice parameter for Au, Potential energy (eV) for Au, Lattice parameter linspace for Au, Fitted energy curve for Au
, , 4.187600000000001, 18.091877793207004
, , 4.1885, 18.095282845405507
, , 4.1894, 18.0987112616142
, , 4.190300000000001, 18.102163041833023
, , 4.1912, 18.10563818606201
, , 4.1921, 18.109136694301156
, , 4.1930000000000005, 18.112658566550465
, , 4.1939, 18.116203802809963
, , 4.194800000000001, 18.119772403079594
, , 4.1957, 18.123364367359386
, , 4.1966, 18.12697969564931
, , 4.197500000000001, 18.130618387949426
, , 4.1984, 18.1342804442597
, , 4.1993, 18.13796586458011
, , 4.200200000000001, 18.14167464891068
, , 4.2011, 18.14540679725141
, , 4.202, 18.149162309602303
, , 4.2029000000000005, 18.152941185963357
, , 4.2038, 18.1567434263346
, , 4.204700000000001, 18.160569030715976
, , 4.2056000000000004, 18.164417999107513
, , 4.2065, 18.168290331509183
, , 4.207400000000001, 18.172186027921043
, , 4.2083, 18.176105088343064
, , 4.2092, 18.180047512775218
, , 4.210100000000001, 18.18401330121756
, , 4.211, 18.188002453670038
, , 4.2119, 18.192014970132703
, , 4.2128000000000005, 18.196050850605502
, , 4.2137, 18.200110095088434
, , 4.214600000000001, 18.204192703581555
, , 4.2155000000000005, 18.208298676084837
, , 4.2164, 18.21242801259828
, , 4.2173, 18.216580713121886
, , 4.2182, 18.220756777655623
, , 4.2191, 18.22495620619955
, , 4.220000000000001, 18.22917899875361
, , 4.2209, 18.23342515531786
, , 4.2218, 18.237694675892243
, , 4.222700000000001, 18.241987560476787
, , 4.2236, 18.24630380907149
, , 4.224500000000001, 18.250643421676358
, , 4.2254000000000005, 18.255006398291414
, , 4.2263, 18.259392738916574
, , 4.2272, 18.263802443551896
, , 4.2281, 18.268235512197407
, , 4.229, 18.27269194485308
, , 4.229900000000001, 18.277171741518913
, , 4.2308, 18.28167490219488
, , 4.2317, 18.286201426881007
, , 4.232600000000001, 18.290751315577296
, , 4.2335, 18.295324568283775
, , 4.234400000000001, 18.299921185000386
, , 4.2353000000000005, 18.30454116572713
, , 4.2362, 18.309184510464064
, , 4.2371, 18.31385121921116
, , 4.238, 18.318541291968415
, , 4.2389, 18.323254728735805
, , 4.239800000000001, 18.327991529513383
, , 4.2407, 18.332751694301095
, , 4.2416, 18.337535223098968
, , 4.242500000000001, 18.34234211590703
, , 4.2434, 18.347172372725225
, , 4.2443, 18.352025993553582
, , 4.2452000000000005, 18.3569029783921
, , 4.2461, 18.36180332724075
, , 4.247, 18.36672704009962
, , 4.2479000000000005, 18.37167411696859
, , 4.2488, 18.376644557847754
, , 4.249700000000001, 18.38163836273705
, , 4.2506, 18.386655531636507
, , 4.2515, 18.391696064546153
, , 4.252400000000001, 18.396759961465932
, , 4.2533, 18.401847222395872
, , 4.2542, 18.406957847335974
, , 4.2551000000000005, 18.412091836286237
, , 4.256, 18.41724918924669
, , 4.2569, 18.422429906217246
, , 4.2578000000000005, 18.427633987197993
, , 4.2587, 18.432861432188872
, , 4.259600000000001, 18.43811224118994
, , 4.2605, 18.44338641420117
, , 4.2614, 18.448683951222534
, , 4.262300000000001, 18.45400485225406
, , 4.2632, 18.459349117295744
, , 4.2641, 18.46471674634762
, , 4.265000000000001, 18.470107739409627
, , 4.2659, 18.475522096481768
, , 4.2668, 18.4809598175641
, , 4.2677000000000005, 18.486420902656562
, , 4.2686, 18.491905351759243
, , 4.269500000000001, 18.49741316487203
, , 4.2704, 18.502944341994976
, , 4.2713, 18.508498883128084
, , 4.272200000000001, 18.51407678827138
, , 4.2731, 18.51967805742484
, , 4.274, 18.525302690588404
, , 4.274900000000001, 18.530950687762157
, , 4.2758, 18.53662204894607
, , 4.2767, 18.542316774140176
, , 4.2776000000000005, 18.548034863344384
, , 4.2785, 18.553776316558782
, , 4.279400000000001, 18.559541133783313
, , 4.2803, 18.565329315018005
, , 4.2812, 18.571140860262886
, , 4.282100000000001, 18.57697576951793
, , 4.283, 18.582834042783105
, , 4.2839, 18.588715680058414
, , 4.284800000000001, 18.59462068134394
, , 4.2857, 18.6005490466396
, , 4.2866, 18.60650077594542
, , 4.2875000000000005, 18.612475869261402
, , 4.2884, 18.618474326587517
, , 4.289300000000001, 18.624496147923793
, , 4.2902000000000005, 18.630541333270287
, , 4.2911, 18.636609882626885
, , 4.292000000000001, 18.642701795993645
, , 4.2929, 18.648817073370566
, , 4.2938, 18.654955714757648
, , 4.294700000000001, 18.66111772015492
, , 4.2956, 18.667303089562324
, , 4.2965, 18.67351182297986
, , 4.2974000000000006, 18.67974392040759
, , 4.2983, 18.68599938184545
, , 4.299200000000001, 18.692278207293526
, , 4.3001000000000005, 18.69858039675171
, , 4.301, 18.704905950220052
, , 4.301900000000001, 18.711254867698585
, , 4.3028, 18.71762714918725
, , 4.3037, 18.72402279468608
, , 4.304600000000001, 18.730441804195095
, , 4.3055, 18.736884177714217
, , 4.3064, 18.743349915243527
, , 4.307300000000001, 18.749839016783
, , 4.3082, 18.756351482332633
, , 4.309100000000001, 18.762887311892428
, , 4.3100000000000005, 18.769446505462355
, , 4.3109, 18.776029063042444
, , 4.311800000000001, 18.782634984632693
, , 4.3127, 18.789264270233133
, , 4.3136, 18.795916919843705
, , 4.314500000000001, 18.80259293346444
, , 4.3154, 18.809292311095334
, , 4.3163, 18.816015052736418
, , 4.317200000000001, 18.822761158387635
, , 4.3181, 18.829530628048985
, , 4.319000000000001, 18.836323461720525
, , 4.3199000000000005, 18.843139659402198
, , 4.3208, 18.84997922109406
, , 4.3217, 18.856842146796055
, , 4.3226, 18.86372843650824
, , 4.3235, 18.87063809023053
, , 4.324400000000001, 18.877571107963036
, , 4.3253, 18.884527489705675
, , 4.3262, 18.891507235458477
, , 4.327100000000001, 18.89851034522144
, , 4.328, 18.905536818994534
, , 4.328900000000001, 18.91258665677782
, , 4.3298000000000005, 18.919659858571265
, , 4.3307, 18.926756424374844
, , 4.3316, 18.933876354188584
, , 4.3325000000000005, 18.941019648012514
, , 4.3334, 18.948186305846605
, , 4.334300000000001, 18.95537632769083
, , 4.3352, 18.962589713545213
, , 4.3361, 18.96982646340973
, , 4.337000000000001, 18.97708657728444
, , 4.3379, 18.984370055169336
, , 4.338800000000001, 18.991676897064366
, , 4.339700000000001, 18.99900710296953
, , 4.3406, 19.006360672884853
, , 4.3415, 19.013737606810338
, , 4.3424000000000005, 19.021137904746013
, , 4.3433, 19.02856156669182
, , 4.344200000000001, 19.036008592647818
, , 4.3451, 19.04347898261392
, , 4.346, 19.05097273659021
, , 4.346900000000001, 19.058489854576692
, , 4.3478, 19.066030336573277
, , 4.3487, 19.073594182580052
, , 4.349600000000001, 19.08118139259696
, , 4.3505, 19.088791966624058
, , 4.3514, 19.096425904661317
, , 4.3523000000000005, 19.104083206708708
, , 4.3532, 19.11176387276626
, , 4.354100000000001, 19.119467902833975
, , 4.355, 19.12719529691185
, , 4.3559, 19.134946054999915
, , 4.356800000000001, 19.142720177098113
, , 4.3577, 19.150517663206443
, , 4.3586, 19.158338513324964
, , 4.359500000000001, 19.166182727453617
, , 4.3604, 19.174050305592488
, , 4.3613, 19.181941247741463
, , 4.3622000000000005, 19.1898555539006
, , 4.3631, 19.197793224069898
, , 4.364000000000001, 19.205754258249385
, , 4.3649000000000004, 19.213738656439006
, , 4.3658, 19.221746418638787
, , 4.366700000000001, 19.22977754484873
, , 4.3676, 19.237832035068834
, , 4.3685, 19.2459098892991
, , 4.369400000000001, 19.254011107539526
, , 4.3703, 19.262135689790085
, , 4.3712, 19.270283636050806
, , 4.3721000000000005, 19.278454946321716
, , 4.373, 19.286649620602788
, , 4.373900000000001, 19.294867658893992
, , 4.3748000000000005, 19.303109061195357
, , 4.3757, 19.311373827506856
, , 4.376600000000001, 19.319661957828572
, , 4.3775, 19.32797345216042
, , 4.3784, 19.33630831050243
, , 4.379300000000001, 19.344666532854575
, , 4.3802, 19.353048119216908
, , 4.3811, 19.361453069589402
, , 4.382000000000001, 19.36988138397203
, , 4.3829, 19.378333062364817
, , 4.383800000000001, 19.386808104767795
, , 4.3847000000000005, 19.395306511180877
, , 4.3856, 19.403828281604177
, , 4.386500000000001, 19.41237341603761
, , 4.3874, 19.420941914481205
, , 4.3883, 19.42953377693493
, , 4.389200000000001, 19.43814900339885
, , 4.3901, 19.446787593872926
, , 4.391, 19.455449548357166
, , 4.391900000000001, 19.464134866851538
, , 4.3928, 19.47284354935607
, , 4.393700000000001, 19.481575595870794
, , 4.3946000000000005, 19.49033100639565
, , 4.3955, 19.499109780930667
, , 4.396400000000001, 19.507911919475845
, , 4.3973, 19.516737422031184
, , 4.3982, 19.525586288596656
, , 4.399100000000001, 19.534458519172347
, , 4.4, 19.54335411375814
