       Step     Time          Energy         fmax
GPMin:    0 17:52:07       -5.210037        0.8351
GPMin:    1 17:52:14       -5.474297        0.2371
GPMin:    2 17:52:21       -5.530510        0.1488
GPMin:    3 17:52:26       -5.583480        0.1197
GPMin:    4 17:52:32       -5.631819        0.0954
GPMin:    5 17:52:37       -5.658422        0.0727
GPMin:    6 17:52:43       -5.674958        0.0636
GPMin:    7 17:52:49       -5.691169        0.0742
GPMin:    8 17:52:55       -5.706952        0.0723
GPMin:    9 17:53:01       -5.720186        0.0811
GPMin:   10 17:53:07       -5.739015        0.0741
GPMin:   11 17:53:13       -5.752196        0.0525
GPMin:   12 17:53:18       -5.761719        0.0557
GPMin:   13 17:53:24       -5.775154        0.0607
GPMin:   14 17:53:29       -5.787478        0.0613
GPMin:   15 17:53:35       -5.806223        0.0718
GPMin:   16 17:53:41       -5.832993        0.0759
GPMin:   17 17:53:47       -5.854007        0.0615
GPMin:   18 17:53:52       -5.865614        0.0363
GPMin:   19 17:53:58       -5.868784        0.0316
GPMin:   20 17:54:03       -5.871044        0.0239
GPMin:   21 17:54:08       -5.872581        0.0200
GPMin:   22 17:54:12       -5.873252        0.0104
       Step     Time          Energy         fmax
GPMin:    0 17:54:22       -5.645720        0.4762
GPMin:    1 17:54:28       -5.754914        0.1337
GPMin:    2 17:54:34       -5.795319        0.1233
GPMin:    3 17:54:40       -5.840766        0.0980
GPMin:    4 17:54:46       -5.864231        0.0370
GPMin:    5 17:54:51       -5.870076        0.0213
GPMin:    6 17:54:56       -5.872341        0.0131
       Step     Time          Energy         fmax
GPMin:    0 17:55:06       -4.998627        0.3030
GPMin:    1 17:55:13       -5.141360        0.2596
GPMin:    2 17:55:19       -5.260638        0.2435
GPMin:    3 17:55:26       -5.355023        0.1666
GPMin:    4 17:55:32       -5.412087        0.1524
GPMin:    5 17:55:39       -5.458236        0.1586
GPMin:    6 17:55:45       -5.519157        0.1575
GPMin:    7 17:55:51       -5.570507        0.1180
GPMin:    8 17:55:57       -5.604537        0.0889
GPMin:    9 17:56:02       -5.628763        0.1004
GPMin:   10 17:56:07       -5.653328        0.1127
GPMin:   11 17:56:13       -5.684730        0.1273
GPMin:   12 17:56:19       -5.721917        0.1229
GPMin:   13 17:56:25       -5.755152        0.0920
GPMin:   14 17:56:30       -5.771051        0.0655
GPMin:   15 17:56:35       -5.779702        0.0710
GPMin:   16 17:56:41       -5.794154        0.0640
GPMin:   17 17:56:47       -5.809246        0.0658
GPMin:   18 17:56:53       -5.828191        0.0734
GPMin:   19 17:56:59       -5.848028        0.0681
GPMin:   20 17:57:04       -5.862834        0.0480
GPMin:   21 17:57:10       -5.868505        0.0325
GPMin:   22 17:57:15       -5.870274        0.0255
GPMin:   23 17:57:20       -5.872038        0.0228
GPMin:   24 17:57:25       -5.872783        0.0174
       Step     Time          Energy         fmax
GPMin:    0 17:57:35       -5.413499        0.2144
