       Step     Time          Energy         fmax
GPMin:    0 16:54:45       -3.977073        1.4098
GPMin:    1 16:54:53       -4.955852        0.6812
GPMin:    2 16:55:00       -5.339370        0.3189
GPMin:    3 16:55:07       -5.478462        0.1309
GPMin:    4 16:55:13       -5.504374        0.0485
GPMin:    5 16:55:19       -5.505770        0.0467
GPMin:    6 16:55:25       -5.518373        0.0479
GPMin:    7 16:55:31       -5.524228        0.0487
GPMin:    8 16:55:37       -5.541158        0.2329
GPMin:    9 16:55:44       -5.566635        0.1044
GPMin:   10 16:55:57       -5.574367        0.0586
GPMin:   11 16:56:04       -5.575968        0.1153
GPMin:   12 16:56:10       -5.603229        0.0777
GPMin:   13 16:56:15       -5.606361        0.0731
GPMin:   14 16:56:21       -5.625173        0.0655
GPMin:   15 16:56:27       -5.638359        0.0672
GPMin:   16 16:56:33       -5.658410        0.0740
GPMin:   17 16:56:39       -5.682878        0.0779
GPMin:   18 16:56:44       -5.712569        0.0798
GPMin:   19 16:56:50       -5.744723        0.0908
GPMin:   20 16:56:55       -5.774121        0.0977
GPMin:   21 16:57:01       -5.805836        0.0957
GPMin:   22 16:57:08       -5.834521        0.0781
GPMin:   23 16:57:14       -5.856672        0.0484
GPMin:   24 16:57:20       -5.866260        0.0280
GPMin:   25 16:57:25       -5.868812        0.0289
GPMin:   26 16:57:31       -5.870115        0.0254
GPMin:   27 16:57:36       -5.871436        0.0245
GPMin:   28 16:57:41       -5.872145        0.0248
GPMin:   29 16:57:46       -5.873133        0.0145
       Step     Time          Energy         fmax
GPMin:    0 16:57:57       -3.970825        1.4080
GPMin:    1 16:58:04       -4.951900        0.6859
GPMin:    2 16:58:11       -5.337614        0.3200
GPMin:    3 16:58:18       -5.477728        0.1295
GPMin:    4 16:58:25       -5.503656        0.0472
GPMin:    5 16:58:30       -5.504977        0.0462
GPMin:    6 16:58:37       -5.518004        0.0486
GPMin:    7 16:58:42       -5.523945        0.0500
GPMin:    8 16:58:49       -5.538596        0.2506
GPMin:    9 16:58:55       -5.566608        0.1095
GPMin:   10 16:59:08       -5.575755        0.0538
GPMin:   11 16:59:14       -5.586850        0.0678
GPMin:   12 16:59:21       -5.600495        0.0929
GPMin:   13 16:59:35       -5.605952        0.0802
GPMin:   14 16:59:41       -5.623311        0.0801
GPMin:   15 16:59:47       -5.642444        0.0820
GPMin:   16 16:59:53       -5.661558        0.0867
GPMin:   17 16:59:58       -5.691206        0.0875
GPMin:   18 17:00:03       -5.721779        0.0908
GPMin:   19 17:00:09       -5.759910        0.0926
GPMin:   20 17:00:14       -5.790765        0.0897
GPMin:   21 17:00:21       -5.821662        0.0786
GPMin:   22 17:00:27       -5.844142        0.0611
GPMin:   23 17:00:33       -5.859438        0.0509
GPMin:   24 17:00:39       -5.866094        0.0381
GPMin:   25 17:00:44       -5.869242        0.0290
GPMin:   26 17:00:50       -5.870031        0.0262
GPMin:   27 17:00:55       -5.871649        0.0344
GPMin:   28 17:01:00       -5.872253        0.0270
GPMin:   29 17:01:05       -5.872837        0.0127
       Step     Time          Energy         fmax
GPMin:    0 17:01:16       -3.976988        1.4042
GPMin:    1 17:01:23       -4.955556        0.6817
GPMin:    2 17:01:30       -5.339737        0.3178
GPMin:    3 17:01:37       -5.478693        0.1313
GPMin:    4 17:01:44       -5.504530        0.0470
GPMin:    5 17:01:49       -5.505907        0.0464
GPMin:    6 17:01:55       -5.518508        0.0468
GPMin:    7 17:02:01       -5.524368        0.0483
GPMin:    8 17:02:08       -5.541279        0.2442
GPMin:    9 17:02:14       -5.568289        0.1100
GPMin:   10 17:02:27       -5.576680        0.0531
GPMin:   11 17:02:34       -5.585732        0.0804
GPMin:   12 17:02:41       -5.604294        0.0827
GPMin:   13 17:02:46       -5.609072        0.0766
GPMin:   14 17:02:52       -5.623865        0.0784
GPMin:   15 17:02:58       -5.648020        0.0815
GPMin:   16 17:03:04       -5.667586        0.0822
GPMin:   17 17:03:09       -5.697164        0.0845
GPMin:   18 17:03:15       -5.725533        0.0900
GPMin:   19 17:03:20       -5.764041        0.0878
GPMin:   20 17:03:26       -5.795194        0.0822
GPMin:   21 17:03:33       -5.825041        0.0723
GPMin:   22 17:03:39       -5.847048        0.0638
GPMin:   23 17:03:45       -5.861303        0.0547
GPMin:   24 17:03:51       -5.867427        0.0328
GPMin:   25 17:03:56       -5.869475        0.0249
GPMin:   26 17:04:02       -5.870406        0.0246
GPMin:   27 17:04:07       -5.872086        0.0306
GPMin:   28 17:04:12       -5.872618        0.0226
GPMin:   29 17:04:17       -5.873254        0.0102
       Step     Time          Energy         fmax
GPMin:    0 17:04:27       -4.261764        1.3763
GPMin:    1 17:04:34       -5.215976        0.6354
GPMin:    2 17:04:41       -5.578465        0.2999
GPMin:    3 17:04:47       -5.697965        0.1239
GPMin:    4 17:04:53       -5.715335        0.0547
GPMin:    5 17:04:57       -5.717690        0.0465
GPMin:    6 17:05:03       -5.726523        0.0248
GPMin:    7 17:05:09       -5.728982        0.0135
       Step     Time          Energy         fmax
GPMin:    0 17:05:19       -3.965495        1.4130
GPMin:    1 17:05:27       -4.949042        0.6848
GPMin:    2 17:05:34       -5.335572        0.3207
GPMin:    3 17:05:41       -5.476362        0.1315
GPMin:    4 17:05:47       -5.502789        0.0463
GPMin:    5 17:05:53       -5.504140        0.0461
GPMin:    6 17:05:59       -5.516231        0.0471
GPMin:    7 17:06:04       -5.522235        0.0487
GPMin:    8 17:06:11       -5.541220        0.2410
GPMin:    9 17:06:18       -5.566328        0.1083
GPMin:   10 17:06:31       -5.573826        0.0515
GPMin:   11 17:06:38       -5.579031        0.0963
