       Step     Time          Energy         fmax
GPMin:   10 17:03:58       -7.140825        0.0233
GPMin:   11 17:04:03       -7.141223        0.0205
GPMin:   12 17:04:08       -7.141404        0.0155
       Step     Time          Energy         fmax
GPMin:    0 17:04:19       -5.384746        1.3584
GPMin:    1 17:04:26       -6.502585        0.7537
GPMin:    2 17:04:33       -6.993163        0.4111
GPMin:    3 17:04:39       -7.209311        0.1894
GPMin:    4 17:04:45       -7.274026        0.0549
GPMin:    5 17:04:51       -7.279002        0.0257
GPMin:    6 17:04:55       -7.279318        0.0257
GPMin:    7 17:05:01       -7.281262        0.0100
       Step     Time          Energy         fmax
GPMin:    0 17:05:13       -5.133997        1.6410
GPMin:    1 17:05:21       -6.287734        0.8741
GPMin:    2 17:05:29       -6.796437        0.4848
GPMin:    3 17:05:36       -7.028153        0.2664
GPMin:    4 17:05:43       -7.109203        0.1334
GPMin:    5 17:05:50       -7.123549        0.0679
GPMin:    6 17:05:56       -7.125863        0.0523
GPMin:    7 17:06:03       -7.134142        0.0375
GPMin:    8 17:06:09       -7.137333        0.0399
GPMin:    9 17:06:14       -7.138990        0.0389
GPMin:   10 17:06:21       -7.141014        0.0228
GPMin:   11 17:06:25       -7.141378        0.0205
GPMin:   12 17:06:31       -7.141584        0.0150
       Step     Time          Energy         fmax
GPMin:    0 17:06:44       -4.938933        1.4762
GPMin:    1 17:06:52       -6.036307        0.7838
GPMin:    2 17:06:59       -6.515487        0.4184
GPMin:    3 17:07:07       -6.733971        0.2317
GPMin:    4 17:07:14       -6.812444        0.1479
GPMin:    5 17:07:21       -6.830097        0.0983
GPMin:    6 17:07:28       -6.835651        0.0805
GPMin:    7 17:07:34       -6.853610        0.0867
GPMin:    8 17:07:40       -6.871640        0.0963
GPMin:    9 17:07:46       -6.888857        0.1131
GPMin:   10 17:07:53       -6.909061        0.1223
GPMin:   11 17:08:00       -6.934775        0.1254
GPMin:   12 17:08:06       -6.965509        0.1188
GPMin:   13 17:08:13       -7.000881        0.1060
GPMin:   14 17:08:20       -7.038542        0.1216
GPMin:   15 17:08:26       -7.083293        0.1343
GPMin:   16 17:08:33       -7.127760        0.1340
GPMin:   17 17:08:39       -7.169126        0.1128
GPMin:   18 17:08:46       -7.197998        0.0694
GPMin:   19 17:08:52       -7.211364        0.0555
GPMin:   20 17:08:58       -7.214606        0.0472
GPMin:   21 17:09:04       -7.216477        0.0375
GPMin:   22 17:09:10       -7.218335        0.0206
GPMin:   23 17:09:15       -7.218749        0.0227
GPMin:   24 17:09:21       -7.219699        0.0288
GPMin:   25 17:09:27       -7.222300        0.0301
GPMin:   26 17:09:34       -7.224365        0.0370
GPMin:   27 17:09:40       -7.227956        0.0359
GPMin:   28 17:09:46       -7.233207        0.0221
GPMin:   29 17:09:51       -7.235090        0.0218
GPMin:   30 17:09:56       -7.237742        0.0226
GPMin:   31 17:10:03       -7.239179        0.0169
       Step     Time          Energy         fmax
GPMin:    0 17:10:14       -5.388451        1.3583
GPMin:    1 17:10:20       -6.504518        0.7511
GPMin:    2 17:10:27       -6.993979        0.4098
GPMin:    3 17:10:33       -7.209731        0.1891
GPMin:    4 17:10:39       -7.273973        0.0531
GPMin:    5 17:10:45       -7.278683        0.0256
GPMin:    6 17:10:49       -7.278982        0.0250
GPMin:    7 17:10:55       -7.280969        0.0109
       Step     Time          Energy         fmax
GPMin:    0 17:11:06       -5.091006        1.5449
GPMin:    1 17:11:15       -6.176210        0.8187
GPMin:    2 17:11:22       -6.649095        0.4476
GPMin:    3 17:11:30       -6.861159        0.2278
GPMin:    4 17:11:37       -6.930495        0.1012
GPMin:    5 17:11:43       -6.939530        0.0526
GPMin:    6 17:11:49       -6.940384        0.0421
GPMin:    7 17:11:55       -6.944851        0.0229
GPMin:    8 17:12:01       -6.946371        0.0263
GPMin:    9 17:12:08       -6.949148        0.0349
GPMin:   10 17:12:15       -6.953410        0.0385
GPMin:   11 17:12:21       -6.956902        0.0389
GPMin:   12 17:12:28       -6.968042        0.0656
GPMin:   13 17:12:34       -6.976728        0.0804
GPMin:   14 17:12:41       -6.991387        0.0887
GPMin:   15 17:12:48       -7.013366        0.0900
GPMin:   16 17:12:55       -7.040030        0.0854
GPMin:   17 17:13:02       -7.071311        0.0911
GPMin:   18 17:13:08       -7.106764        0.1004
GPMin:   19 17:13:14       -7.149888        0.1013
GPMin:   20 17:13:21       -7.190442        0.0866
GPMin:   21 17:13:27       -7.223203        0.0880
GPMin:   22 17:13:33       -7.245795        0.0841
GPMin:   23 17:13:39       -7.259299        0.0740
GPMin:   24 17:13:45       -7.268458        0.0560
GPMin:   25 17:13:51       -7.274230        0.0518
GPMin:   26 17:13:57       -7.276166        0.0396
GPMin:   27 17:14:03       -7.278242        0.0476
GPMin:   28 17:14:08       -7.280135        0.0354
GPMin:   29 17:14:14       -7.280813        0.0192
       Step     Time          Energy         fmax
GPMin:    0 17:14:29       -4.333415        1.3069
GPMin:    1 17:14:39       -5.277769        0.6565
GPMin:    2 17:14:47       -5.673311        0.3632
GPMin:    3 17:14:56       -5.850080        0.2059
GPMin:    4 17:15:04       -5.915094        0.1072
GPMin:    5 17:15:12       -5.932369        0.0931
GPMin:    6 17:15:18       -5.939907        0.1012
GPMin:    7 17:15:26       -5.983263        0.0890
GPMin:    8 17:15:33       -5.994071        0.0847
GPMin:    9 17:15:42       -6.060517        0.1823
GPMin:   10 17:15:58       -6.087123        0.2459
GPMin:   11 17:16:07       -6.123583        0.1411
GPMin:   12 17:16:14       -6.139481        0.1125
GPMin:   13 17:16:22       -6.165354        0.1203
GPMin:   14 17:16:31       -6.226967        0.1911
GPMin:   15 17:16:40       -6.268383        0.2529
GPMin:   16 17:16:46       -6.299457        0.2432
GPMin:   17 17:16:53       -6.334089        0.2276
GPMin:   18 17:17:00       -6.387936        0.1927
GPMin:   19 17:17:07       -6.416417        0.1779
GPMin:   20 17:17:15       -6.529442        0.2552
GPMin:   21 17:17:22       -6.559054        0.3528
GPMin:   22 17:17:30       -6.593241        0.3416
GPMin:   23 17:17:37       -6.661704        0.2746
GPMin:   24 17:17:45       -6.725613        0.2588
GPMin:   25 17:17:52       -6.785538        0.2315
GPMin:   26 17:18:00       -6.848782        0.2067
GPMin:   27 17:18:06       -6.904694        0.2130
GPMin:   28 17:18:13       -6.965260        0.2080
GPMin:   29 17:18:20       -7.015364        0.1887
GPMin:   30 17:18:27       -7.055308        0.1563
GPMin:   31 17:18:33       -7.082000        0.1130
GPMin:   32 17:18:40       -7.098323        0.0661
GPMin:   33 17:18:47       -7.106642        0.0591
GPMin:   34 17:18:53       -7.111220        0.0417
GPMin:   35 17:18:59       -7.112685        0.0338
GPMin:   36 17:19:06       -7.114734        0.0392
GPMin:   37 17:19:11       -7.115586        0.0302
GPMin:   38 17:19:17       -7.116360        0.0206
GPMin:   39 17:19:23       -7.117008        0.0171
       Step     Time          Energy         fmax
GPMin:    0 17:19:36       -4.424545        1.4698
GPMin:    1 17:19:46       -5.570366        0.8128
GPMin:    2 17:19:55       -6.083545        0.4724
GPMin:    3 17:20:03       -6.313694        0.3058
GPMin:    4 17:20:10       -6.388643        0.2410
GPMin:    5 17:20:19       -6.498265        0.2127
GPMin:    6 17:20:27       -6.515639        0.1706
GPMin:    7 17:20:35       -6.572663        0.2436
GPMin:    8 17:20:42       -6.587942        0.2685
GPMin:    9 17:20:50       -6.611195        0.2684
GPMin:   10 17:20:56       -6.666544        0.2513
GPMin:   11 17:21:02       -6.767650        0.2265
GPMin:   12 17:21:09       -6.878214        0.2310
GPMin:   13 17:21:15       -6.976415        0.2216
GPMin:   14 17:21:21       -7.052355        0.1943
GPMin:   15 17:21:27       -7.105966        0.1517
GPMin:   16 17:21:33       -7.143479        0.1352
GPMin:   17 17:21:39       -7.172734        0.1348
GPMin:   18 17:21:45       -7.196861        0.1111
GPMin:   19 17:21:51       -7.214555        0.0770
GPMin:   20 17:21:57       -7.225780        0.0451
GPMin:   21 17:22:03       -7.231815        0.0464
GPMin:   22 17:22:10       -7.234830        0.0391
GPMin:   23 17:22:16       -7.236476        0.0279
GPMin:   24 17:22:21       -7.238153        0.0259
GPMin:   25 17:22:26       -7.238698        0.0212
GPMin:   26 17:22:31       -7.239214        0.0124
       Step     Time          Energy         fmax
GPMin:    0 17:22:42       -5.096749        1.5462
GPMin:    1 17:22:50       -6.180062        0.8134
GPMin:    2 17:22:58       -6.651706        0.4433
GPMin:    3 17:23:05       -6.862112        0.2243
GPMin:    4 17:23:12       -6.930915        0.0979
GPMin:    5 17:23:19       -6.939470        0.0501
GPMin:    6 17:23:24       -6.940255        0.0410
GPMin:    7 17:23:31       -6.945006        0.0248
GPMin:    8 17:23:37       -6.946685        0.0277
GPMin:    9 17:23:43       -6.950338        0.0379
GPMin:   10 17:23:50       -6.954693        0.0397
GPMin:   11 17:23:56       -6.959484        0.0380
GPMin:   12 17:24:03       -6.970250        0.0633
GPMin:   13 17:24:09       -6.979815        0.0772
GPMin:   14 17:24:15       -6.996391        0.0860
GPMin:   15 17:24:21       -7.019296        0.0863
GPMin:   16 17:24:28       -7.047767        0.0882
GPMin:   17 17:24:35       -7.081216        0.0965
GPMin:   18 17:24:42       -7.120690        0.1023
GPMin:   19 17:24:48       -7.161894        0.0984
GPMin:   20 17:24:54       -7.199904        0.0848
GPMin:   21 17:25:00       -7.229413        0.0878
GPMin:   22 17:25:06       -7.248830        0.0830
GPMin:   23 17:25:12       -7.260499        0.0684
GPMin:   24 17:25:18       -7.269056        0.0617
GPMin:   25 17:25:24       -7.274001        0.0503
GPMin:   26 17:25:30       -7.275803        0.0375
GPMin:   27 17:25:36       -7.278370        0.0564
GPMin:   28 17:25:42       -7.279970        0.0375
GPMin:   29 17:25:48       -7.280702        0.0148
       Step     Time          Energy         fmax
GPMin:    0 17:26:00       -5.392882        1.3603
GPMin:    1 17:26:06       -6.506901        0.7529
GPMin:    2 17:26:13       -6.995353        0.4121
GPMin:    3 17:26:19       -7.210196        0.1877
GPMin:    4 17:26:25       -7.273922        0.0521
GPMin:    5 17:26:30       -7.278336        0.0272
GPMin:    6 17:26:34       -7.278659        0.0264
GPMin:    7 17:26:40       -7.280781        0.0106
       Step     Time          Energy         fmax
GPMin:    0 17:26:52       -5.127859        1.6528
GPMin:    1 17:27:01       -6.283710        0.8798
GPMin:    2 17:27:08       -6.793975        0.4869
GPMin:    3 17:27:16       -7.026774        0.2664
GPMin:    4 17:27:23       -7.107991        0.1331
GPMin:    5 17:27:30       -7.122655        0.0710
GPMin:    6 17:27:36       -7.125154        0.0545
GPMin:    7 17:27:42       -7.133717        0.0393
GPMin:    8 17:27:48       -7.137034        0.0372
GPMin:    9 17:27:54       -7.138630        0.0374
GPMin:   10 17:28:01       -7.140566        0.0230
GPMin:   11 17:28:05       -7.140937        0.0201
GPMin:   12 17:28:10       -7.141124        0.0152
       Step     Time          Energy         fmax
GPMin:    0 17:28:22       -5.123956        1.6526
GPMin:    1 17:28:30       -6.281261        0.8793
GPMin:    2 17:28:37       -6.792502        0.4877
GPMin:    3 17:28:45       -7.025825        0.2669
GPMin:    4 17:28:52       -7.107551        0.1354
GPMin:    5 17:28:59       -7.122830        0.0709
GPMin:    6 17:29:05       -7.125346        0.0527
GPMin:    7 17:29:11       -7.133383        0.0393
GPMin:    8 17:29:17       -7.136968        0.0382
GPMin:    9 17:29:23       -7.138378        0.0378
GPMin:   10 17:29:29       -7.140321        0.0260
GPMin:   11 17:29:35       -7.140805        0.0211
GPMin:   12 17:29:40       -7.141009        0.0159
       Step     Time          Energy         fmax
GPMin:    0 17:29:52       -5.121554        1.6529
GPMin:    1 17:30:00       -6.280065        0.8817
GPMin:    2 17:30:08       -6.791563        0.4874
GPMin:    3 17:30:15       -7.025417        0.2661
GPMin:    4 17:30:23       -7.107526        0.1349
GPMin:    5 17:30:30       -7.122623        0.0712
GPMin:    6 17:30:36       -7.125149        0.0540
GPMin:    7 17:30:42       -7.133627        0.0397
GPMin:    8 17:30:48       -7.137140        0.0375
GPMin:    9 17:30:54       -7.138769        0.0377
GPMin:   10 17:31:00       -7.140765        0.0236
GPMin:   11 17:31:06       -7.141180        0.0206
GPMin:   12 17:31:11       -7.141371        0.0156
       Step     Time          Energy         fmax
GPMin:    0 17:31:22       -5.123330        1.6581
GPMin:    1 17:31:30       -6.281545        0.8820
GPMin:    2 17:31:38       -6.792534        0.4864
GPMin:    3 17:31:45       -7.026195        0.2671
GPMin:    4 17:31:53       -7.108695        0.1334
GPMin:    5 17:32:00       -7.123135        0.0667
GPMin:    6 17:32:06       -7.125395        0.0527
GPMin:    7 17:32:12       -7.134018        0.0375
GPMin:    8 17:32:18       -7.137184        0.0398
GPMin:    9 17:32:24       -7.138770        0.0384
GPMin:   10 17:32:30       -7.140703        0.0217
GPMin:   11 17:32:35       -7.141064        0.0195
       Step     Time          Energy         fmax
GPMin:    0 17:32:48       -4.941927        1.4769
GPMin:    1 17:32:56       -6.038830        0.7837
GPMin:    2 17:33:04       -6.517587        0.4177
GPMin:    3 17:33:11       -6.735493        0.2348
GPMin:    4 17:33:19       -6.813808        0.1470
GPMin:    5 17:33:26       -6.831266        0.0976
GPMin:    6 17:33:32       -6.836593        0.0809
GPMin:    7 17:33:39       -6.854435        0.0869
GPMin:    8 17:33:45       -6.872388        0.0977
GPMin:    9 17:33:51       -6.889807        0.1144
GPMin:   10 17:33:58       -6.910191        0.1244
GPMin:   11 17:34:04       -6.937802        0.1273
GPMin:   12 17:34:11       -6.969375        0.1177
GPMin:   13 17:34:18       -7.006971        0.1052
GPMin:   14 17:34:25       -7.044038        0.1232
GPMin:   15 17:34:31       -7.090383        0.1382
GPMin:   16 17:34:38       -7.133974        0.1328
GPMin:   17 17:34:45       -7.176751        0.1029
GPMin:   18 17:34:52       -7.202341        0.0591
GPMin:   19 17:34:58       -7.212297        0.0554
GPMin:   20 17:35:04       -7.214439        0.0476
GPMin:   21 17:35:10       -7.216926        0.0334
GPMin:   22 17:35:15       -7.218217        0.0205
GPMin:   23 17:35:20       -7.218672        0.0222
GPMin:   24 17:35:26       -7.220468        0.0247
GPMin:   25 17:35:32       -7.222379        0.0311
GPMin:   26 17:35:38       -7.224622        0.0366
GPMin:   27 17:35:45       -7.230879        0.0230
GPMin:   28 17:35:51       -7.233301        0.0219
GPMin:   29 17:35:57       -7.235937        0.0254
GPMin:   30 17:36:03       -7.237843        0.0195
