Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, ontop
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, bridge
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, fcc
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
Au, 4.177 Å, O, hcp
